Restaurant_ID,Restaurant_Name,Cuisine,City,Area,Opening_Year,Average_Rating,Price_Range,Pure_Veg,Online_Since,Partner_Type,Commission_Tier,Popularity
1171,Restaurant_1171,Street Food,Mumbai,Area_9,2019,4.6,Medium,False,2022-05-09,Bolt Partner,Tier 1,1.6156942608518825
1172,Restaurant_1172,Italian,Delhi,Area_20,2019,4.8,Medium,True,2020-10-18,Regular,Tier 2,7.290570012560557
1173,Restaurant_1173,Mughlai,Jaipur,Area_14,2014,3.5,Low,False,2020-12-12,Gold,Tier 1,1.6480336905027182
1174,Restaurant_1174,Italian,Ahmedabad,Area_18,2019,4.9,Medium,False,2020-01-29,Toing Partner,Tier 3,1.1623221395124193
1175,Restaurant_1175,Italian,Lucknow,Area_18,2023,3.5,High,False,2021-04-23,Regular,Tier 2,1.6529618907423147
1176,Restaurant_1176,North Indian,Kolkata,Area_6,2022,4.2,Medium,False,2020-06-25,Toing Partner,Tier 3,1.4743961312021214
1177,Restaurant_1177,Japanese,Kolkata,Area_9,2017,3.4,High,False,2021-03-31,Toing Partner,Tier 3,2.1312584248799618
1178,Restaurant_1178,Mexican,Lucknow,Area_17,2021,4.3,Low,False,2021-11-17,Regular,Tier 2,1.0582043991158774
1179,Restaurant_1179,Mughlai,Lucknow,Area_8,2023,4.7,High,False,2021-09-06,Gold,Tier 1,2.04562678807123
1180,Restaurant_1180,Street Food,Hyderabad,Area_9,2023,4.2,High,True,2021-01-28,Regular,Tier 2,1.4764536199257934
1181,Restaurant_1181,Healthy Food,Jaipur,Area_4,2015,4.8,High,False,2021-02-10,Gold,Tier 1,5.198190783951368
1182,Restaurant_1182,Continental,Ahmedabad,Area_13,2019,4.3,Low,True,2021-04-29,Bolt Partner,Tier 1,1.2326644487287333
1183,Restaurant_1183,Bakery,Hyderabad,Area_18,2016,3.2,Low,False,2021-11-04,Toing Partner,Tier 3,1.649845832456798
1184,Restaurant_1184,Street Food,Hyderabad,Area_5,2015,4.5,Low,False,2020-04-22,Toing Partner,Tier 3,3.835617687859886
1185,Restaurant_1185,Japanese,Jaipur,Area_9,2017,4.7,Low,True,2020-05-03,Bolt Partner,Tier 1,1.055565348583476
1186,Restaurant_1186,Fast Food,Hyderabad,Area_12,2023,4.0,High,False,2020-04-16,Toing Partner,Tier 3,3.991339797639505
1187,Restaurant_1187,Desserts,Kolkata,Area_8,2013,4.3,High,False,2021-04-09,Toing Partner,Tier 3,1.789959406708405
1188,Restaurant_1188,American,Kolkata,Area_15,2012,4.0,Medium,True,2022-03-14,Regular,Tier 2,1.0357479525005377
1189,Restaurant_1189,South Indian,Lucknow,Area_17,2022,4.3,High,False,2020-12-05,Bolt Partner,Tier 1,1.1960520901463978
1190,Restaurant_1190,Desserts,Ahmedabad,Area_16,2022,4.5,Medium,False,2020-04-02,Regular,Tier 2,1.8511285822730323
1191,Restaurant_1191,Fast Food,Kolkata,Area_14,2013,4.1,High,False,2022-04-14,Gold,Tier 1,1.03547780102729
1192,Restaurant_1192,South Indian,Ahmedabad,Area_6,2012,4.4,Low,True,2020-08-15,Gold,Tier 1,1.547036034623462
1193,Restaurant_1193,North Indian,Bangalore,Area_11,2017,4.7,Medium,False,2021-06-22,Toing Partner,Tier 3,1.2364378770510633
1194,Restaurant_1194,South Indian,Bangalore,Area_1,2023,4.6,Low,True,2022-05-28,Bolt Partner,Tier 1,1.6241719151793912
1195,Restaurant_1195,Desserts,Pune,Area_20,2020,4.2,Medium,True,2022-06-13,Bolt Partner,Tier 1,1.0236867991617846
1196,Restaurant_1196,Italian,Mumbai,Area_9,2021,4.7,High,True,2021-08-03,Gold,Tier 1,2.7900413665351196
1197,Restaurant_1197,Mughlai,Noida,Area_7,2016,3.9,High,False,2022-04-22,Regular,Tier 2,6.141673042732615
1198,Restaurant_1198,Continental,Hyderabad,Area_13,2011,4.3,Medium,True,2020-08-29,Gold,Tier 1,5.668462019875518
1199,Restaurant_1199,Japanese,Noida,Area_13,2023,4.6,Medium,False,2022-08-02,Regular,Tier 2,1.9986087799391623
1200,Restaurant_1200,Japanese,Bangalore,Area_1,2017,3.3,High,True,2020-03-14,Bolt Partner,Tier 1,1.0721656762168135
1201,Restaurant_1201,Desserts,Pune,Area_18,2014,4.6,Medium,False,2022-08-15,Bolt Partner,Tier 1,2.0338953899082317
1202,Restaurant_1202,Mexican,Jaipur,Area_10,2010,4.9,Medium,False,2020-11-01,Gold,Tier 1,1.0125248988381264
1203,Restaurant_1203,Fast Food,Mumbai,Area_13,2022,3.2,Low,False,2022-06-26,Gold,Tier 1,1.0112487708027822
1204,Restaurant_1204,Italian,Hyderabad,Area_12,2010,3.6,High,True,2022-05-29,Regular,Tier 2,1.2159101428227954
1205,Restaurant_1205,Healthy Food,Bangalore,Area_20,2020,4.3,High,True,2021-08-29,Gold,Tier 1,1.398421132139591
1206,Restaurant_1206,Thai,Hyderabad,Area_13,2022,3.3,Medium,False,2022-09-21,Bolt Partner,Tier 1,2.0869933908923213
1207,Restaurant_1207,Thai,Chennai,Area_16,2017,3.3,Medium,True,2021-09-04,Bolt Partner,Tier 1,1.7769401414711294
1208,Restaurant_1208,Chinese,Lucknow,Area_2,2015,4.2,Medium,False,2022-07-16,Bolt Partner,Tier 1,1.3434050778563618
1209,Restaurant_1209,Chinese,Delhi,Area_4,2014,4.7,High,False,2020-05-17,Bolt Partner,Tier 1,1.173329672934817
1210,Restaurant_1210,Japanese,Ahmedabad,Area_19,2014,4.0,Low,False,2021-06-12,Toing Partner,Tier 3,18.648475140217233
1211,Restaurant_1211,Mughlai,Noida,Area_9,2012,4.6,Low,False,2020-08-27,Toing Partner,Tier 3,1.3201176944095416
1212,Restaurant_1212,Mughlai,Gurgaon,Area_13,2019,3.7,Medium,False,2020-10-05,Bolt Partner,Tier 1,1.350103186821935
1213,Restaurant_1213,Japanese,Bangalore,Area_9,2022,4.8,Medium,False,2022-04-24,Toing Partner,Tier 3,1.0934506132890314
1214,Restaurant_1214,Fast Food,Kolkata,Area_8,2021,3.1,High,False,2020-12-04,Bolt Partner,Tier 1,2.207605293247114
1215,Restaurant_1215,Fast Food,Pune,Area_1,2013,4.4,High,False,2020-10-28,Gold,Tier 1,1.8068158894665183
1216,Restaurant_1216,American,Chennai,Area_18,2020,4.0,High,True,2022-04-05,Toing Partner,Tier 3,1.1328360471409495
1217,Restaurant_1217,Japanese,Kolkata,Area_5,2010,3.4,High,False,2022-06-23,Toing Partner,Tier 3,1.0439238314850348
1218,Restaurant_1218,American,Hyderabad,Area_8,2021,3.9,Low,False,2020-08-08,Gold,Tier 1,1.7691477091592458
1219,Restaurant_1219,Healthy Food,Jaipur,Area_7,2010,3.7,Low,False,2021-04-08,Toing Partner,Tier 3,1.701308306627084
1220,Restaurant_1220,Healthy Food,Jaipur,Area_19,2011,4.8,High,False,2022-01-02,Bolt Partner,Tier 1,1.1730332604942113
1221,Restaurant_1221,Italian,Lucknow,Area_11,2012,3.9,High,False,2020-04-21,Regular,Tier 2,4.511263200918884
1222,Restaurant_1222,Thai,Gurgaon,Area_16,2021,4.0,Medium,False,2022-04-16,Regular,Tier 2,1.0853278872801504
1223,Restaurant_1223,South Indian,Pune,Area_18,2013,3.0,Low,True,2022-01-11,Bolt Partner,Tier 1,1.327253455858314
1224,Restaurant_1224,Fast Food,Lucknow,Area_11,2010,3.4,Low,False,2022-08-23,Gold,Tier 1,4.211354021944186
1225,Restaurant_1225,Healthy Food,Bangalore,Area_20,2021,3.2,High,False,2020-07-26,Gold,Tier 1,1.3127557732390107
1226,Restaurant_1226,Bakery,Delhi,Area_20,2011,4.1,Medium,True,2022-07-14,Gold,Tier 1,1.6632649513960005
1227,Restaurant_1227,Bakery,Jaipur,Area_12,2017,4.4,High,False,2021-11-09,Bolt Partner,Tier 1,1.2884141892655512
1228,Restaurant_1228,South Indian,Chennai,Area_13,2023,4.2,Low,True,2022-07-11,Regular,Tier 2,1.1738053007652278
1229,Restaurant_1229,Italian,Gurgaon,Area_5,2022,4.7,Medium,False,2021-11-18,Gold,Tier 1,7.900177792234607
1230,Restaurant_1230,American,Mumbai,Area_7,2021,3.8,High,False,2020-08-24,Regular,Tier 2,1.3011549432242253
1231,Restaurant_1231,Japanese,Mumbai,Area_17,2010,4.8,Medium,True,2020-04-05,Bolt Partner,Tier 1,3.0729138658644466
1232,Restaurant_1232,Fast Food,Noida,Area_5,2023,4.3,High,True,2022-02-22,Gold,Tier 1,1.1395721742710523
1233,Restaurant_1233,Chinese,Noida,Area_18,2016,4.8,Low,False,2021-09-29,Regular,Tier 2,1.127305239275419
1234,Restaurant_1234,Chinese,Gurgaon,Area_18,2019,3.3,High,False,2021-02-06,Regular,Tier 2,1.0159402359555667
1235,Restaurant_1235,Desserts,Jaipur,Area_16,2021,4.7,Medium,False,2021-01-16,Regular,Tier 2,1.6943478701680024
1236,Restaurant_1236,Desserts,Ahmedabad,Area_15,2010,4.2,Low,True,2022-09-03,Gold,Tier 1,1.2584106389665077
1237,Restaurant_1237,Japanese,Bangalore,Area_10,2021,4.6,High,False,2021-12-13,Bolt Partner,Tier 1,2.715209269479384
1238,Restaurant_1238,Healthy Food,Lucknow,Area_10,2019,4.2,High,False,2022-03-19,Bolt Partner,Tier 1,1.3777842010983368
1239,Restaurant_1239,Japanese,Mumbai,Area_1,2013,4.0,High,False,2022-06-22,Bolt Partner,Tier 1,5.607142158645955
1240,Restaurant_1240,Healthy Food,Noida,Area_10,2022,4.8,High,False,2021-07-07,Regular,Tier 2,1.1080548482498076
1241,Restaurant_1241,Japanese,Chennai,Area_11,2021,4.1,Low,False,2020-04-28,Regular,Tier 2,2.758929528121166
1242,Restaurant_1242,Fast Food,Mumbai,Area_4,2021,4.3,Medium,True,2021-06-09,Bolt Partner,Tier 1,2.1157061891297633
1243,Restaurant_1243,Mughlai,Lucknow,Area_4,2021,3.7,Low,False,2020-02-17,Toing Partner,Tier 3,2.089335393666385
1244,Restaurant_1244,Japanese,Mumbai,Area_20,2017,4.2,Low,True,2022-06-09,Regular,Tier 2,2.5382282681247403
1245,Restaurant_1245,Thai,Pune,Area_17,2014,4.7,High,False,2021-08-22,Bolt Partner,Tier 1,2.0456100465943186
1246,Restaurant_1246,Mughlai,Ahmedabad,Area_18,2019,4.7,Medium,False,2021-04-07,Bolt Partner,Tier 1,1.6356567002073035
1247,Restaurant_1247,Mexican,Lucknow,Area_20,2020,4.4,High,False,2021-01-08,Toing Partner,Tier 3,1.0728803986213893
1248,Restaurant_1248,North Indian,Hyderabad,Area_3,2018,4.1,Medium,True,2020-09-13,Bolt Partner,Tier 1,1.01667089064462
1249,Restaurant_1249,South Indian,Bangalore,Area_20,2021,3.1,Medium,True,2021-06-14,Regular,Tier 2,3.554419116565659
1250,Restaurant_1250,Chinese,Lucknow,Area_11,2019,4.0,Medium,False,2022-06-20,Regular,Tier 2,1.6151112580179734
1251,Restaurant_1251,North Indian,Hyderabad,Area_20,2010,3.8,High,True,2020-07-06,Bolt Partner,Tier 1,2.2169586285757785
1252,Restaurant_1252,Continental,Kolkata,Area_6,2017,3.5,High,False,2020-02-08,Gold,Tier 1,1.3887848832872367
1253,Restaurant_1253,Mexican,Lucknow,Area_15,2016,3.1,High,False,2020-08-29,Bolt Partner,Tier 1,1.064376926150291
1254,Restaurant_1254,Japanese,Ahmedabad,Area_17,2018,4.7,Medium,False,2021-08-06,Gold,Tier 1,1.0691584829954828
1255,Restaurant_1255,Bakery,Jaipur,Area_15,2015,3.4,Low,False,2022-05-28,Gold,Tier 1,1.7833424911882283
1256,Restaurant_1256,Chinese,Delhi,Area_7,2020,4.3,Medium,True,2022-04-16,Regular,Tier 2,1.3248879104356064
1257,Restaurant_1257,Bakery,Lucknow,Area_18,2014,4.9,Medium,False,2021-11-30,Toing Partner,Tier 3,1.1184008331506112
1258,Restaurant_1258,Mughlai,Noida,Area_19,2023,4.9,High,False,2021-06-12,Toing Partner,Tier 3,1.4024742619628257
1259,Restaurant_1259,Italian,Hyderabad,Area_20,2011,3.2,High,False,2021-01-19,Regular,Tier 2,1.0337381719425167
1260,Restaurant_1260,Continental,Hyderabad,Area_15,2012,4.5,High,False,2022-04-22,Toing Partner,Tier 3,1.5466676543565934
1261,Restaurant_1261,Desserts,Pune,Area_15,2012,4.2,High,False,2020-04-03,Gold,Tier 1,1.1696053664796309
1262,Restaurant_1262,Desserts,Mumbai,Area_15,2023,3.9,High,True,2022-01-23,Toing Partner,Tier 3,2.222546576553896
1263,Restaurant_1263,Fast Food,Kolkata,Area_8,2023,4.6,Low,False,2020-08-20,Regular,Tier 2,1.2041744140827586
1264,Restaurant_1264,Chinese,Noida,Area_15,2021,4.7,Low,False,2021-03-28,Regular,Tier 2,1.354844590773288
1265,Restaurant_1265,Bakery,Chennai,Area_10,2017,4.3,Medium,True,2020-10-14,Toing Partner,Tier 3,1.0058614042239944
1266,Restaurant_1266,North Indian,Hyderabad,Area_14,2011,4.3,Medium,False,2021-11-29,Regular,Tier 2,1.0383185346781456
1267,Restaurant_1267,Italian,Noida,Area_6,2023,4.9,High,False,2020-04-29,Toing Partner,Tier 3,1.2829937940277174
1268,Restaurant_1268,Healthy Food,Chennai,Area_13,2016,3.6,Low,True,2021-12-05,Toing Partner,Tier 3,1.3866689391169846
1269,Restaurant_1269,Fast Food,Mumbai,Area_20,2022,3.8,High,False,2021-01-28,Toing Partner,Tier 3,1.5811794434355817
1270,Restaurant_1270,Italian,Lucknow,Area_4,2012,4.1,Low,False,2022-07-14,Bolt Partner,Tier 1,1.1881736229629953
1271,Restaurant_1271,Thai,Pune,Area_9,2018,4.5,Low,False,2020-04-11,Bolt Partner,Tier 1,1.8106611542928785
1272,Restaurant_1272,North Indian,Pune,Area_15,2010,4.1,High,False,2020-10-17,Bolt Partner,Tier 1,2.6737814723271627
1273,Restaurant_1273,Japanese,Pune,Area_6,2013,4.5,High,False,2020-05-29,Regular,Tier 2,2.131285501164373
1274,Restaurant_1274,Japanese,Pune,Area_2,2010,4.4,High,False,2020-09-29,Toing Partner,Tier 3,1.0204181642136336
1275,Restaurant_1275,Bakery,Bangalore,Area_10,2022,3.6,Medium,False,2022-09-22,Toing Partner,Tier 3,1.387426955753991
1276,Restaurant_1276,Chinese,Kolkata,Area_10,2010,4.8,High,False,2021-10-15,Gold,Tier 1,1.0569916164553699
1277,Restaurant_1277,Healthy Food,Jaipur,Area_15,2018,3.7,Medium,True,2022-05-02,Bolt Partner,Tier 1,1.1486250764449557
1278,Restaurant_1278,Thai,Delhi,Area_15,2023,3.6,Low,False,2020-02-07,Bolt Partner,Tier 1,8.658931465576865
1279,Restaurant_1279,Italian,Delhi,Area_12,2021,3.3,Low,True,2021-06-17,Toing Partner,Tier 3,1.0798956877842751
1280,Restaurant_1280,Desserts,Pune,Area_12,2013,5.0,Medium,False,2021-01-22,Toing Partner,Tier 3,1.4126437914367216
1281,Restaurant_1281,Continental,Chennai,Area_9,2023,3.9,High,False,2022-05-11,Gold,Tier 1,1.6182919116596188
1282,Restaurant_1282,Japanese,Jaipur,Area_15,2010,4.2,High,False,2020-12-05,Bolt Partner,Tier 1,1.8332890659417937
1283,Restaurant_1283,Desserts,Hyderabad,Area_8,2019,3.9,Medium,True,2021-11-29,Bolt Partner,Tier 1,1.5069552312736578
1284,Restaurant_1284,Mexican,Lucknow,Area_10,2018,4.8,High,True,2021-05-24,Bolt Partner,Tier 1,1.0049215187766378
1285,Restaurant_1285,Chinese,Ahmedabad,Area_10,2015,4.9,High,False,2020-10-03,Bolt Partner,Tier 1,1.218480898841126
1286,Restaurant_1286,Street Food,Chennai,Area_11,2015,4.2,High,False,2020-07-13,Regular,Tier 2,1.4399473447684652
1287,Restaurant_1287,South Indian,Delhi,Area_20,2017,3.7,High,False,2020-04-23,Gold,Tier 1,1.0470581380309065
1288,Restaurant_1288,Italian,Chennai,Area_11,2022,3.1,High,False,2021-08-27,Bolt Partner,Tier 1,1.2409459423727416
1289,Restaurant_1289,North Indian,Pune,Area_15,2019,4.3,Medium,True,2021-02-15,Bolt Partner,Tier 1,1.017026753336589
1290,Restaurant_1290,Street Food,Chennai,Area_2,2023,4.3,Low,False,2021-08-10,Bolt Partner,Tier 1,1.041767557264509
1291,Restaurant_1291,Mexican,Pune,Area_11,2017,4.0,High,False,2020-08-14,Regular,Tier 2,1.2876970968452444
1292,Restaurant_1292,Japanese,Ahmedabad,Area_1,2011,3.0,High,False,2021-04-01,Bolt Partner,Tier 1,1.073789792458468
1293,Restaurant_1293,South Indian,Kolkata,Area_19,2018,3.5,Low,False,2020-10-25,Bolt Partner,Tier 1,1.5206436542347301
1294,Restaurant_1294,Continental,Bangalore,Area_18,2020,3.7,High,True,2020-12-14,Gold,Tier 1,1.7945051142850783
1295,Restaurant_1295,Italian,Pune,Area_12,2012,4.9,Medium,False,2020-03-17,Toing Partner,Tier 3,2.2393549587545194
1296,Restaurant_1296,North Indian,Kolkata,Area_19,2020,4.0,Low,False,2021-01-17,Bolt Partner,Tier 1,1.1181389898976506
1297,Restaurant_1297,Street Food,Lucknow,Area_14,2013,5.0,Medium,True,2022-04-10,Gold,Tier 1,1.095981783581107
1298,Restaurant_1298,South Indian,Delhi,Area_11,2015,3.7,High,True,2020-09-26,Regular,Tier 2,1.0567777381259005
1299,Restaurant_1299,American,Bangalore,Area_18,2016,4.1,High,False,2022-04-05,Bolt Partner,Tier 1,1.6584643060593622
1300,Restaurant_1300,Fast Food,Pune,Area_19,2013,3.7,High,False,2022-08-12,Gold,Tier 1,1.8457717260794966
1301,Restaurant_1301,Continental,Ahmedabad,Area_14,2012,4.3,High,True,2020-05-10,Toing Partner,Tier 3,1.0161773320730336
1302,Restaurant_1302,American,Pune,Area_20,2021,3.3,Low,False,2021-06-26,Regular,Tier 2,3.959417930536522
1303,Restaurant_1303,Mughlai,Kolkata,Area_17,2022,3.8,Medium,True,2020-06-02,Gold,Tier 1,1.027044482277495
1304,Restaurant_1304,Healthy Food,Mumbai,Area_20,2013,4.2,High,False,2022-07-18,Bolt Partner,Tier 1,1.4765015087563467
1305,Restaurant_1305,Fast Food,Gurgaon,Area_7,2015,3.4,Low,False,2020-12-28,Toing Partner,Tier 3,1.8539527882815452
1306,Restaurant_1306,Healthy Food,Pune,Area_11,2015,3.7,Low,True,2020-05-21,Bolt Partner,Tier 1,2.783897087876646
1307,Restaurant_1307,Street Food,Delhi,Area_4,2023,3.1,Low,False,2020-02-18,Regular,Tier 2,1.870178229908015
1308,Restaurant_1308,Street Food,Gurgaon,Area_5,2022,3.3,High,True,2022-06-15,Toing Partner,Tier 3,2.24579131133565
1309,Restaurant_1309,Mughlai,Noida,Area_18,2022,3.4,Medium,False,2021-03-06,Gold,Tier 1,1.2304025282334075
1310,Restaurant_1310,Desserts,Noida,Area_7,2019,4.4,Low,True,2021-01-21,Bolt Partner,Tier 1,2.3238546283171666
1311,Restaurant_1311,Street Food,Kolkata,Area_16,2017,4.6,High,False,2020-11-29,Toing Partner,Tier 3,1.0426371500921254
1312,Restaurant_1312,Japanese,Jaipur,Area_14,2016,4.2,Low,True,2021-08-04,Bolt Partner,Tier 1,3.083376181284902
1313,Restaurant_1313,Bakery,Pune,Area_8,2014,4.9,Low,False,2022-03-23,Gold,Tier 1,1.486740056403788
1314,Restaurant_1314,Chinese,Bangalore,Area_4,2013,4.4,High,False,2020-07-15,Regular,Tier 2,2.3395270763801133
1315,Restaurant_1315,Continental,Jaipur,Area_8,2014,4.1,Medium,False,2020-10-10,Gold,Tier 1,1.3512505350900281
1316,Restaurant_1316,American,Bangalore,Area_3,2023,3.2,Medium,True,2022-04-08,Toing Partner,Tier 3,1.6750106121351664
1317,Restaurant_1317,Street Food,Lucknow,Area_19,2013,4.1,High,True,2020-09-30,Gold,Tier 1,1.4530995664456967
1318,Restaurant_1318,American,Delhi,Area_16,2010,4.3,Medium,True,2020-10-19,Regular,Tier 2,1.9301909145749272
1319,Restaurant_1319,Fast Food,Ahmedabad,Area_18,2014,3.3,Low,False,2020-05-30,Toing Partner,Tier 3,1.043496872018855
1320,Restaurant_1320,Chinese,Gurgaon,Area_18,2019,3.9,Medium,False,2020-07-20,Bolt Partner,Tier 1,1.0316144637878992
1321,Restaurant_1321,North Indian,Pune,Area_10,2012,4.1,High,False,2021-10-01,Bolt Partner,Tier 1,1.1524770457492806
1322,Restaurant_1322,Street Food,Gurgaon,Area_14,2022,3.8,Medium,False,2021-11-11,Regular,Tier 2,1.090793860196718
1323,Restaurant_1323,Desserts,Gurgaon,Area_8,2012,4.5,Low,False,2022-01-28,Toing Partner,Tier 3,2.7927248794171544
1324,Restaurant_1324,Japanese,Kolkata,Area_13,2021,3.9,Medium,False,2020-01-28,Regular,Tier 2,1.131706962353573
1325,Restaurant_1325,North Indian,Mumbai,Area_6,2010,3.3,Medium,False,2020-06-10,Toing Partner,Tier 3,6.436927980971845
1326,Restaurant_1326,Mughlai,Ahmedabad,Area_1,2012,4.6,Medium,False,2020-06-07,Toing Partner,Tier 3,1.2280303718128411
1327,Restaurant_1327,Italian,Lucknow,Area_20,2020,4.2,High,True,2020-05-20,Toing Partner,Tier 3,1.1057441552676701
1328,Restaurant_1328,Healthy Food,Pune,Area_5,2017,3.7,Low,False,2020-08-06,Toing Partner,Tier 3,2.180614131439418
1329,Restaurant_1329,Italian,Mumbai,Area_20,2020,4.1,High,False,2020-10-09,Bolt Partner,Tier 1,1.7117360726624977
1330,Restaurant_1330,Thai,Ahmedabad,Area_10,2018,4.8,High,False,2022-04-13,Regular,Tier 2,1.4116688052385533
1331,Restaurant_1331,Desserts,Pune,Area_9,2016,4.5,Medium,False,2022-04-22,Regular,Tier 2,1.4996760971505227
1332,Restaurant_1332,Mexican,Lucknow,Area_6,2014,4.1,Medium,True,2022-05-08,Regular,Tier 2,1.8871343657467154
1333,Restaurant_1333,Mexican,Delhi,Area_4,2023,3.4,Low,False,2020-03-12,Regular,Tier 2,1.1384639856268877
1334,Restaurant_1334,Fast Food,Lucknow,Area_12,2019,4.7,Medium,False,2020-05-04,Regular,Tier 2,16.51576890974485
1335,Restaurant_1335,Japanese,Pune,Area_9,2014,3.5,Low,True,2020-09-21,Bolt Partner,Tier 1,6.298553406057125
1336,Restaurant_1336,Fast Food,Ahmedabad,Area_8,2015,4.4,Low,False,2020-04-13,Regular,Tier 2,1.6910955021750957
1337,Restaurant_1337,Thai,Bangalore,Area_1,2018,4.8,High,False,2020-05-05,Bolt Partner,Tier 1,1.1177144036971312
1338,Restaurant_1338,Mexican,Noida,Area_9,2016,4.0,Low,False,2021-12-17,Gold,Tier 1,1.7683977270198803
1339,Restaurant_1339,Continental,Chennai,Area_13,2020,3.0,High,False,2020-08-08,Gold,Tier 1,1.0381794869343446
1340,Restaurant_1340,Street Food,Jaipur,Area_7,2013,4.4,Low,True,2020-10-29,Regular,Tier 2,1.0156878404155631
1341,Restaurant_1341,Desserts,Bangalore,Area_11,2010,3.1,High,True,2021-10-29,Regular,Tier 2,1.1606606589456865
1342,Restaurant_1342,Thai,Pune,Area_15,2012,4.3,Low,True,2022-07-12,Toing Partner,Tier 3,1.3641447165035334
1343,Restaurant_1343,Chinese,Gurgaon,Area_2,2023,4.4,Medium,False,2021-04-23,Toing Partner,Tier 3,2.7552549043656374
1344,Restaurant_1344,Continental,Gurgaon,Area_8,2019,3.5,Low,False,2021-01-15,Gold,Tier 1,1.914490422687416
1345,Restaurant_1345,Mexican,Noida,Area_10,2014,3.8,Medium,False,2022-06-18,Bolt Partner,Tier 1,1.971449289806303
1346,Restaurant_1346,Mexican,Pune,Area_3,2021,3.3,Medium,False,2020-10-14,Bolt Partner,Tier 1,1.3193270417002452
1347,Restaurant_1347,South Indian,Delhi,Area_14,2014,3.5,High,True,2020-01-27,Bolt Partner,Tier 1,1.2364869653375297
1348,Restaurant_1348,Mexican,Jaipur,Area_6,2018,4.7,Medium,True,2020-11-19,Toing Partner,Tier 3,1.2609215282565227
1349,Restaurant_1349,North Indian,Delhi,Area_6,2014,3.3,Medium,False,2020-09-30,Bolt Partner,Tier 1,8.998266482768734
1350,Restaurant_1350,American,Bangalore,Area_11,2020,3.3,High,False,2021-05-06,Gold,Tier 1,1.0206787743504566
1351,Restaurant_1351,Japanese,Noida,Area_16,2019,3.8,Medium,False,2021-11-25,Toing Partner,Tier 3,2.7423672187983574
1352,Restaurant_1352,Continental,Mumbai,Area_14,2011,3.3,High,False,2021-10-21,Toing Partner,Tier 3,1.5406060387626674
1353,Restaurant_1353,Mexican,Lucknow,Area_10,2022,4.3,Medium,False,2021-08-26,Gold,Tier 1,1.3346572809665984
1354,Restaurant_1354,Street Food,Jaipur,Area_18,2016,3.5,High,False,2021-06-08,Bolt Partner,Tier 1,1.9078191506220203
1355,Restaurant_1355,Chinese,Bangalore,Area_8,2013,4.3,Medium,True,2021-12-03,Toing Partner,Tier 3,1.3957294080816718
1356,Restaurant_1356,American,Ahmedabad,Area_20,2020,3.5,Medium,True,2022-05-14,Toing Partner,Tier 3,2.8107551127199755
1357,Restaurant_1357,Healthy Food,Jaipur,Area_11,2021,4.0,Medium,False,2022-08-17,Bolt Partner,Tier 1,3.1734338650944713
1358,Restaurant_1358,Japanese,Ahmedabad,Area_16,2016,3.5,Medium,False,2021-06-11,Bolt Partner,Tier 1,1.3150166809429782
1359,Restaurant_1359,North Indian,Noida,Area_19,2011,3.2,High,False,2022-04-23,Regular,Tier 2,1.1759236848580736
1360,Restaurant_1360,Continental,Pune,Area_2,2013,4.2,High,True,2021-11-02,Regular,Tier 2,1.5662332940629937
1361,Restaurant_1361,Fast Food,Lucknow,Area_19,2018,3.3,Low,False,2020-10-11,Gold,Tier 1,3.3779802434065482
1362,Restaurant_1362,Street Food,Pune,Area_6,2015,3.5,High,False,2021-02-23,Regular,Tier 2,1.125559729743071
1363,Restaurant_1363,Thai,Gurgaon,Area_11,2016,3.8,Medium,False,2021-11-11,Toing Partner,Tier 3,1.628583679553654
1364,Restaurant_1364,Desserts,Hyderabad,Area_19,2022,3.4,Low,False,2021-09-08,Gold,Tier 1,1.64746707128239
1365,Restaurant_1365,Fast Food,Delhi,Area_20,2013,4.9,Medium,True,2021-08-13,Regular,Tier 2,1.935692236685659
1366,Restaurant_1366,Chinese,Pune,Area_19,2015,4.3,Medium,True,2020-03-28,Regular,Tier 2,1.0730797818064708
1367,Restaurant_1367,Desserts,Hyderabad,Area_4,2014,3.5,High,False,2020-07-25,Regular,Tier 2,1.875888576374676
1368,Restaurant_1368,Bakery,Pune,Area_13,2020,4.5,Low,False,2020-11-22,Bolt Partner,Tier 1,3.315560214396074
1369,Restaurant_1369,Healthy Food,Kolkata,Area_16,2011,3.4,Medium,False,2020-08-27,Bolt Partner,Tier 1,1.104101939824935
1370,Restaurant_1370,North Indian,Noida,Area_1,2017,4.5,Medium,False,2020-01-19,Regular,Tier 2,1.1452292048067163
1371,Restaurant_1371,Healthy Food,Hyderabad,Area_13,2010,3.7,Low,True,2022-04-25,Toing Partner,Tier 3,5.912616865340069
1372,Restaurant_1372,Street Food,Noida,Area_15,2011,3.4,Medium,False,2021-08-28,Regular,Tier 2,1.1049736929238436
1373,Restaurant_1373,Desserts,Chennai,Area_11,2012,3.8,Medium,False,2021-09-17,Toing Partner,Tier 3,2.6205779469313564
1374,Restaurant_1374,Healthy Food,Kolkata,Area_11,2019,4.1,High,False,2021-07-08,Regular,Tier 2,1.403417693393845
1375,Restaurant_1375,Mexican,Chennai,Area_10,2021,3.7,Low,False,2022-06-05,Regular,Tier 2,1.1525749023814609
1376,Restaurant_1376,Continental,Lucknow,Area_10,2023,4.3,Low,False,2021-12-27,Gold,Tier 1,2.781535187141087
1377,Restaurant_1377,Healthy Food,Noida,Area_3,2019,4.6,Low,False,2020-11-25,Regular,Tier 2,1.3426814046514384
