Menu_ID,Restaurant_ID,Item_Name,Category,Cuisine,Veg_NonVeg,Calories,Cost_Price,Selling_Price
9685,944,Item_9685,Dessert,Healthy Food,Non-Veg,967,167.5,338.2
9686,944,Item_9686,Beverage,Healthy Food,Non-Veg,518,469.17,748.13
9687,944,Item_9687,Dessert,Healthy Food,Veg,440,283.34,597.95
9688,944,Item_9688,Dessert,Healthy Food,Veg,622,488.71,852.07
9689,944,Item_9689,Snacks,Healthy Food,Veg,465,149.24,337.21
9690,944,Item_9690,Main Course,Healthy Food,Non-Veg,335,309.71,483.14
9691,944,Item_9691,Dessert,Healthy Food,Veg,243,319.53,755.97
9692,944,Item_9692,Main Course,Healthy Food,Non-Veg,438,100.0,263.31
9693,944,Item_9693,Snacks,Healthy Food,Veg,297,300.41,833.84
9694,944,Item_9694,Snacks,Healthy Food,Veg,743,137.12,382.35
9695,945,Item_9695,Appetizer,Chinese,Non-Veg,516,68.23,198.43
9696,945,Item_9696,Dessert,Chinese,Veg,799,207.96,328.92
9697,945,Item_9697,Beverage,Chinese,Veg,825,286.57,847.25
9698,945,Item_9698,Dessert,Chinese,Veg,625,164.52,419.18
9699,945,Item_9699,Beverage,Chinese,Non-Veg,645,168.71,292.56
9700,945,Item_9700,Snacks,Chinese,Veg,139,446.23,797.89
9701,945,Item_9701,Snacks,Chinese,Veg,318,61.67,107.77
9702,945,Item_9702,Snacks,Chinese,Veg,836,427.49,787.22
9703,945,Item_9703,Appetizer,Chinese,Non-Veg,605,488.77,1240.39
9704,945,Item_9704,Snacks,Chinese,Non-Veg,480,173.9,335.04
9705,946,Item_9705,Appetizer,Desserts,Veg,526,443.93,995.47
9706,946,Item_9706,Beverage,Desserts,Veg,464,260.4,776.34
9707,946,Item_9707,Snacks,Desserts,Veg,682,290.21,548.01
9708,946,Item_9708,Snacks,Desserts,Veg,400,242.46,427.72
9709,946,Item_9709,Main Course,Desserts,Veg,801,112.3,331.51
9710,946,Item_9710,Main Course,Desserts,Non-Veg,409,121.77,221.67
9711,946,Item_9711,Dessert,Desserts,Veg,397,482.52,1270.03
9712,946,Item_9712,Snacks,Desserts,Non-Veg,681,227.17,413.15
9713,946,Item_9713,Main Course,Desserts,Non-Veg,795,484.82,1133.6
9714,946,Item_9714,Dessert,Desserts,Non-Veg,732,362.16,738.28
9715,946,Item_9715,Beverage,Desserts,Veg,379,175.05,513.34
9716,946,Item_9716,Beverage,Desserts,Veg,404,423.38,1256.59
9717,946,Item_9717,Beverage,Desserts,Non-Veg,916,66.3,122.6
9718,946,Item_9718,Snacks,Desserts,Non-Veg,386,404.11,1092.21
9719,946,Item_9719,Beverage,Desserts,Non-Veg,107,298.69,800.72
9720,947,Item_9720,Beverage,South Indian,Non-Veg,904,51.53,149.21
9721,947,Item_9721,Snacks,South Indian,Non-Veg,307,412.79,1204.53
9722,947,Item_9722,Beverage,South Indian,Non-Veg,513,473.22,1182.35
9723,947,Item_9723,Dessert,South Indian,Non-Veg,486,212.76,493.26
9724,947,Item_9724,Dessert,South Indian,Non-Veg,704,217.62,363.28
9725,948,Item_9725,Snacks,North Indian,Veg,913,197.1,322.19
9726,948,Item_9726,Main Course,North Indian,Veg,584,348.49,561.88
9727,948,Item_9727,Main Course,North Indian,Non-Veg,189,92.8,221.8
9728,948,Item_9728,Dessert,North Indian,Non-Veg,276,244.54,575.53
9729,948,Item_9729,Dessert,North Indian,Veg,747,260.76,440.27
9730,948,Item_9730,Snacks,North Indian,Non-Veg,717,134.73,239.17
9731,948,Item_9731,Beverage,North Indian,Non-Veg,914,376.19,859.97
9732,948,Item_9732,Beverage,North Indian,Veg,904,212.1,368.06
9733,948,Item_9733,Appetizer,North Indian,Non-Veg,145,65.41,168.62
9734,948,Item_9734,Beverage,North Indian,Veg,441,71.3,108.03
9735,948,Item_9735,Snacks,North Indian,Non-Veg,715,374.68,882.43
9736,948,Item_9736,Dessert,North Indian,Non-Veg,181,192.38,438.39
9737,948,Item_9737,Appetizer,North Indian,Non-Veg,715,365.89,1014.9
9738,948,Item_9738,Beverage,North Indian,Veg,889,257.89,502.51
9739,949,Item_9739,Beverage,Street Food,Veg,500,441.59,1285.18
9740,949,Item_9740,Main Course,Street Food,Non-Veg,243,270.35,454.6
9741,949,Item_9741,Beverage,Street Food,Non-Veg,524,54.18,144.38
9742,949,Item_9742,Dessert,Street Food,Non-Veg,840,278.81,578.8
9743,949,Item_9743,Beverage,Street Food,Veg,136,373.67,656.05
9744,949,Item_9744,Dessert,Street Food,Veg,610,258.11,456.84
9745,949,Item_9745,Snacks,Street Food,Veg,601,160.64,323.36
9746,949,Item_9746,Snacks,Street Food,Veg,825,233.85,691.3
9747,949,Item_9747,Snacks,Street Food,Veg,443,76.5,187.0
9748,949,Item_9748,Snacks,Street Food,Veg,764,288.2,568.93
9749,950,Item_9749,Appetizer,Mughlai,Veg,879,114.66,271.14
9750,950,Item_9750,Dessert,Mughlai,Non-Veg,742,63.35,145.27
9751,950,Item_9751,Dessert,Mughlai,Veg,319,236.25,523.37
9752,950,Item_9752,Dessert,Mughlai,Veg,828,483.35,1081.55
9753,950,Item_9753,Dessert,Mughlai,Non-Veg,831,161.52,374.37
9754,950,Item_9754,Snacks,Mughlai,Non-Veg,332,496.86,1453.04
9755,950,Item_9755,Dessert,Mughlai,Veg,488,332.25,617.35
9756,951,Item_9756,Dessert,Street Food,Non-Veg,653,409.34,1042.76
9757,951,Item_9757,Main Course,Street Food,Non-Veg,683,75.29,215.1
9758,951,Item_9758,Main Course,Street Food,Non-Veg,394,458.4,1145.54
9759,951,Item_9759,Snacks,Street Food,Non-Veg,846,171.09,464.4
9760,951,Item_9760,Beverage,Street Food,Veg,499,447.95,1326.17
9761,951,Item_9761,Snacks,Street Food,Veg,672,305.67,879.1
9762,951,Item_9762,Beverage,Street Food,Veg,446,428.49,922.21
9763,951,Item_9763,Dessert,Street Food,Non-Veg,123,69.52,125.65
9764,952,Item_9764,Beverage,Mughlai,Veg,496,63.35,172.26
9765,952,Item_9765,Appetizer,Mughlai,Non-Veg,933,272.97,470.47
9766,952,Item_9766,Snacks,Mughlai,Veg,888,392.1,985.19
9767,952,Item_9767,Snacks,Mughlai,Veg,921,464.8,750.01
9768,952,Item_9768,Dessert,Mughlai,Veg,663,87.63,238.09
9769,952,Item_9769,Snacks,Mughlai,Veg,808,181.33,540.27
9770,952,Item_9770,Main Course,Mughlai,Non-Veg,694,239.14,416.45
9771,952,Item_9771,Appetizer,Mughlai,Non-Veg,808,327.84,717.68
9772,952,Item_9772,Snacks,Mughlai,Non-Veg,718,303.6,810.5
9773,952,Item_9773,Dessert,Mughlai,Veg,840,244.88,734.27
9774,952,Item_9774,Dessert,Mughlai,Non-Veg,174,417.25,894.81
9775,953,Item_9775,Main Course,North Indian,Veg,487,242.43,592.98
9776,953,Item_9776,Snacks,North Indian,Veg,428,278.57,608.96
9777,953,Item_9777,Appetizer,North Indian,Non-Veg,790,128.2,312.27
9778,953,Item_9778,Appetizer,North Indian,Non-Veg,102,256.22,575.08
9779,953,Item_9779,Dessert,North Indian,Non-Veg,103,425.2,1260.76
9780,953,Item_9780,Main Course,North Indian,Non-Veg,286,267.35,433.88
9781,953,Item_9781,Main Course,North Indian,Veg,935,110.44,191.86
9782,953,Item_9782,Beverage,North Indian,Non-Veg,351,298.23,522.98
9783,953,Item_9783,Appetizer,North Indian,Non-Veg,749,206.06,571.06
9784,953,Item_9784,Snacks,North Indian,Non-Veg,650,148.01,327.97
9785,954,Item_9785,Appetizer,Desserts,Non-Veg,245,263.74,505.64
9786,954,Item_9786,Appetizer,Desserts,Veg,380,306.94,488.64
9787,954,Item_9787,Main Course,Desserts,Veg,631,427.26,795.25
9788,954,Item_9788,Dessert,Desserts,Veg,297,168.95,364.55
9789,954,Item_9789,Dessert,Desserts,Veg,543,130.36,317.5
9790,954,Item_9790,Main Course,Desserts,Non-Veg,745,280.59,655.87
9791,954,Item_9791,Dessert,Desserts,Non-Veg,276,281.92,560.2
9792,954,Item_9792,Beverage,Desserts,Veg,635,97.12,181.21
9793,954,Item_9793,Dessert,Desserts,Veg,826,467.31,1334.68
9794,954,Item_9794,Snacks,Desserts,Non-Veg,319,322.11,773.15
9795,954,Item_9795,Appetizer,Desserts,Non-Veg,527,262.25,478.01
9796,954,Item_9796,Appetizer,Desserts,Non-Veg,771,286.9,782.21
9797,954,Item_9797,Main Course,Desserts,Non-Veg,650,336.86,865.23
9798,954,Item_9798,Appetizer,Desserts,Non-Veg,719,220.94,349.27
9799,954,Item_9799,Snacks,Desserts,Veg,481,120.27,269.3
9800,955,Item_9800,Main Course,Mexican,Non-Veg,176,175.22,277.57
9801,955,Item_9801,Dessert,Mexican,Veg,642,462.38,933.74
9802,955,Item_9802,Appetizer,Mexican,Non-Veg,615,271.35,576.73
9803,955,Item_9803,Beverage,Mexican,Non-Veg,461,462.24,1150.78
9804,955,Item_9804,Beverage,Mexican,Veg,760,487.51,841.43
9805,955,Item_9805,Snacks,Mexican,Non-Veg,945,145.5,386.58
9806,955,Item_9806,Snacks,Mexican,Veg,869,421.65,1001.75
9807,955,Item_9807,Snacks,Mexican,Non-Veg,137,479.65,1221.05
9808,955,Item_9808,Snacks,Mexican,Veg,655,359.9,736.36
9809,955,Item_9809,Dessert,Mexican,Non-Veg,450,161.8,335.37
9810,956,Item_9810,Beverage,Mexican,Veg,373,390.47,605.13
9811,956,Item_9811,Dessert,Mexican,Non-Veg,100,218.61,428.5
9812,956,Item_9812,Beverage,Mexican,Veg,533,210.33,367.92
9813,956,Item_9813,Snacks,Mexican,Veg,517,291.64,811.63
9814,956,Item_9814,Snacks,Mexican,Non-Veg,866,155.47,397.05
9815,956,Item_9815,Snacks,Mexican,Non-Veg,784,365.74,800.83
9816,956,Item_9816,Main Course,Mexican,Veg,917,339.27,572.11
9817,956,Item_9817,Appetizer,Mexican,Veg,221,110.75,227.46
9818,956,Item_9818,Snacks,Mexican,Non-Veg,382,266.35,494.9
9819,956,Item_9819,Dessert,Mexican,Veg,553,411.62,790.86
9820,956,Item_9820,Beverage,Mexican,Non-Veg,344,293.76,662.91
9821,956,Item_9821,Snacks,Mexican,Veg,135,431.69,1117.88
9822,956,Item_9822,Appetizer,Mexican,Veg,991,328.09,708.36
9823,956,Item_9823,Dessert,Mexican,Veg,537,202.49,385.67
9824,956,Item_9824,Appetizer,Mexican,Non-Veg,662,384.13,1072.4
9825,957,Item_9825,Appetizer,American,Veg,289,472.46,1273.15
9826,957,Item_9826,Snacks,American,Veg,474,279.42,452.52
9827,957,Item_9827,Beverage,American,Non-Veg,511,327.99,711.03
9828,957,Item_9828,Snacks,American,Veg,374,131.48,379.57
9829,957,Item_9829,Dessert,American,Veg,953,407.54,1181.41
9830,957,Item_9830,Main Course,American,Veg,715,113.3,254.85
9831,957,Item_9831,Main Course,American,Non-Veg,185,316.02,925.51
9832,957,Item_9832,Dessert,American,Veg,853,251.57,752.15
9833,957,Item_9833,Snacks,American,Veg,244,133.98,295.36
9834,957,Item_9834,Beverage,American,Veg,568,129.2,297.49
9835,958,Item_9835,Snacks,South Indian,Non-Veg,826,138.65,334.64
9836,958,Item_9836,Dessert,South Indian,Veg,149,381.92,977.28
9837,958,Item_9837,Snacks,South Indian,Veg,246,290.36,437.34
9838,958,Item_9838,Main Course,South Indian,Non-Veg,501,408.37,1211.81
9839,958,Item_9839,Snacks,South Indian,Non-Veg,362,231.72,688.31
9840,958,Item_9840,Appetizer,South Indian,Veg,435,110.51,212.12
9841,958,Item_9841,Beverage,South Indian,Veg,243,77.79,146.19
9842,958,Item_9842,Dessert,South Indian,Non-Veg,355,171.35,349.51
9843,958,Item_9843,Snacks,South Indian,Non-Veg,814,194.54,563.7
9844,958,Item_9844,Beverage,South Indian,Non-Veg,754,85.53,155.65
9845,958,Item_9845,Appetizer,South Indian,Non-Veg,293,472.66,1121.64
9846,959,Item_9846,Snacks,Chinese,Non-Veg,332,329.74,960.05
9847,959,Item_9847,Snacks,Chinese,Non-Veg,486,342.19,947.6
9848,959,Item_9848,Appetizer,Chinese,Veg,498,51.37,84.29
9849,959,Item_9849,Main Course,Chinese,Veg,944,233.84,699.84
9850,959,Item_9850,Appetizer,Chinese,Veg,761,117.42,330.53
9851,959,Item_9851,Main Course,Chinese,Veg,776,493.25,1345.27
9852,959,Item_9852,Beverage,Chinese,Veg,598,95.15,194.97
9853,959,Item_9853,Snacks,Chinese,Non-Veg,394,223.23,520.12
9854,959,Item_9854,Dessert,Chinese,Veg,137,347.69,968.59
9855,959,Item_9855,Dessert,Chinese,Non-Veg,823,314.82,532.07
9856,960,Item_9856,Appetizer,Desserts,Non-Veg,336,409.56,957.11
9857,960,Item_9857,Snacks,Desserts,Non-Veg,583,156.47,332.24
9858,960,Item_9858,Dessert,Desserts,Non-Veg,300,324.11,673.11
9859,960,Item_9859,Main Course,Desserts,Veg,864,351.75,579.31
9860,960,Item_9860,Main Course,Desserts,Veg,331,453.95,1179.76
9861,960,Item_9861,Main Course,Desserts,Non-Veg,733,217.04,486.91
9862,960,Item_9862,Main Course,Desserts,Veg,819,237.78,366.13
9863,960,Item_9863,Appetizer,Desserts,Veg,380,490.86,1421.77
9864,961,Item_9864,Main Course,Healthy Food,Non-Veg,116,439.34,963.09
9865,961,Item_9865,Main Course,Healthy Food,Veg,425,116.49,234.81
9866,961,Item_9866,Dessert,Healthy Food,Veg,195,281.85,548.98
9867,961,Item_9867,Main Course,Healthy Food,Non-Veg,877,52.56,140.93
9868,961,Item_9868,Main Course,Healthy Food,Non-Veg,128,101.41,160.49
9869,961,Item_9869,Beverage,Healthy Food,Non-Veg,357,402.78,979.0
9870,961,Item_9870,Beverage,Healthy Food,Non-Veg,198,190.96,480.63
9871,961,Item_9871,Beverage,Healthy Food,Veg,208,287.56,672.43
9872,961,Item_9872,Main Course,Healthy Food,Non-Veg,679,365.61,1034.7
9873,961,Item_9873,Main Course,Healthy Food,Non-Veg,932,233.61,538.2
9874,961,Item_9874,Main Course,Healthy Food,Non-Veg,774,159.38,392.77
9875,961,Item_9875,Snacks,Healthy Food,Veg,724,124.05,259.75
9876,961,Item_9876,Snacks,Healthy Food,Veg,239,377.05,947.77
9877,962,Item_9877,Main Course,Bakery,Non-Veg,144,168.14,404.27
9878,962,Item_9878,Dessert,Bakery,Veg,901,147.18,378.7
9879,962,Item_9879,Main Course,Bakery,Veg,171,183.79,487.85
9880,962,Item_9880,Appetizer,Bakery,Veg,510,423.69,650.81
9881,962,Item_9881,Beverage,Bakery,Non-Veg,297,132.28,359.02
9882,962,Item_9882,Main Course,Bakery,Veg,551,276.9,594.83
9883,962,Item_9883,Snacks,Bakery,Veg,343,167.57,309.61
9884,962,Item_9884,Snacks,Bakery,Veg,984,259.01,712.65
9885,962,Item_9885,Dessert,Bakery,Non-Veg,625,219.08,382.12
9886,963,Item_9886,Snacks,Thai,Veg,983,398.71,914.74
9887,963,Item_9887,Dessert,Thai,Non-Veg,329,250.49,398.85
9888,963,Item_9888,Appetizer,Thai,Veg,881,276.72,791.53
9889,963,Item_9889,Beverage,Thai,Veg,435,53.2,145.1
9890,963,Item_9890,Snacks,Thai,Veg,700,63.98,122.18
9891,963,Item_9891,Main Course,Thai,Non-Veg,915,461.93,1032.91
9892,963,Item_9892,Appetizer,Thai,Veg,557,96.24,228.36
9893,963,Item_9893,Beverage,Thai,Veg,204,324.06,840.89
9894,963,Item_9894,Snacks,Thai,Non-Veg,916,286.44,716.59
9895,963,Item_9895,Main Course,Thai,Veg,819,489.07,735.25
9896,963,Item_9896,Main Course,Thai,Veg,903,354.24,602.25
9897,964,Item_9897,Beverage,Bakery,Veg,118,163.63,353.58
9898,964,Item_9898,Snacks,Bakery,Non-Veg,988,479.63,808.76
9899,964,Item_9899,Beverage,Bakery,Veg,102,196.05,325.51
9900,964,Item_9900,Snacks,Bakery,Veg,845,238.82,400.54
9901,964,Item_9901,Snacks,Bakery,Non-Veg,515,476.99,1087.94
9902,964,Item_9902,Beverage,Bakery,Veg,528,488.6,1251.35
9903,964,Item_9903,Snacks,Bakery,Non-Veg,611,447.36,1164.71
9904,964,Item_9904,Snacks,Bakery,Veg,239,144.08,383.31
9905,964,Item_9905,Beverage,Bakery,Veg,982,51.32,108.62
9906,964,Item_9906,Appetizer,Bakery,Non-Veg,161,299.02,636.54
9907,964,Item_9907,Dessert,Bakery,Veg,659,229.53,496.53
9908,965,Item_9908,Main Course,Thai,Veg,618,388.85,687.92
9909,965,Item_9909,Snacks,Thai,Non-Veg,507,318.11,814.84
9910,965,Item_9910,Appetizer,Thai,Veg,139,142.92,225.0
9911,965,Item_9911,Dessert,Thai,Non-Veg,902,282.3,577.37
9912,965,Item_9912,Main Course,Thai,Non-Veg,131,90.16,247.52
9913,965,Item_9913,Appetizer,Thai,Non-Veg,296,437.71,1020.82
9914,965,Item_9914,Main Course,Thai,Veg,332,255.02,471.06
9915,965,Item_9915,Appetizer,Thai,Non-Veg,350,490.64,1143.67
9916,965,Item_9916,Appetizer,Thai,Non-Veg,418,52.1,92.15
9917,965,Item_9917,Appetizer,Thai,Non-Veg,269,174.83,399.45
9918,966,Item_9918,Appetizer,Street Food,Non-Veg,146,491.21,1148.73
9919,966,Item_9919,Appetizer,Street Food,Non-Veg,427,438.05,1166.58
9920,966,Item_9920,Beverage,Street Food,Non-Veg,871,265.03,669.79
9921,966,Item_9921,Snacks,Street Food,Veg,327,377.32,600.84
9922,966,Item_9922,Snacks,Street Food,Non-Veg,595,208.41,623.25
9923,967,Item_9923,Snacks,Chinese,Veg,328,382.25,938.52
9924,967,Item_9924,Beverage,Chinese,Veg,968,285.77,680.75
9925,967,Item_9925,Main Course,Chinese,Non-Veg,845,470.89,1150.99
9926,967,Item_9926,Snacks,Chinese,Veg,981,234.14,422.04
9927,967,Item_9927,Snacks,Chinese,Veg,811,362.85,965.45
9928,967,Item_9928,Main Course,Chinese,Non-Veg,986,360.25,1011.8
9929,967,Item_9929,Beverage,Chinese,Non-Veg,614,156.24,238.92
9930,967,Item_9930,Beverage,Chinese,Veg,997,214.3,612.14
9931,967,Item_9931,Main Course,Chinese,Veg,872,85.54,217.51
9932,967,Item_9932,Main Course,Chinese,Non-Veg,543,283.57,702.98
9933,967,Item_9933,Dessert,Chinese,Veg,794,349.24,739.84
9934,967,Item_9934,Beverage,Chinese,Veg,818,409.16,731.13
9935,967,Item_9935,Snacks,Chinese,Non-Veg,623,196.77,582.64
9936,968,Item_9936,Main Course,Desserts,Non-Veg,966,297.62,777.67
9937,968,Item_9937,Snacks,Desserts,Non-Veg,651,83.82,211.94
9938,968,Item_9938,Main Course,Desserts,Veg,971,378.61,610.22
9939,968,Item_9939,Snacks,Desserts,Veg,887,495.43,873.47
9940,968,Item_9940,Beverage,Desserts,Non-Veg,424,171.25,383.0
9941,968,Item_9941,Beverage,Desserts,Non-Veg,252,399.98,909.08
9942,968,Item_9942,Main Course,Desserts,Veg,550,342.46,603.14
9943,968,Item_9943,Appetizer,Desserts,Non-Veg,188,184.02,386.02
9944,968,Item_9944,Appetizer,Desserts,Veg,593,397.58,777.29
9945,968,Item_9945,Snacks,Desserts,Veg,236,433.03,1064.71
9946,969,Item_9946,Main Course,Fast Food,Veg,334,278.08,519.19
9947,969,Item_9947,Beverage,Fast Food,Non-Veg,262,100.61,260.36
9948,969,Item_9948,Appetizer,Fast Food,Non-Veg,379,72.98,191.72
9949,969,Item_9949,Beverage,Fast Food,Veg,364,377.05,803.82
9950,969,Item_9950,Appetizer,Fast Food,Veg,793,83.93,171.95
9951,969,Item_9951,Snacks,Fast Food,Non-Veg,998,314.85,609.52
9952,969,Item_9952,Beverage,Fast Food,Veg,150,388.46,703.07
9953,969,Item_9953,Beverage,Fast Food,Non-Veg,884,345.61,962.58
9954,969,Item_9954,Main Course,Fast Food,Veg,202,357.68,573.43
9955,969,Item_9955,Beverage,Fast Food,Veg,431,417.71,919.48
9956,969,Item_9956,Dessert,Fast Food,Veg,946,270.72,519.87
9957,969,Item_9957,Dessert,Fast Food,Veg,737,53.03,134.02
9958,969,Item_9958,Appetizer,Fast Food,Veg,414,139.47,224.12
9959,969,Item_9959,Beverage,Fast Food,Veg,527,167.62,343.57
9960,970,Item_9960,Beverage,Street Food,Non-Veg,737,427.5,679.33
9961,970,Item_9961,Beverage,Street Food,Veg,372,143.56,370.57
9962,970,Item_9962,Dessert,Street Food,Non-Veg,329,318.48,579.56
9963,970,Item_9963,Appetizer,Street Food,Non-Veg,910,251.13,687.27
9964,970,Item_9964,Main Course,Street Food,Veg,367,476.32,988.09
9965,970,Item_9965,Snacks,Street Food,Veg,479,445.16,915.59
9966,970,Item_9966,Appetizer,Street Food,Non-Veg,748,101.87,256.35
9967,970,Item_9967,Snacks,Street Food,Non-Veg,763,135.47,312.88
9968,970,Item_9968,Main Course,Street Food,Veg,973,214.98,393.59
9969,970,Item_9969,Main Course,Street Food,Non-Veg,459,146.61,430.63
9970,971,Item_9970,Appetizer,North Indian,Veg,570,124.62,307.52
9971,971,Item_9971,Main Course,North Indian,Veg,315,163.77,316.06
9972,971,Item_9972,Main Course,North Indian,Non-Veg,136,183.09,492.23
9973,971,Item_9973,Beverage,North Indian,Non-Veg,324,471.1,1392.39
9974,971,Item_9974,Appetizer,North Indian,Non-Veg,236,122.2,229.89
9975,971,Item_9975,Beverage,North Indian,Veg,542,377.56,704.1
9976,971,Item_9976,Beverage,North Indian,Veg,377,233.68,694.29
9977,971,Item_9977,Snacks,North Indian,Non-Veg,786,378.5,716.49
9978,972,Item_9978,Beverage,Japanese,Veg,139,316.43,526.63
9979,972,Item_9979,Dessert,Japanese,Non-Veg,791,344.73,571.6
9980,972,Item_9980,Appetizer,Japanese,Non-Veg,477,170.3,352.69
9981,972,Item_9981,Main Course,Japanese,Veg,947,367.25,880.94
9982,972,Item_9982,Snacks,Japanese,Non-Veg,620,358.68,808.59
9983,972,Item_9983,Main Course,Japanese,Veg,727,324.27,739.65
9984,972,Item_9984,Appetizer,Japanese,Veg,239,421.41,1138.22
9985,972,Item_9985,Appetizer,Japanese,Non-Veg,890,387.78,1095.42
9986,972,Item_9986,Snacks,Japanese,Veg,686,284.9,651.36
9987,973,Item_9987,Beverage,Mexican,Non-Veg,802,287.64,814.36
9988,973,Item_9988,Appetizer,Mexican,Veg,362,110.87,250.14
9989,973,Item_9989,Main Course,Mexican,Non-Veg,968,128.56,236.54
9990,973,Item_9990,Appetizer,Mexican,Non-Veg,775,411.9,1143.72
9991,973,Item_9991,Appetizer,Mexican,Veg,917,106.97,267.16
9992,973,Item_9992,Dessert,Mexican,Non-Veg,203,161.72,257.08
9993,973,Item_9993,Snacks,Mexican,Non-Veg,782,59.48,170.84
9994,973,Item_9994,Dessert,Mexican,Non-Veg,989,83.93,137.62
9995,973,Item_9995,Appetizer,Mexican,Non-Veg,753,340.01,904.78
9996,974,Item_9996,Beverage,Healthy Food,Non-Veg,866,190.33,383.95
9997,974,Item_9997,Beverage,Healthy Food,Veg,191,141.6,327.21
9998,974,Item_9998,Snacks,Healthy Food,Non-Veg,456,213.82,353.39
9999,974,Item_9999,Appetizer,Healthy Food,Non-Veg,552,134.11,266.28
10000,974,Item_10000,Appetizer,Healthy Food,Veg,456,407.32,836.08
10001,974,Item_10001,Snacks,Healthy Food,Veg,529,82.57,191.35
10002,974,Item_10002,Main Course,Healthy Food,Non-Veg,606,405.28,870.13
10003,974,Item_10003,Dessert,Healthy Food,Non-Veg,431,205.72,420.02
10004,974,Item_10004,Snacks,Healthy Food,Non-Veg,511,155.04,323.67
10005,975,Item_10005,Snacks,Bakery,Non-Veg,133,74.87,170.9
10006,975,Item_10006,Dessert,Bakery,Non-Veg,269,457.22,727.94
10007,975,Item_10007,Appetizer,Bakery,Veg,981,220.96,651.21
10008,975,Item_10008,Appetizer,Bakery,Veg,992,296.71,603.98
10009,975,Item_10009,Appetizer,Bakery,Non-Veg,833,171.5,514.05
10010,975,Item_10010,Beverage,Bakery,Veg,628,253.07,410.43
10011,975,Item_10011,Appetizer,Bakery,Non-Veg,292,205.08,484.7
10012,976,Item_10012,Snacks,North Indian,Veg,506,75.46,167.18
10013,976,Item_10013,Appetizer,North Indian,Veg,435,375.38,585.46
10014,976,Item_10014,Dessert,North Indian,Veg,962,248.52,679.23
10015,976,Item_10015,Main Course,North Indian,Veg,875,218.31,424.57
10016,976,Item_10016,Dessert,North Indian,Non-Veg,343,436.35,865.46
10017,976,Item_10017,Main Course,North Indian,Veg,482,187.44,283.32
10018,976,Item_10018,Main Course,North Indian,Veg,245,299.23,751.76
10019,976,Item_10019,Dessert,North Indian,Non-Veg,827,238.45,370.84
10020,976,Item_10020,Dessert,North Indian,Non-Veg,554,319.36,508.69
10021,977,Item_10021,Appetizer,South Indian,Veg,681,67.39,113.4
10022,977,Item_10022,Dessert,South Indian,Veg,635,302.09,606.74
10023,977,Item_10023,Beverage,South Indian,Veg,379,207.66,506.28
10024,977,Item_10024,Main Course,South Indian,Non-Veg,279,400.35,931.08
10025,977,Item_10025,Appetizer,South Indian,Veg,388,419.96,1062.3
10026,977,Item_10026,Main Course,South Indian,Veg,157,438.4,712.19
10027,977,Item_10027,Appetizer,South Indian,Non-Veg,113,65.81,109.33
10028,977,Item_10028,Dessert,South Indian,Non-Veg,518,122.43,193.04
10029,977,Item_10029,Appetizer,South Indian,Non-Veg,498,387.3,851.25
10030,977,Item_10030,Beverage,South Indian,Veg,421,401.84,870.84
10031,977,Item_10031,Main Course,South Indian,Non-Veg,541,259.2,585.92
10032,978,Item_10032,Beverage,Fast Food,Non-Veg,927,247.82,477.63
10033,978,Item_10033,Beverage,Fast Food,Veg,394,333.96,609.76
10034,978,Item_10034,Beverage,Fast Food,Veg,897,224.9,401.64
10035,978,Item_10035,Main Course,Fast Food,Veg,892,406.84,1017.11
10036,978,Item_10036,Snacks,Fast Food,Veg,820,168.17,303.47
10037,978,Item_10037,Snacks,Fast Food,Veg,863,209.83,391.42
10038,978,Item_10038,Dessert,Fast Food,Non-Veg,402,302.33,884.26
10039,978,Item_10039,Snacks,Fast Food,Non-Veg,846,164.82,270.89
10040,978,Item_10040,Dessert,Fast Food,Veg,669,51.43,142.08
10041,978,Item_10041,Dessert,Fast Food,Veg,856,242.62,396.73
10042,979,Item_10042,Snacks,Japanese,Non-Veg,970,89.38,199.98
10043,979,Item_10043,Dessert,Japanese,Non-Veg,829,82.39,153.27
10044,979,Item_10044,Beverage,Japanese,Veg,403,159.21,290.13
10045,979,Item_10045,Main Course,Japanese,Non-Veg,309,298.84,547.48
10046,979,Item_10046,Appetizer,Japanese,Veg,311,366.59,944.08
10047,979,Item_10047,Snacks,Japanese,Non-Veg,387,470.02,768.28
10048,979,Item_10048,Beverage,Japanese,Veg,286,197.59,485.45
10049,979,Item_10049,Main Course,Japanese,Non-Veg,945,346.42,962.26
10050,979,Item_10050,Main Course,Japanese,Veg,248,88.02,172.5
10051,979,Item_10051,Dessert,Japanese,Veg,669,172.59,435.31
10052,979,Item_10052,Snacks,Japanese,Non-Veg,488,308.51,672.05
10053,979,Item_10053,Dessert,Japanese,Veg,981,61.43,118.21
10054,979,Item_10054,Beverage,Japanese,Non-Veg,687,50.68,118.52
10055,980,Item_10055,Main Course,American,Non-Veg,114,76.8,130.44
10056,980,Item_10056,Dessert,American,Non-Veg,154,147.0,256.28
10057,980,Item_10057,Beverage,American,Veg,995,91.88,151.12
10058,980,Item_10058,Appetizer,American,Non-Veg,969,304.04,491.89
10059,980,Item_10059,Main Course,American,Non-Veg,270,472.2,1023.54
10060,980,Item_10060,Dessert,American,Veg,144,311.44,932.76
10061,980,Item_10061,Beverage,American,Veg,298,440.51,830.71
10062,980,Item_10062,Snacks,American,Non-Veg,564,214.94,413.47
