Order_Item_ID,Order_ID,Menu_ID,Quantity,Selling_Price_Per_Item,Discount_Item,GST_Item,Net_Amount_Item
124760,67109,37811,2,721.34,0.0,72.13,1514.81
124761,67109,37816,1,328.32,0.0,16.42,344.74
124762,67110,6158,1,1007.55,0.0,50.38,1057.93
124763,67110,6157,2,925.4,0.0,92.54,1943.34
124764,67111,11733,1,800.01,40.0,38.0,798.01
124765,67111,11734,2,234.83,11.74,22.31,468.49
124766,67111,11725,1,857.6,0.0,42.88,900.48
124767,67112,29948,1,351.83,0.0,17.59,369.41999999999996
124768,67113,725,1,754.5,0.0,37.73,792.23
124769,67113,728,1,414.29,20.71,19.68,413.26000000000005
124770,67113,729,1,1358.49,0.0,67.92,1426.41
124771,67113,726,2,1151.82,0.0,115.18,2418.8199999999997
124772,67114,19307,1,383.99,19.2,18.24,383.03000000000003
124773,67114,19303,1,690.54,0.0,34.53,725.0699999999999
124774,67115,21354,2,179.82,0.0,17.98,377.62
124775,67116,17395,2,333.74,0.0,33.37,700.85
124776,67116,17389,1,552.31,0.0,27.62,579.93
124777,67117,12720,2,305.54,0.0,30.55,641.63
124778,67118,14378,2,732.48,0.0,73.25,1538.21
124779,67118,14376,1,493.09,0.0,24.65,517.74
124780,67119,1442,2,600.25,0.0,60.03,1260.53
124781,67119,1438,1,1145.43,57.27,54.41,1142.5700000000002
124782,67120,30622,1,192.89,0.0,9.64,202.52999999999997
124783,67120,30617,1,218.37,0.0,10.92,229.29
124784,67121,4421,2,312.78,0.0,31.28,656.8399999999999
124785,67121,4418,1,792.33,0.0,39.62,831.95
124786,67122,39785,1,335.73,0.0,16.79,352.52000000000004
124787,67122,39782,1,636.87,0.0,31.84,668.71
124788,67123,18723,2,855.45,0.0,85.55,1796.45
124789,67123,18726,1,280.93,0.0,14.05,294.98
124790,67124,27001,1,1012.63,0.0,50.63,1063.26
124791,67125,17421,1,440.34,0.0,22.02,462.35999999999996
124792,67126,21770,1,535.67,0.0,26.78,562.4499999999999
124793,67127,17665,2,298.11,0.0,29.81,626.03
124794,67127,17660,2,808.41,0.0,80.84,1697.6599999999999
124795,67127,17664,2,748.24,0.0,74.82,1571.3
124796,67128,15106,2,892.96,0.0,89.3,1875.22
124797,67129,22918,2,547.81,0.0,54.78,1150.3999999999999
124798,67129,22912,2,248.82,0.0,24.88,522.52
124799,67130,25565,1,619.55,0.0,30.98,650.53
124800,67131,5479,2,919.05,0.0,91.91,1930.01
124801,67131,5476,1,501.85,0.0,25.09,526.94
124802,67131,5472,2,772.49,0.0,77.25,1622.23
124803,67132,36933,1,442.45,0.0,22.12,464.57
124804,67132,36927,1,111.33,0.0,5.57,116.9
124805,67133,16085,1,1267.77,0.0,63.39,1331.16
124806,67133,16080,1,116.59,0.0,5.83,122.42
124807,67134,2680,2,698.78,0.0,69.88,1467.44
124808,67135,109,2,206.47,0.0,20.65,433.59
124809,67135,108,1,225.03,11.25,10.69,224.47
124810,67135,112,1,177.91,0.0,8.9,186.81
124811,67136,33136,1,618.36,0.0,30.92,649.28
124812,67136,33132,1,221.37,0.0,11.07,232.44
124813,67136,33130,1,1160.6,58.03,55.13,1157.7
124814,67137,29891,2,538.69,0.0,53.87,1131.25
124815,67138,2432,1,280.76,0.0,14.04,294.8
124816,67139,10424,1,521.82,0.0,26.09,547.9100000000001
124817,67139,10421,2,1139.83,0.0,113.98,2393.64
124818,67140,4982,1,672.94,0.0,33.65,706.59
124819,67140,4977,1,234.6,0.0,11.73,246.32999999999998
124820,67141,31145,2,161.01,8.05,15.3,321.21999999999997
124821,67141,31140,2,539.2,26.96,51.22,1075.7
124822,67141,31138,1,505.65,0.0,25.28,530.93
124823,67142,4368,1,658.5,0.0,32.93,691.43
124824,67143,7843,1,743.48,0.0,37.17,780.65
124825,67144,27538,1,643.52,0.0,32.18,675.6999999999999
124826,67144,27535,2,699.59,0.0,69.96,1469.14
124827,67144,27540,2,163.43,0.0,16.34,343.2
124828,67145,17187,2,487.19,0.0,48.72,1023.1
124829,67146,19765,1,718.65,0.0,35.93,754.5799999999999
124830,67147,7598,1,982.99,0.0,49.15,1032.14
124831,67147,7596,2,488.26,0.0,48.83,1025.35
124832,67148,30832,2,141.97,0.0,14.2,298.14
124833,67149,16249,2,342.16,0.0,34.22,718.5400000000001
124834,67149,16247,1,128.74,0.0,6.44,135.18
124835,67149,16248,2,292.78,14.64,27.81,584.0899999999999
124836,67150,26264,2,254.05,0.0,25.41,533.51
124837,67150,26267,2,603.1,0.0,60.31,1266.51
124838,67151,5696,2,494.51,0.0,49.45,1038.47
124839,67152,32009,1,242.79,0.0,12.14,254.93
124840,67152,32007,1,871.07,0.0,43.55,914.62
124841,67153,16661,2,797.4,0.0,79.74,1674.54
124842,67154,36503,1,819.32,0.0,40.97,860.2900000000001
124843,67154,36507,1,306.96,0.0,15.35,322.31
124844,67155,27815,2,1023.41,51.17,97.22,2041.7
124845,67155,27810,2,191.38,0.0,19.14,401.9
124846,67156,8728,2,460.71,0.0,46.07,967.49
124847,67157,13182,2,290.58,0.0,29.06,610.2199999999999
124848,67157,13179,2,907.4,0.0,90.74,1905.54
124849,67157,13178,1,155.85,0.0,7.79,163.64
124850,67158,28857,1,116.56,0.0,5.83,122.39
124851,67159,20033,2,717.86,0.0,71.79,1507.51
124852,67160,27096,1,322.36,0.0,16.12,338.48
124853,67161,39006,1,437.37,0.0,21.87,459.24
124854,67161,39015,1,539.49,26.97,25.63,538.15
124855,67162,2418,2,525.12,0.0,52.51,1102.75
124856,67162,2424,1,870.01,0.0,43.5,913.51
124857,67163,7886,2,1165.69,0.0,116.57,2447.9500000000003
124858,67164,10380,2,879.44,0.0,87.94,1846.8200000000002
124859,67165,39398,2,625.42,31.27,59.41,1247.71
124860,67166,34022,2,951.85,0.0,95.19,1998.89
124861,67167,24779,2,943.12,0.0,94.31,1980.55
124862,67168,29594,2,669.53,0.0,66.95,1406.01
124863,67169,4852,2,383.36,0.0,38.34,805.0600000000001
124864,67170,20593,1,114.06,0.0,5.7,119.76
124865,67170,20596,1,1160.18,0.0,58.01,1218.19
124866,67171,21004,1,636.63,0.0,31.83,668.46
124867,67172,5481,1,332.28,0.0,16.61,348.89
124868,67173,31955,2,237.33,0.0,23.73,498.39000000000004
124869,67173,31959,1,160.33,0.0,8.02,168.35000000000002
124870,67173,31961,1,1071.74,0.0,53.59,1125.33
124871,67173,31957,2,331.5,0.0,33.15,696.15
124872,67174,16689,2,555.9,0.0,55.59,1167.3899999999999
124873,67175,5791,2,821.74,0.0,82.17,1725.65
124874,67175,5794,2,536.69,0.0,53.67,1127.0500000000002
124875,67175,5793,1,137.81,0.0,6.89,144.7
124876,67176,20445,1,640.25,0.0,32.01,672.26
124877,67176,20443,1,1292.01,0.0,64.6,1356.61
124878,67176,20448,2,512.38,0.0,51.24,1076.0
124879,67177,13557,2,411.04,20.55,39.05,820.03
124880,67178,26503,1,1025.19,0.0,51.26,1076.45
124881,67179,36037,1,901.04,0.0,45.05,946.0899999999999
124882,67180,38460,1,1102.87,0.0,55.14,1158.01
124883,67180,38454,1,698.15,0.0,34.91,733.06
124884,67181,27466,1,426.28,0.0,21.31,447.59
124885,67181,27465,1,217.9,0.0,10.9,228.8
124886,67181,27467,2,992.72,49.64,94.31,1980.47
124887,67181,27463,2,897.09,0.0,89.71,1883.89
124888,67182,5456,2,745.86,0.0,74.59,1566.31
124889,67182,5457,1,720.55,0.0,36.03,756.5799999999999
124890,67183,12136,2,1146.16,0.0,114.62,2406.94
124891,67183,12131,2,595.63,0.0,59.56,1250.82
124892,67184,35741,1,1041.93,0.0,52.1,1094.03
124893,67184,35739,1,603.9,0.0,30.2,634.1
124894,67185,4734,1,1012.62,0.0,50.63,1063.25
124895,67185,4733,2,419.82,20.99,39.88,837.54
124896,67185,4731,2,398.6,19.93,37.87,795.21
124897,67186,37606,1,1157.37,0.0,57.87,1215.2399999999998
124898,67187,11052,1,444.63,0.0,22.23,466.86
124899,67188,2237,2,1042.22,0.0,104.22,2188.66
124900,67188,2232,1,642.89,32.14,30.54,641.29
124901,67189,24266,1,882.53,0.0,44.13,926.66
124902,67189,24267,2,1365.26,0.0,136.53,2867.05
124903,67190,14618,1,901.06,45.05,42.8,898.81
124904,67190,14617,2,728.56,36.43,69.21,1453.47
124905,67190,14620,2,347.16,17.36,32.98,692.58
124906,67190,14619,2,861.67,0.0,86.17,1809.51
124907,67190,14624,1,796.44,39.82,37.83,794.45
124908,67191,29950,1,939.13,46.96,44.61,936.78
124909,67191,29953,2,1019.06,0.0,101.91,2140.0299999999997
124910,67191,29949,1,195.71,9.79,9.3,195.22000000000003
124911,67192,2473,2,412.2,20.61,39.16,822.3399999999999
124912,67192,2472,1,813.02,0.0,40.65,853.67
124913,67193,35826,2,464.45,0.0,46.45,975.35
124914,67194,28863,2,754.0,0.0,75.4,1583.4
124915,67195,24141,1,555.86,0.0,27.79,583.65
124916,67196,25513,1,1403.22,0.0,70.16,1473.38
124917,67197,17116,1,599.29,29.96,28.47,597.8
124918,67198,24845,2,586.53,0.0,58.65,1231.71
124919,67198,24841,2,718.36,0.0,71.84,1508.56
124920,67198,24848,1,389.76,0.0,19.49,409.25
124921,67198,24839,2,416.86,0.0,41.69,875.4100000000001
124922,67198,24840,1,694.88,0.0,34.74,729.62
124923,67199,21366,2,647.97,0.0,64.8,1360.74
124924,67200,14339,2,176.99,0.0,17.7,371.68
124925,67200,14334,1,549.53,0.0,27.48,577.01
124926,67200,14333,2,160.32,0.0,16.03,336.66999999999996
124927,67200,14336,1,209.08,0.0,10.45,219.53
124928,67201,30953,2,693.23,0.0,69.32,1455.78
124929,67202,15686,2,267.71,0.0,26.77,562.1899999999999
124930,67202,15685,2,753.05,0.0,75.3,1581.3999999999999
124931,67202,15687,1,471.59,0.0,23.58,495.16999999999996
124932,67203,16417,2,1012.46,0.0,101.25,2126.17
124933,67203,16416,2,936.34,0.0,93.63,1966.31
124934,67203,16420,2,861.89,0.0,86.19,1809.97
124935,67203,16419,1,860.82,0.0,43.04,903.86
124936,67204,22060,2,916.75,0.0,91.68,1925.18
124937,67204,22056,2,135.49,0.0,13.55,284.53000000000003
124938,67205,38463,2,576.73,0.0,57.67,1211.13
124939,67206,17281,1,251.38,0.0,12.57,263.95
124940,67206,17279,1,1071.02,0.0,53.55,1124.57
124941,67207,31860,1,791.19,0.0,39.56,830.75
124942,67208,37489,1,950.44,0.0,47.52,997.96
124943,67209,31477,1,205.1,0.0,10.26,215.35999999999999
124944,67210,1155,1,838.22,0.0,41.91,880.13
124945,67210,1159,1,915.3,0.0,45.77,961.0699999999999
124946,67210,1156,1,228.43,0.0,11.42,239.85
124947,67211,34805,1,181.15,0.0,9.06,190.21
124948,67211,34803,1,169.96,0.0,8.5,178.46
124949,67211,34807,2,765.05,0.0,76.5,1606.6
124950,67212,24187,1,562.21,28.11,26.71,560.8100000000001
124951,67212,24196,2,426.75,0.0,42.68,896.18
124952,67213,4262,1,818.83,0.0,40.94,859.77
124953,67213,4260,2,859.95,0.0,86.0,1805.9
124954,67214,26324,2,452.55,0.0,45.26,950.36
124955,67214,26330,2,294.31,0.0,29.43,618.05
124956,67214,26328,1,820.81,0.0,41.04,861.8499999999999
124957,67214,26325,1,956.19,0.0,47.81,1004.0
124958,67215,21394,1,388.44,0.0,19.42,407.86
124959,67216,6904,1,498.76,0.0,24.94,523.7
124960,67217,5482,2,687.28,0.0,68.73,1443.29
124961,67218,30911,1,253.93,0.0,12.7,266.63
124962,67218,30914,2,378.91,0.0,37.89,795.71
124963,67219,7866,1,451.25,0.0,22.56,473.81
124964,67220,9558,1,834.41,0.0,41.72,876.13
124965,67221,15884,1,711.74,0.0,35.59,747.33
124966,67221,15887,2,981.93,0.0,98.19,2062.0499999999997
124967,67222,28142,2,328.17,0.0,32.82,689.1600000000001
124968,67222,28134,2,925.76,0.0,92.58,1944.1
124969,67223,28323,2,328.18,0.0,32.82,689.1800000000001
124970,67223,28319,2,307.29,15.36,29.19,613.0500000000001
124971,67223,28322,2,589.8,29.49,56.03,1176.6499999999999
124972,67223,28320,2,621.92,0.0,62.19,1306.03
124973,67224,27651,2,535.95,0.0,53.6,1125.5
124974,67224,27650,2,529.06,0.0,52.91,1111.03
124975,67225,25849,1,788.85,0.0,39.44,828.29
124976,67226,2430,2,318.13,0.0,31.81,668.0699999999999
124977,67227,26049,2,1172.39,58.62,111.38,2338.9200000000005
124978,67227,26043,1,837.08,0.0,41.85,878.9300000000001
124979,67227,26048,2,223.39,0.0,22.34,469.11999999999995
124980,67227,26052,2,686.81,0.0,68.68,1442.3
124981,67228,37898,1,688.56,0.0,34.43,722.9899999999999
124982,67229,10173,1,1111.58,0.0,55.58,1167.1599999999999
124983,67230,3102,1,783.83,39.19,37.23,781.8700000000001
124984,67231,14550,2,827.18,0.0,82.72,1737.08
124985,67232,30841,2,608.05,30.4,57.77,1213.07
124986,67232,30847,1,438.25,0.0,21.91,460.16
124987,67233,30949,2,1054.44,0.0,105.44,2214.32
124988,67233,30943,2,646.59,0.0,64.66,1357.8400000000001
124989,67234,15767,2,814.31,0.0,81.43,1710.05
124990,67235,30515,2,234.24,0.0,23.42,491.90000000000003
124991,67235,30516,1,784.05,0.0,39.2,823.25
124992,67235,30517,2,603.56,0.0,60.36,1267.4799999999998
124993,67236,28498,2,489.46,0.0,48.95,1027.87
124994,67237,13131,1,1073.09,0.0,53.65,1126.74
124995,67237,13127,2,245.7,0.0,24.57,515.97
124996,67237,13128,2,786.63,0.0,78.66,1651.92
124997,67237,13129,2,869.58,0.0,86.96,1826.1200000000001
124998,67238,38283,2,736.13,36.81,69.93,1468.57
124999,67238,38279,1,1297.83,0.0,64.89,1362.72
125000,67239,2437,1,653.28,0.0,32.66,685.9399999999999
125001,67240,23930,2,1146.91,0.0,114.69,2408.51
125002,67240,23933,2,300.0,15.0,28.5,598.5
125003,67241,279,1,1051.82,52.59,49.96,1049.1899999999998
125004,67241,274,1,529.44,0.0,26.47,555.9100000000001
125005,67241,277,2,782.2,0.0,78.22,1642.6200000000001
125006,67242,10286,1,798.25,0.0,39.91,838.16
125007,67242,10283,1,379.53,18.98,18.03,378.5799999999999
125008,67243,40340,2,841.89,0.0,84.19,1767.97
125009,67244,18041,2,1066.73,0.0,106.67,2240.13
125010,67244,18040,2,442.75,0.0,44.28,929.78
125011,67245,35483,1,982.45,0.0,49.12,1031.57
125012,67245,35485,1,469.62,0.0,23.48,493.1
125013,67245,35481,2,706.64,35.33,67.13,1409.75
125014,67245,35484,1,359.97,0.0,18.0,377.97
125015,67246,34321,2,973.06,0.0,97.31,2043.4299999999998
125016,67246,34323,1,1215.4,0.0,60.77,1276.17
125017,67247,5479,2,919.05,0.0,91.91,1930.01
125018,67247,5470,2,951.18,0.0,95.12,1997.48
125019,67247,5473,1,1155.92,57.8,54.91,1153.0300000000002
125020,67248,17707,1,1065.46,0.0,53.27,1118.73
125021,67248,17700,1,527.34,0.0,26.37,553.71
125022,67249,23321,1,423.09,0.0,21.15,444.23999999999995
125023,67249,23318,1,880.76,44.04,41.84,878.5600000000001
125024,67250,33421,2,967.66,48.38,91.93,1930.49
125025,67250,33419,1,426.93,0.0,21.35,448.28000000000003
125026,67250,33417,2,220.44,0.0,22.04,462.92
125027,67251,39869,2,177.66,0.0,17.77,373.09
125028,67252,22945,1,726.52,0.0,36.33,762.85
125029,67252,22949,1,425.15,21.26,20.19,424.08
125030,67253,11517,2,499.94,0.0,49.99,1049.87
125031,67253,11515,2,653.73,0.0,65.37,1372.83
125032,67254,25641,1,881.76,0.0,44.09,925.85
125033,67254,25642,2,872.66,0.0,87.27,1832.59
125034,67255,10043,2,153.27,7.66,14.56,305.78000000000003
125035,67256,23679,2,1088.95,0.0,108.9,2286.8
125036,67256,23681,1,1295.55,0.0,64.78,1360.33
125037,67257,17771,1,439.4,21.97,20.87,438.29999999999995
125038,67257,17773,1,1112.11,0.0,55.61,1167.7199999999998
125039,67258,28158,2,565.57,0.0,56.56,1187.7
125040,67258,28161,2,591.06,0.0,59.11,1241.2299999999998
125041,67258,28160,1,733.45,0.0,36.67,770.12
125042,67258,28157,1,183.76,9.19,8.73,183.29999999999998
125043,67259,17604,2,416.63,0.0,41.66,874.92
125044,67259,17609,2,636.06,0.0,63.61,1335.7299999999998
125045,67260,33398,1,602.35,0.0,30.12,632.47
125046,67260,33400,2,1015.8,0.0,101.58,2133.18
125047,67261,13108,2,283.26,0.0,28.33,594.85
125048,67262,1061,1,627.28,0.0,31.36,658.64
125049,67262,1065,1,1183.74,0.0,59.19,1242.93
125050,67263,28660,2,142.23,0.0,14.22,298.68
125051,67264,5473,1,1155.92,0.0,57.8,1213.72
125052,67265,2862,1,670.24,0.0,33.51,703.75
125053,67266,7352,1,531.39,26.57,25.24,530.06
125054,67267,38775,1,362.33,0.0,18.12,380.45
125055,67268,26263,1,348.64,0.0,17.43,366.07
125056,67268,26265,2,180.44,0.0,18.04,378.92
125057,67269,29174,1,474.73,23.74,22.55,473.54
125058,67270,2820,2,242.33,0.0,24.23,508.89000000000004
125059,67271,24203,1,583.89,29.19,27.73,582.43
125060,67271,24200,2,468.24,0.0,46.82,983.3000000000001
125061,67272,28338,1,728.16,36.41,34.59,726.34
125062,67273,12611,1,757.94,37.9,36.0,756.0400000000001
125063,67273,12615,2,870.2,0.0,87.02,1827.42
125064,67274,23729,2,500.73,0.0,50.07,1051.53
125065,67274,23731,1,676.79,0.0,33.84,710.63
125066,67275,38457,2,398.44,19.92,37.85,794.89
125067,67276,14730,2,827.77,0.0,82.78,1738.32
125068,67277,8998,2,317.76,0.0,31.78,667.3
125069,67277,9000,2,305.18,15.26,28.99,608.83
125070,67278,1588,1,565.16,0.0,28.26,593.42
125071,67278,1578,1,653.08,32.65,31.02,651.45
125072,67278,1585,2,465.6,0.0,46.56,977.76
125073,67278,1589,2,733.8,36.69,69.71,1463.9299999999998
125074,67279,5520,1,866.96,0.0,43.35,910.3100000000001
125075,67279,5524,2,728.3,0.0,72.83,1529.4299999999998
125076,67279,5526,2,268.42,0.0,26.84,563.6800000000001
125077,67280,22561,1,132.06,6.6,6.27,131.73000000000002
125078,67280,22557,2,408.11,0.0,40.81,857.03
125079,67281,10807,1,1210.58,0.0,60.53,1271.11
125080,67282,32865,2,532.34,0.0,53.23,1117.91
125081,67283,17817,1,807.17,0.0,40.36,847.53
125082,67283,17814,2,590.74,0.0,59.07,1240.55
125083,67283,17810,2,230.91,11.55,21.94,460.65999999999997
125084,67283,17815,2,533.02,26.65,50.64,1063.38
125085,67283,17819,1,201.06,0.0,10.05,211.11
125086,67284,36929,2,115.6,0.0,11.56,242.76
125087,67285,36421,1,934.95,0.0,46.75,981.7
125088,67285,36426,1,956.94,0.0,47.85,1004.7900000000001
125089,67286,19535,2,773.69,0.0,77.37,1624.75
125090,67286,19545,1,248.11,12.41,11.79,247.49
125091,67287,14703,2,321.64,0.0,32.16,675.4399999999999
125092,67287,14704,2,985.2,0.0,98.52,2068.92
125093,67287,14705,2,376.6,0.0,37.66,790.86
125094,67287,14702,1,992.37,0.0,49.62,1041.99
125095,67288,33645,2,409.51,0.0,40.95,859.97
125096,67288,33649,1,404.28,0.0,20.21,424.48999999999995
125097,67289,39616,1,588.93,0.0,29.45,618.38
125098,67289,39623,1,209.62,0.0,10.48,220.1
125099,67290,20535,1,709.8,0.0,35.49,745.29
125100,67290,20536,2,480.65,0.0,48.06,1009.3599999999999
125101,67291,33419,1,426.93,0.0,21.35,448.28000000000003
125102,67291,33422,1,503.53,0.0,25.18,528.7099999999999
125103,67291,33423,1,958.14,0.0,47.91,1006.05
125104,67292,1381,2,831.49,0.0,83.15,1746.13
125105,67292,1370,2,777.21,38.86,73.84,1550.54
125106,67293,9302,1,1077.62,0.0,53.88,1131.5
125107,67294,6945,2,165.89,8.29,15.76,330.96
125108,67294,6940,1,954.72,0.0,47.74,1002.46
125109,67294,6943,2,706.31,0.0,70.63,1483.25
125110,67295,39382,1,352.76,0.0,17.64,370.4
125111,67295,39386,1,506.06,0.0,25.3,531.36
125112,67295,39390,1,317.88,0.0,15.89,333.77
125113,67295,39387,2,175.65,8.78,16.69,350.43
125114,67296,31726,2,993.23,0.0,99.32,2085.78
125115,67297,40311,2,446.72,0.0,44.67,938.11
125116,67298,3077,1,251.07,0.0,12.55,263.62
125117,67299,27563,2,674.13,0.0,67.41,1415.67
125118,67300,27970,2,522.82,0.0,52.28,1097.92
125119,67301,21868,1,559.38,27.97,26.57,557.98
125120,67302,32540,2,1049.67,52.48,99.72,2094.1
125121,67302,32544,1,171.24,0.0,8.56,179.8
125122,67303,33375,2,256.55,0.0,25.66,538.76
125123,67304,33194,2,425.23,0.0,42.52,892.98
125124,67304,33195,1,566.64,0.0,28.33,594.97
125125,67304,33201,2,244.89,12.24,23.27,488.56999999999994
125126,67305,26009,1,585.28,0.0,29.26,614.54
125127,67305,26008,1,493.53,0.0,24.68,518.2099999999999
125128,67306,23247,1,1101.29,0.0,55.06,1156.35
125129,67306,23241,1,886.05,0.0,44.3,930.3499999999999
125130,67307,39730,2,948.97,0.0,94.9,1992.8400000000001
125131,67307,39735,2,807.35,0.0,80.74,1695.44
125132,67307,39731,2,472.61,0.0,47.26,992.48
125133,67307,39728,1,288.2,0.0,14.41,302.61
125134,67308,33405,2,958.95,0.0,95.9,2013.8000000000002
125135,67308,33414,2,278.04,0.0,27.8,583.88
125136,67309,36148,2,531.27,0.0,53.13,1115.67
125137,67310,20760,1,548.09,0.0,27.4,575.49
125138,67310,20765,1,331.78,0.0,16.59,348.36999999999995
125139,67311,4852,1,383.36,0.0,19.17,402.53000000000003
125140,67311,4857,2,906.71,0.0,90.67,1904.0900000000001
125141,67311,4849,2,118.42,0.0,11.84,248.68
125142,67312,15374,2,628.8,0.0,62.88,1320.48
125143,67312,15371,1,917.92,0.0,45.9,963.8199999999999
125144,67313,34866,1,191.29,0.0,9.56,200.85
125145,67314,36340,2,240.92,0.0,24.09,505.92999999999995
125146,67315,29090,2,634.36,0.0,63.44,1332.16
125147,67315,29095,1,908.7,0.0,45.44,954.1400000000001
125148,67315,29097,1,593.28,0.0,29.66,622.9399999999999
125149,67316,22327,2,523.61,0.0,52.36,1099.58
125150,67317,13533,1,376.81,0.0,18.84,395.65
125151,67317,13542,2,553.49,0.0,55.35,1162.33
125152,67317,13539,2,242.43,0.0,24.24,509.1
125153,67318,34363,2,682.87,0.0,68.29,1434.03
125154,67319,29555,2,289.89,0.0,28.99,608.77
125155,67320,30307,2,626.98,0.0,62.7,1316.66
125156,67321,10854,2,733.27,0.0,73.33,1539.87
125157,67322,16214,2,192.05,9.6,18.25,383.15000000000003
125158,67323,32129,2,786.7,39.34,74.74,1569.46
125159,67323,32130,1,302.51,0.0,15.13,317.64
125160,67324,29551,2,1015.36,0.0,101.54,2132.26
125161,67324,29553,2,484.86,24.24,46.06,967.3
125162,67325,8835,1,846.95,0.0,42.35,889.3000000000001
125163,67326,27522,2,862.56,0.0,86.26,1811.3799999999999
125164,67327,7698,2,597.99,29.9,56.81,1192.99
125165,67327,7706,1,509.97,0.0,25.5,535.47
125166,67328,11037,1,152.55,0.0,7.63,160.18
125167,67328,11033,2,407.8,20.39,38.74,813.5600000000001
125168,67328,11035,2,314.19,0.0,31.42,659.8
125169,67329,28451,2,948.67,0.0,94.87,1992.21
125170,67329,28449,2,1045.35,0.0,104.53,2195.23
125171,67330,19952,2,1031.98,0.0,103.2,2167.16
125172,67331,11352,1,1256.32,0.0,62.82,1319.1399999999999
125173,67332,1757,2,497.34,24.87,47.25,992.1899999999999
125174,67332,1756,1,660.42,33.02,31.37,658.77
125175,67332,1751,1,1426.62,71.33,67.76,1423.05
125176,67332,1761,2,610.0,0.0,61.0,1281.0
125177,67333,21530,1,259.7,12.98,12.34,259.06
125178,67334,30966,2,811.04,0.0,81.1,1703.1799999999998
125179,67334,30964,1,221.38,0.0,11.07,232.45
125180,67334,30969,2,427.54,0.0,42.75,897.83
125181,67334,30968,2,458.9,22.95,43.59,915.49
125182,67335,10267,1,1201.63,0.0,60.08,1261.71
125183,67336,26868,2,554.91,0.0,55.49,1165.31
125184,67336,26876,2,208.37,0.0,20.84,437.58
125185,67337,12080,2,509.52,0.0,50.95,1069.99
125186,67337,12082,1,204.4,0.0,10.22,214.62
125187,67338,24727,1,504.6,25.23,23.97,503.34000000000003
125188,67338,24726,1,553.88,0.0,27.69,581.57
125189,67338,24725,1,283.93,0.0,14.2,298.13
125190,67338,24724,1,450.09,0.0,22.5,472.59
125191,67339,22457,2,231.94,0.0,23.19,487.07
125192,67339,22456,2,208.8,10.44,19.84,416.56
125193,67340,28381,2,1042.54,0.0,104.25,2189.33
125194,67340,28382,1,696.41,0.0,34.82,731.23
125195,67341,5350,2,769.76,0.0,76.98,1616.5
125196,67342,35717,1,349.81,0.0,17.49,367.3
125197,67343,20621,2,880.43,0.0,88.04,1848.8999999999999
125198,67344,11336,2,445.7,0.0,44.57,935.97
125199,67345,28298,1,417.31,0.0,20.87,438.18
125200,67345,28304,1,876.64,0.0,43.83,920.47
125201,67345,28300,2,526.8,26.34,50.05,1050.97
125202,67345,28299,2,609.93,0.0,60.99,1280.85
125203,67346,11033,1,407.8,0.0,20.39,428.19
125204,67346,11037,1,152.55,0.0,7.63,160.18
125205,67347,6949,2,330.07,0.0,33.01,693.15
125206,67347,6941,2,374.09,0.0,37.41,785.5899999999999
125207,67348,36934,1,648.88,0.0,32.44,681.3199999999999
125208,67349,1289,2,376.63,18.83,35.78,751.38
125209,67350,21102,1,674.08,0.0,33.7,707.7800000000001
125210,67350,21099,1,306.98,0.0,15.35,322.33000000000004
125211,67351,3814,1,593.06,29.65,28.17,591.5799999999999
125212,67351,3812,1,192.51,0.0,9.63,202.14
125213,67351,3815,1,885.25,0.0,44.26,929.51
125214,67351,3811,1,191.46,0.0,9.57,201.03
125215,67351,3816,2,219.49,0.0,21.95,460.93
125216,67352,8486,1,1245.74,0.0,62.29,1308.03
125217,67352,8489,1,501.62,0.0,25.08,526.7
125218,67353,20836,1,236.12,11.81,11.22,235.53
125219,67353,20833,2,431.01,0.0,43.1,905.12
125220,67354,23910,1,1123.11,0.0,56.16,1179.27
125221,67354,23905,1,191.28,0.0,9.56,200.84
125222,67354,23902,1,161.7,0.0,8.08,169.78
125223,67354,23911,1,825.13,0.0,41.26,866.39
125224,67355,17709,2,351.13,0.0,35.11,737.37
125225,67356,6895,2,1086.27,0.0,108.63,2281.17
125226,67356,6900,1,1277.15,0.0,63.86,1341.01
125227,67356,6899,1,1030.16,0.0,51.51,1081.67
125228,67357,5008,2,657.36,0.0,65.74,1380.46
125229,67358,11178,2,225.23,0.0,22.52,472.97999999999996
125230,67358,11179,2,497.76,0.0,49.78,1045.3
125231,67359,19309,1,1004.05,50.2,47.69,1001.54
125232,67360,36529,2,317.57,0.0,31.76,666.9
125233,67360,36523,1,427.53,21.38,20.31,426.46
125234,67361,13601,2,431.95,21.6,41.03,861.7299999999999
125235,67362,27361,2,312.63,15.63,29.7,623.7
125236,67363,36527,1,453.54,0.0,22.68,476.22
125237,67363,36528,2,577.0,0.0,57.7,1211.7
125238,67364,10119,1,1070.15,0.0,53.51,1123.66
125239,67364,10121,2,321.79,0.0,32.18,675.76
125240,67365,13959,2,811.11,0.0,81.11,1703.33
125241,67366,7897,2,788.54,0.0,78.85,1655.9299999999998
125242,67367,21491,2,1003.15,0.0,100.31,2106.61
125243,67368,15103,2,879.41,0.0,87.94,1846.76
125244,67368,15104,1,1164.63,58.23,55.32,1161.72
125245,67368,15109,1,119.0,0.0,5.95,124.95
125246,67369,23337,1,1066.91,53.35,50.68,1064.24
125247,67370,813,2,512.89,0.0,51.29,1077.07
125248,67370,819,2,580.51,0.0,58.05,1219.07
