Review_ID,Order_ID,Customer_ID,Restaurant_ID,Food_Rating,Delivery_Rating,Review_Text,Sentiment,Likes
11132,163142,4717,1801,3,3,Okay.,Neutral,17
11133,11534,6377,532,5,5,Excellent!,Positive,0
11134,98102,16357,1823,5,5,Excellent!,Positive,9
11135,67374,13942,2441,2,2,Bad.,Negative,4
11136,91841,12706,2335,2,2,Bad.,Negative,11
11137,151488,12513,251,5,5,Excellent!,Positive,7
11138,55155,7198,2211,2,2,Bad.,Negative,5
11139,78909,24848,3548,4,4,Good.,Positive,16
11140,136468,11643,1592,3,3,Okay.,Neutral,14
11141,97341,17984,2402,5,5,Excellent!,Positive,18
11142,153068,23798,91,5,5,Excellent!,Positive,5
11143,24014,19773,1399,4,4,Good.,Positive,0
11144,140338,6494,2961,5,5,Excellent!,Positive,3
11145,97345,13862,1571,5,5,Excellent!,Positive,16
11146,35490,9018,854,4,4,Good.,Positive,10
11147,146772,20038,783,3,3,Okay.,Neutral,11
11148,197672,5647,3528,5,5,Excellent!,Positive,18
11149,163180,14676,109,4,4,Good.,Positive,11
11150,28653,22331,641,5,5,Excellent!,Positive,0
11151,17356,14396,204,2,2,Bad.,Negative,1
11152,58681,19855,1452,5,5,Excellent!,Positive,18
11153,31282,16765,3749,5,5,Excellent!,Positive,11
11154,149923,8344,3650,3,3,Okay.,Neutral,3
11155,99563,4596,114,3,3,Okay.,Neutral,20
11156,160347,21531,974,5,5,Excellent!,Positive,19
11157,29669,23082,806,1,1,Terrible.,Negative,12
11158,48934,1367,140,1,1,Terrible.,Negative,10
11159,191071,9016,1364,3,3,Okay.,Neutral,9
11160,101330,13894,3650,4,4,Good.,Positive,1
11161,79552,5163,2937,4,4,Good.,Positive,7
11162,134337,14659,3023,5,5,Excellent!,Positive,1
11163,2232,23745,958,5,5,Excellent!,Positive,2
11164,128883,6273,2389,5,5,Excellent!,Positive,20
11165,45235,18690,625,4,4,Good.,Positive,16
11166,112130,11102,3020,4,4,Good.,Positive,12
11167,30938,22289,2020,4,4,Good.,Positive,10
11168,57210,19505,859,4,4,Good.,Positive,16
11169,129734,16088,2066,1,1,Terrible.,Negative,2
11170,10767,6885,3985,1,1,Terrible.,Negative,14
11171,169239,22708,924,4,4,Good.,Positive,10
11172,185139,7053,3045,1,1,Terrible.,Negative,11
11173,171611,7614,2256,3,3,Okay.,Neutral,18
11174,107449,3099,3570,2,2,Bad.,Negative,2
11175,179435,6476,1853,2,2,Bad.,Negative,9
11176,130472,24970,1265,1,1,Terrible.,Negative,11
11177,134648,13310,3752,5,5,Excellent!,Positive,7
11178,178636,9843,3854,2,2,Bad.,Negative,1
11179,32248,8653,3232,1,1,Terrible.,Negative,13
11180,187640,15151,1177,2,2,Bad.,Negative,2
11181,121745,10354,1059,1,1,Terrible.,Negative,17
11182,41325,2520,2321,1,1,Terrible.,Negative,8
11183,175196,13992,1855,3,3,Okay.,Neutral,3
11184,39576,16471,1009,4,4,Good.,Positive,17
11185,141078,24062,1965,5,5,Excellent!,Positive,19
11186,31524,12328,571,5,5,Excellent!,Positive,9
11187,10508,24875,1734,4,4,Good.,Positive,2
11188,176142,769,2141,4,4,Good.,Positive,18
11189,1200,19152,2611,5,5,Excellent!,Positive,6
11190,16105,23718,1360,2,2,Bad.,Negative,19
11191,102915,19702,1465,3,3,Okay.,Neutral,6
11192,626,6447,3212,1,1,Terrible.,Negative,1
11193,113164,17487,2633,4,4,Good.,Positive,7
11194,174602,12700,308,1,1,Terrible.,Negative,5
11195,144243,18982,3443,5,5,Excellent!,Positive,3
11196,138042,7025,2713,2,2,Bad.,Negative,11
11197,112117,16814,767,1,1,Terrible.,Negative,16
11198,103648,9013,3157,2,2,Bad.,Negative,4
11199,82398,7889,24,5,5,Excellent!,Positive,15
11200,85836,22425,1728,2,2,Bad.,Negative,18
11201,128888,6020,676,1,1,Terrible.,Negative,2
11202,133906,19528,1717,2,2,Bad.,Negative,9
11203,185428,10954,3751,3,3,Okay.,Neutral,13
11204,14092,665,2482,5,5,Excellent!,Positive,3
11205,70067,15486,3153,5,5,Excellent!,Positive,17
11206,178212,19115,994,1,1,Terrible.,Negative,9
11207,151482,17218,192,5,5,Excellent!,Positive,11
11208,64359,20766,1700,3,3,Okay.,Neutral,7
11209,509,499,1184,5,5,Excellent!,Positive,17
11210,19008,695,848,4,4,Good.,Positive,8
11211,31393,13604,3164,4,4,Good.,Positive,6
11212,182223,13624,3204,2,2,Bad.,Negative,17
11213,117308,22802,2103,1,1,Terrible.,Negative,20
11214,61871,22008,252,1,1,Terrible.,Negative,18
11215,70618,21562,354,1,1,Terrible.,Negative,1
11216,21253,11565,2261,4,4,Good.,Positive,18
11217,185588,1281,826,3,3,Okay.,Neutral,12
11218,152829,13742,906,4,4,Good.,Positive,12
11219,104466,22231,1012,2,2,Bad.,Negative,13
11220,1394,4561,560,5,5,Excellent!,Positive,14
11221,118307,2268,1481,2,2,Bad.,Negative,11
11222,172152,8018,3516,2,2,Bad.,Negative,2
11223,181203,7925,1656,3,3,Okay.,Neutral,7
11224,39911,8913,3650,4,4,Good.,Positive,20
11225,53250,14278,2715,5,5,Excellent!,Positive,4
11226,154797,2831,321,3,3,Okay.,Neutral,0
11227,48870,9965,1038,5,5,Excellent!,Positive,0
11228,34241,11010,942,2,2,Bad.,Negative,2
11229,26793,22522,1195,2,2,Bad.,Negative,7
11230,171955,18765,3432,3,3,Okay.,Neutral,17
11231,178740,5836,2243,4,4,Good.,Positive,7
11232,176468,21786,1027,2,2,Bad.,Negative,14
11233,25963,4016,2830,1,1,Terrible.,Negative,3
11234,164780,14189,804,5,5,Excellent!,Positive,7
11235,13695,13832,2854,1,1,Terrible.,Negative,0
11236,63843,2914,594,1,1,Terrible.,Negative,13
11237,47397,3905,2961,4,4,Good.,Positive,4
11238,40863,22852,1089,5,5,Excellent!,Positive,19
11239,19648,17576,2755,4,4,Good.,Positive,7
11240,199488,5923,1768,2,2,Bad.,Negative,7
11241,50253,20701,812,4,4,Good.,Positive,4
11242,10586,466,1791,4,4,Good.,Positive,13
11243,64561,20525,3383,3,3,Okay.,Neutral,20
11244,8749,58,1060,3,3,Okay.,Neutral,7
11245,128953,15336,481,3,3,Okay.,Neutral,4
11246,176373,13092,2528,1,1,Terrible.,Negative,13
11247,77532,3065,1688,3,3,Okay.,Neutral,18
11248,127505,15861,815,5,5,Excellent!,Positive,9
11249,41905,20553,1447,1,1,Terrible.,Negative,13
11250,61665,5565,2208,2,2,Bad.,Negative,4
11251,6060,11463,77,5,5,Excellent!,Positive,1
11252,181006,10985,1406,1,1,Terrible.,Negative,7
11253,151721,21887,2511,5,5,Excellent!,Positive,15
11254,21717,20258,3340,5,5,Excellent!,Positive,20
11255,142797,7831,1701,3,3,Okay.,Neutral,13
11256,73348,16329,386,4,4,Good.,Positive,20
11257,27219,6379,593,5,5,Excellent!,Positive,20
11258,116206,191,1382,5,5,Excellent!,Positive,9
11259,170014,1496,2539,4,4,Good.,Positive,20
11260,108676,13630,1183,5,5,Excellent!,Positive,11
11261,123885,22221,1856,2,2,Bad.,Negative,4
11262,64137,12383,2854,3,3,Okay.,Neutral,8
11263,170531,14807,1728,2,2,Bad.,Negative,20
11264,10215,8311,116,2,2,Bad.,Negative,3
11265,165791,18102,1213,3,3,Okay.,Neutral,9
11266,41363,16620,3682,2,2,Bad.,Negative,12
11267,136371,22930,805,5,5,Excellent!,Positive,5
11268,100013,14844,1156,1,1,Terrible.,Negative,3
11269,77603,13526,2639,3,3,Okay.,Neutral,14
11270,110800,17929,3284,2,2,Bad.,Negative,19
11271,149644,10307,2730,2,2,Bad.,Negative,4
11272,195640,647,1592,3,3,Okay.,Neutral,2
11273,49423,4337,2291,2,2,Bad.,Negative,3
11274,43279,13176,1003,2,2,Bad.,Negative,0
11275,118461,21964,3848,5,5,Excellent!,Positive,7
11276,88865,19405,866,3,3,Okay.,Neutral,7
11277,38539,9488,3516,3,3,Okay.,Neutral,3
11278,133151,21496,933,1,1,Terrible.,Negative,7
11279,89480,12151,1357,5,5,Excellent!,Positive,5
11280,150702,16264,3418,5,5,Excellent!,Positive,19
11281,54764,15405,1925,3,3,Okay.,Neutral,3
11282,98868,1679,1325,5,5,Excellent!,Positive,13
11283,141292,20108,1197,3,3,Okay.,Neutral,12
11284,78667,7715,1522,5,5,Excellent!,Positive,6
11285,44796,21901,1290,1,1,Terrible.,Negative,13
11286,50060,24965,2159,5,5,Excellent!,Positive,13
11287,126728,21668,601,1,1,Terrible.,Negative,18
11288,16801,11116,1170,3,3,Okay.,Neutral,6
11289,3786,1039,3529,5,5,Excellent!,Positive,11
11290,198163,23806,2523,5,5,Excellent!,Positive,10
11291,62220,7734,3957,4,4,Good.,Positive,13
11292,182812,724,365,2,2,Bad.,Negative,2
11293,170497,725,1551,4,4,Good.,Positive,18
11294,57476,4080,391,4,4,Good.,Positive,3
11295,66517,16766,1489,4,4,Good.,Positive,5
11296,122039,14554,2747,3,3,Okay.,Neutral,8
11297,184007,18921,1369,3,3,Okay.,Neutral,9
11298,184895,5728,918,3,3,Okay.,Neutral,5
11299,42150,23346,641,1,1,Terrible.,Negative,13
11300,42604,21297,1838,1,1,Terrible.,Negative,13
11301,179760,13655,1089,4,4,Good.,Positive,14
11302,17055,22419,3284,4,4,Good.,Positive,7
11303,23818,5711,2624,3,3,Okay.,Neutral,17
11304,157430,22007,1104,1,1,Terrible.,Negative,5
11305,26690,15508,3532,3,3,Okay.,Neutral,11
11306,7615,4579,1533,2,2,Bad.,Negative,10
11307,92567,2867,3073,2,2,Bad.,Negative,5
11308,138828,15940,1081,5,5,Excellent!,Positive,15
11309,88059,17773,1816,5,5,Excellent!,Positive,6
11310,87864,8354,1121,5,5,Excellent!,Positive,14
11311,22794,16646,446,2,2,Bad.,Negative,19
11312,158235,712,1884,5,5,Excellent!,Positive,8
11313,100675,13244,3953,1,1,Terrible.,Negative,4
11314,84329,8385,3643,1,1,Terrible.,Negative,9
11315,135682,7177,118,2,2,Bad.,Negative,5
11316,146093,2316,848,2,2,Bad.,Negative,18
11317,144751,7582,1886,2,2,Bad.,Negative,4
11318,45324,11634,1371,5,5,Excellent!,Positive,0
11319,168947,21113,1948,1,1,Terrible.,Negative,18
11320,126106,13098,257,4,4,Good.,Positive,6
11321,43385,10347,1707,3,3,Okay.,Neutral,4
11322,44539,23996,2830,3,3,Okay.,Neutral,4
11323,89383,17156,3956,1,1,Terrible.,Negative,5
11324,13517,23898,2475,5,5,Excellent!,Positive,0
11325,116931,11284,2766,5,5,Excellent!,Positive,3
11326,24787,12665,533,4,4,Good.,Positive,3
11327,32973,4326,1801,5,5,Excellent!,Positive,14
11328,159051,16712,3943,2,2,Bad.,Negative,15
11329,66511,20139,110,2,2,Bad.,Negative,11
11330,90989,21351,2034,1,1,Terrible.,Negative,6
11331,24673,19183,2319,1,1,Terrible.,Negative,6
11332,22004,20041,1506,1,1,Terrible.,Negative,1
11333,66479,12254,854,3,3,Okay.,Neutral,16
11334,64312,24551,807,1,1,Terrible.,Negative,16
11335,62453,441,260,3,3,Okay.,Neutral,16
11336,12413,727,1867,5,5,Excellent!,Positive,17
11337,156465,7359,1728,5,5,Excellent!,Positive,16
11338,23356,17581,848,1,1,Terrible.,Negative,18
11339,182389,4490,3502,5,5,Excellent!,Positive,9
11340,170858,21300,1907,4,4,Good.,Positive,0
11341,147413,10354,2008,1,1,Terrible.,Negative,20
11342,139506,20066,2992,1,1,Terrible.,Negative,15
11343,29244,13058,1416,1,1,Terrible.,Negative,8
11344,70222,12965,1656,2,2,Bad.,Negative,1
11345,39041,18427,2053,4,4,Good.,Positive,3
11346,56275,6209,2287,4,4,Good.,Positive,8
11347,73755,22301,1552,5,5,Excellent!,Positive,3
11348,43677,23089,2897,3,3,Okay.,Neutral,4
11349,124600,24087,2737,2,2,Bad.,Negative,17
11350,133420,20853,2911,1,1,Terrible.,Negative,20
11351,143805,16434,3011,2,2,Bad.,Negative,13
11352,33837,7876,3613,3,3,Okay.,Neutral,18
11353,73025,11127,2674,5,5,Excellent!,Positive,8
11354,178204,15640,2647,2,2,Bad.,Negative,6
11355,28228,4946,147,5,5,Excellent!,Positive,15
11356,53803,17187,3527,2,2,Bad.,Negative,0
11357,13712,4251,3653,1,1,Terrible.,Negative,4
11358,68429,8041,3371,5,5,Excellent!,Positive,14
11359,143561,6869,1048,4,4,Good.,Positive,9
11360,99956,5775,2789,3,3,Okay.,Neutral,16
11361,136583,2515,1792,1,1,Terrible.,Negative,4
11362,26686,23356,3172,3,3,Okay.,Neutral,8
11363,29000,17163,219,4,4,Good.,Positive,4
11364,97874,6850,1854,3,3,Okay.,Neutral,20
11365,174581,16010,1023,3,3,Okay.,Neutral,15
11366,21414,8235,2199,3,3,Okay.,Neutral,20
11367,197699,6648,3650,3,3,Okay.,Neutral,7
11368,46698,19188,53,5,5,Excellent!,Positive,6
11369,175053,4607,1676,2,2,Bad.,Negative,13
11370,104970,484,2,3,3,Okay.,Neutral,12
11371,21966,24265,1089,1,1,Terrible.,Negative,8
11372,168789,12287,61,4,4,Good.,Positive,16
11373,118352,7063,1320,2,2,Bad.,Negative,17
11374,5033,3813,1231,1,1,Terrible.,Negative,14
11375,148161,7423,173,4,4,Good.,Positive,8
11376,53415,23602,166,1,1,Terrible.,Negative,2
11377,52539,13094,1392,5,5,Excellent!,Positive,13
11378,75572,21620,3707,5,5,Excellent!,Positive,17
11379,154202,18180,3436,1,1,Terrible.,Negative,1
11380,178010,23589,1304,3,3,Okay.,Neutral,16
11381,17913,19327,141,2,2,Bad.,Negative,9
11382,57975,495,1154,5,5,Excellent!,Positive,15
11383,66522,21112,1592,5,5,Excellent!,Positive,4
11384,115916,13777,2950,3,3,Okay.,Neutral,14
11385,20866,16236,3038,3,3,Okay.,Neutral,19
11386,157352,12255,411,5,5,Excellent!,Positive,6
11387,94814,5470,2504,1,1,Terrible.,Negative,13
11388,47236,15322,3783,5,5,Excellent!,Positive,9
11389,104661,19093,2577,5,5,Excellent!,Positive,4
11390,136882,23302,3523,3,3,Okay.,Neutral,1
11391,67058,9911,1465,5,5,Excellent!,Positive,2
11392,12358,18762,1619,2,2,Bad.,Negative,14
11393,54455,4809,1396,2,2,Bad.,Negative,10
11394,25381,16659,2603,2,2,Bad.,Negative,1
11395,131894,6360,2590,2,2,Bad.,Negative,6
11396,115325,5629,1389,5,5,Excellent!,Positive,18
11397,62793,24966,2461,4,4,Good.,Positive,5
11398,93195,18556,1109,5,5,Excellent!,Positive,9
11399,124457,24407,994,2,2,Bad.,Negative,16
11400,39636,4557,1467,3,3,Okay.,Neutral,7
11401,36690,962,116,4,4,Good.,Positive,4
11402,115986,13064,3537,2,2,Bad.,Negative,13
11403,156915,22631,2176,5,5,Excellent!,Positive,6
11404,164762,12470,3946,4,4,Good.,Positive,0
11405,120638,19779,118,1,1,Terrible.,Negative,11
11406,85635,1090,1547,3,3,Okay.,Neutral,10
11407,167665,13714,1890,4,4,Good.,Positive,0
11408,142746,17227,1483,2,2,Bad.,Negative,0
11409,105002,1505,2035,1,1,Terrible.,Negative,18
11410,12820,9717,2872,3,3,Okay.,Neutral,10
11411,30852,10856,2326,2,2,Bad.,Negative,18
11412,174826,16647,3197,2,2,Bad.,Negative,4
11413,45221,602,2763,3,3,Okay.,Neutral,3
11414,62300,23543,2251,4,4,Good.,Positive,9
11415,107354,22522,643,4,4,Good.,Positive,6
11416,50316,9189,471,4,4,Good.,Positive,6
11417,140354,20057,2440,5,5,Excellent!,Positive,6
11418,33613,15884,1067,4,4,Good.,Positive,6
11419,123215,16448,404,5,5,Excellent!,Positive,9
11420,103207,19915,1717,5,5,Excellent!,Positive,3
11421,139030,19658,948,1,1,Terrible.,Negative,4
11422,145243,1499,2911,1,1,Terrible.,Negative,2
11423,89734,24402,1122,1,1,Terrible.,Negative,14
11424,141433,490,208,4,4,Good.,Positive,3
11425,194009,5182,1426,3,3,Okay.,Neutral,7
11426,154020,1389,1465,4,4,Good.,Positive,4
11427,167684,7072,3071,4,4,Good.,Positive,9
11428,81480,13009,2903,2,2,Bad.,Negative,8
11429,39713,24210,2594,2,2,Bad.,Negative,19
11430,46311,19182,3376,5,5,Excellent!,Positive,7
11431,197176,23729,2424,3,3,Okay.,Neutral,1
11432,163517,20901,2206,1,1,Terrible.,Negative,17
11433,18297,17148,1305,5,5,Excellent!,Positive,2
11434,156304,8920,3506,2,2,Bad.,Negative,16
11435,128016,5819,1098,5,5,Excellent!,Positive,0
11436,5670,3519,2303,1,1,Terrible.,Negative,19
11437,25319,21672,2992,3,3,Okay.,Neutral,6
11438,186396,3827,1208,4,4,Good.,Positive,18
11439,40856,8264,2072,4,4,Good.,Positive,11
11440,108293,24138,446,1,1,Terrible.,Negative,2
11441,175430,22973,2409,4,4,Good.,Positive,2
11442,79888,24336,476,1,1,Terrible.,Negative,10
11443,177807,1248,524,2,2,Bad.,Negative,19
11444,4901,7957,1149,1,1,Terrible.,Negative,19
11445,144420,13836,3324,4,4,Good.,Positive,5
11446,82816,2883,1216,5,5,Excellent!,Positive,13
11447,4602,21385,3505,5,5,Excellent!,Positive,14
11448,141273,18468,779,2,2,Bad.,Negative,2
11449,146176,13616,3856,3,3,Okay.,Neutral,15
11450,157508,24330,3020,3,3,Okay.,Neutral,18
11451,126343,1097,783,5,5,Excellent!,Positive,7
11452,106399,18166,1196,2,2,Bad.,Negative,4
11453,9420,2471,2528,4,4,Good.,Positive,1
11454,33329,23675,2326,2,2,Bad.,Negative,2
11455,45675,13295,2580,3,3,Okay.,Neutral,12
11456,106477,10737,820,4,4,Good.,Positive,12
11457,39153,8616,2428,1,1,Terrible.,Negative,4
11458,91216,7085,2026,2,2,Bad.,Negative,3
11459,169024,23274,500,2,2,Bad.,Negative,19
11460,51857,18650,216,3,3,Okay.,Neutral,12
11461,84308,7913,906,4,4,Good.,Positive,11
11462,99821,12642,2539,3,3,Okay.,Neutral,6
11463,134698,1993,2368,3,3,Okay.,Neutral,7
11464,12733,17094,3549,5,5,Excellent!,Positive,13
11465,2961,13688,3244,5,5,Excellent!,Positive,0
11466,33214,21345,3030,5,5,Excellent!,Positive,0
11467,116051,1557,1935,4,4,Good.,Positive,10
11468,54858,18871,3649,4,4,Good.,Positive,6
11469,67377,10885,1960,3,3,Okay.,Neutral,3
11470,89467,20975,27,2,2,Bad.,Negative,15
11471,46566,15207,1585,2,2,Bad.,Negative,18
11472,37164,10237,286,1,1,Terrible.,Negative,17
11473,104578,14080,3105,3,3,Okay.,Neutral,5
11474,49073,12888,1517,2,2,Bad.,Negative,10
11475,151253,3493,3191,5,5,Excellent!,Positive,12
11476,85723,1830,1348,3,3,Okay.,Neutral,3
11477,143366,21760,3137,4,4,Good.,Positive,17
11478,185339,5026,141,4,4,Good.,Positive,7
11479,11724,1440,1465,3,3,Okay.,Neutral,14
11480,95220,6639,3266,1,1,Terrible.,Negative,7
11481,75038,20456,3913,1,1,Terrible.,Negative,8
11482,52562,21672,3806,5,5,Excellent!,Positive,9
11483,52515,19743,391,1,1,Terrible.,Negative,18
11484,51481,18058,2426,5,5,Excellent!,Positive,3
11485,155528,18419,654,2,2,Bad.,Negative,14
11486,166410,21228,2844,3,3,Okay.,Neutral,10
11487,160387,11868,1469,1,1,Terrible.,Negative,12
11488,44586,8946,1161,2,2,Bad.,Negative,15
11489,192997,4355,3925,4,4,Good.,Positive,17
11490,175954,3402,3699,2,2,Bad.,Negative,15
11491,17307,24304,2305,1,1,Terrible.,Negative,19
11492,11287,4641,2009,5,5,Excellent!,Positive,1
11493,94462,12458,3476,3,3,Okay.,Neutral,20
11494,164859,21937,2591,4,4,Good.,Positive,16
11495,142661,20574,2689,2,2,Bad.,Negative,16
11496,61975,5491,306,5,5,Excellent!,Positive,9
11497,12748,16278,1507,1,1,Terrible.,Negative,10
11498,49401,10699,1709,2,2,Bad.,Negative,17
11499,61718,24615,1012,1,1,Terrible.,Negative,16
11500,148965,17678,3858,3,3,Okay.,Neutral,16
11501,26088,18996,48,3,3,Okay.,Neutral,17
11502,2243,2182,3027,1,1,Terrible.,Negative,8
11503,184820,6281,54,4,4,Good.,Positive,2
11504,159056,13662,3596,1,1,Terrible.,Negative,15
11505,90002,5953,3804,4,4,Good.,Positive,5
11506,86567,14474,2164,1,1,Terrible.,Negative,4
11507,120807,2130,2787,3,3,Okay.,Neutral,0
11508,185627,6482,2879,3,3,Okay.,Neutral,12
11509,46091,12258,814,3,3,Okay.,Neutral,6
11510,87180,19838,3548,2,2,Bad.,Negative,16
11511,130890,18334,2136,2,2,Bad.,Negative,4
11512,45005,1291,3833,3,3,Okay.,Neutral,4
11513,198301,12516,1357,3,3,Okay.,Neutral,2
11514,12887,9176,3926,1,1,Terrible.,Negative,20
11515,172524,3544,3042,3,3,Okay.,Neutral,18
11516,142456,4173,1553,5,5,Excellent!,Positive,5
11517,166387,19755,2409,5,5,Excellent!,Positive,20
11518,108096,13229,1034,1,1,Terrible.,Negative,8
11519,181224,15481,1927,2,2,Bad.,Negative,6
11520,154942,23699,3974,1,1,Terrible.,Negative,8
11521,92160,17768,1171,2,2,Bad.,Negative,5
11522,27126,18975,819,4,4,Good.,Positive,10
11523,40449,24797,1349,5,5,Excellent!,Positive,7
11524,13975,8458,3494,4,4,Good.,Positive,3
11525,140503,22895,407,2,2,Bad.,Negative,4
11526,69719,22533,2988,1,1,Terrible.,Negative,14
11527,71954,12533,509,5,5,Excellent!,Positive,4
11528,160223,8704,3640,4,4,Good.,Positive,4
11529,86586,10486,2986,1,1,Terrible.,Negative,12
11530,68017,16579,1109,1,1,Terrible.,Negative,1
11531,118050,20434,3498,2,2,Bad.,Negative,15
11532,44713,4621,1733,4,4,Good.,Positive,15
11533,62733,22217,530,3,3,Okay.,Neutral,14
11534,123041,23721,1690,5,5,Excellent!,Positive,13
11535,178081,905,396,3,3,Okay.,Neutral,17
11536,117634,21901,1955,5,5,Excellent!,Positive,9
11537,183308,22142,135,5,5,Excellent!,Positive,17
11538,175931,8080,1328,1,1,Terrible.,Negative,16
11539,7846,10023,1955,3,3,Okay.,Neutral,17
11540,161155,8395,796,1,1,Terrible.,Negative,16
11541,37564,15706,3650,3,3,Okay.,Neutral,6
11542,198150,6482,3129,2,2,Bad.,Negative,13
11543,169334,1526,2192,3,3,Okay.,Neutral,17
11544,155492,8849,406,2,2,Bad.,Negative,3
11545,25554,6412,3227,4,4,Good.,Positive,20
11546,101407,11409,2783,3,3,Okay.,Neutral,14
11547,106191,20176,3834,2,2,Bad.,Negative,8
11548,129109,4222,1012,4,4,Good.,Positive,11
11549,73164,9983,2388,1,1,Terrible.,Negative,14
11550,123742,7789,1520,5,5,Excellent!,Positive,20
11551,86513,19559,2928,4,4,Good.,Positive,4
11552,8813,10522,3810,3,3,Okay.,Neutral,14
11553,125248,11635,3750,4,4,Good.,Positive,4
11554,86608,1137,1007,5,5,Excellent!,Positive,7
11555,154465,6573,1502,3,3,Okay.,Neutral,17
11556,140372,21467,1513,2,2,Bad.,Negative,17
11557,112691,18633,3163,3,3,Okay.,Neutral,7
11558,199010,19983,2111,2,2,Bad.,Negative,20
11559,83106,8601,1870,4,4,Good.,Positive,12
11560,50634,473,3238,4,4,Good.,Positive,5
11561,196629,4077,1988,3,3,Okay.,Neutral,1
11562,142951,7046,1778,2,2,Bad.,Negative,15
11563,109375,13540,1884,4,4,Good.,Positive,10
11564,36999,19707,1216,5,5,Excellent!,Positive,4
11565,110125,18197,1554,1,1,Terrible.,Negative,17
11566,79210,20836,2319,5,5,Excellent!,Positive,3
11567,1388,8451,1682,1,1,Terrible.,Negative,9
11568,169374,19291,1808,4,4,Good.,Positive,19
11569,52984,2603,2894,4,4,Good.,Positive,1
11570,80084,3545,2103,2,2,Bad.,Negative,14
11571,115548,10377,2865,5,5,Excellent!,Positive,0
11572,32462,24028,2555,1,1,Terrible.,Negative,18
11573,32278,22823,2304,1,1,Terrible.,Negative,12
11574,106195,7712,2561,3,3,Okay.,Neutral,11
11575,130649,5780,2406,4,4,Good.,Positive,6
11576,144894,17660,108,2,2,Bad.,Negative,4
11577,57046,7806,3337,1,1,Terrible.,Negative,1
11578,116192,10592,2721,2,2,Bad.,Negative,0
11579,19394,16889,2774,3,3,Okay.,Neutral,9
11580,16802,21479,273,5,5,Excellent!,Positive,5
11581,151000,21743,1809,3,3,Okay.,Neutral,2
11582,33579,6081,24,2,2,Bad.,Negative,4
11583,191716,23794,200,2,2,Bad.,Negative,9
11584,190099,899,716,3,3,Okay.,Neutral,17
11585,103238,4654,3851,5,5,Excellent!,Positive,11
11586,183839,17430,825,3,3,Okay.,Neutral,1
11587,120659,4827,2409,5,5,Excellent!,Positive,5
11588,45072,2778,3706,4,4,Good.,Positive,6
11589,185561,598,306,5,5,Excellent!,Positive,0
11590,122564,9375,2188,1,1,Terrible.,Negative,19
11591,103697,2926,1213,1,1,Terrible.,Negative,9
11592,186176,15057,104,5,5,Excellent!,Positive,15
11593,172010,8907,2326,4,4,Good.,Positive,11
11594,32380,23215,1102,2,2,Bad.,Negative,9
11595,159199,5219,2530,5,5,Excellent!,Positive,0
11596,84889,712,1290,1,1,Terrible.,Negative,19
11597,66725,23497,3774,1,1,Terrible.,Negative,9
11598,24305,21742,514,1,1,Terrible.,Negative,6
11599,175440,24164,680,4,4,Good.,Positive,14
11600,173856,19566,3003,1,1,Terrible.,Negative,8
11601,128201,17492,500,2,2,Bad.,Negative,17
11602,65081,316,3328,3,3,Okay.,Neutral,13
11603,111539,2983,2021,2,2,Bad.,Negative,5
11604,199743,9928,1197,2,2,Bad.,Negative,5
11605,17497,6689,10,1,1,Terrible.,Negative,14
11606,48453,21179,2737,3,3,Okay.,Neutral,3
11607,40570,7390,3650,3,3,Okay.,Neutral,16
11608,129562,11731,2364,3,3,Okay.,Neutral,12
11609,151753,23107,2803,4,4,Good.,Positive,2
11610,137350,3198,1959,5,5,Excellent!,Positive,1
11611,99391,17692,219,2,2,Bad.,Negative,12
11612,94308,8693,192,3,3,Okay.,Neutral,5
11613,62737,644,3057,1,1,Terrible.,Negative,13
11614,75645,11121,2627,4,4,Good.,Positive,10
11615,116513,17317,1739,4,4,Good.,Positive,11
11616,164596,15802,2435,5,5,Excellent!,Positive,6
11617,93887,4176,3408,3,3,Okay.,Neutral,0
11618,27864,20870,1682,4,4,Good.,Positive,9
11619,155386,2013,1210,3,3,Okay.,Neutral,4
11620,132154,24400,2292,4,4,Good.,Positive,4
11621,100477,4465,2823,4,4,Good.,Positive,4
11622,187668,12905,3042,2,2,Bad.,Negative,18
11623,16562,4216,1013,4,4,Good.,Positive,14
11624,96585,15567,2240,1,1,Terrible.,Negative,0
11625,196881,23741,1519,3,3,Okay.,Neutral,12
11626,11335,4586,1551,5,5,Excellent!,Positive,1
11627,156354,4919,1357,4,4,Good.,Positive,18
11628,123505,24827,2149,5,5,Excellent!,Positive,4
11629,28668,5570,2005,5,5,Excellent!,Positive,15
11630,142049,12512,1883,2,2,Bad.,Negative,13
11631,178944,19039,3559,5,5,Excellent!,Positive,7
11632,168141,2123,1688,5,5,Excellent!,Positive,5
11633,13754,18236,952,5,5,Excellent!,Positive,6
11634,188369,20671,53,1,1,Terrible.,Negative,10
11635,46021,17018,3302,2,2,Bad.,Negative,9
11636,81468,4042,1003,5,5,Excellent!,Positive,11
11637,21544,19619,51,1,1,Terrible.,Negative,12
11638,127180,22919,1755,3,3,Okay.,Neutral,17
11639,82707,5867,3433,3,3,Okay.,Neutral,5
11640,169263,2391,1415,5,5,Excellent!,Positive,5
11641,100047,15197,2907,4,4,Good.,Positive,0
11642,97031,18435,1669,1,1,Terrible.,Negative,16
11643,170672,19127,433,1,1,Terrible.,Negative,16
11644,105908,17854,1865,4,4,Good.,Positive,1
