Rider_ID,Experience_Years,Vehicle_Type,Shift,Joining_Date,Rating,Service_Preference
512,7,Scooter,Morning,2022-07-14,3.9,Main
513,3,Bike,Night,2022-05-23,4.2,All
514,9,Scooter,Night,2023-05-30,3.8,All
515,9,Scooter,Full-time,2022-02-25,4.4,Toing
516,2,Bike,Full-time,2022-01-28,3.9,Toing
517,4,Scooter,Full-time,2022-04-28,4.4,Toing
518,7,Scooter,Evening,2023-09-22,5.0,Toing
519,8,Scooter,Morning,2023-01-24,3.8,All
520,9,Bike,Night,2023-01-06,4.0,Toing
521,8,Bike,Full-time,2023-12-02,3.7,Toing
522,6,Cycle,Full-time,2022-08-28,3.9,Toing
523,8,Bike,Morning,2023-06-10,4.1,Toing
524,9,Bike,Full-time,2023-02-14,4.8,Bolt
525,2,Cycle,Evening,2022-05-21,4.7,All
526,3,Bike,Night,2023-07-09,4.8,Main
527,4,Bike,Night,2023-03-21,5.0,Main
528,3,Bike,Full-time,2023-12-01,4.1,All
529,2,Bike,Morning,2023-01-13,4.1,Toing
530,3,Cycle,Evening,2023-07-29,4.2,All
531,7,Bike,Morning,2023-11-07,3.8,All
532,2,Scooter,Full-time,2023-03-03,3.8,Toing
533,2,Cycle,Night,2023-01-19,4.3,Toing
534,1,Bike,Evening,2023-08-07,3.9,All
535,0,Scooter,Evening,2023-11-22,3.6,Toing
536,9,Scooter,Evening,2023-08-17,4.3,All
537,2,Cycle,Full-time,2022-05-13,3.8,Bolt
538,4,Bike,Full-time,2023-09-17,4.3,Main
539,10,Bike,Evening,2023-11-20,3.5,Toing
540,9,Cycle,Night,2022-05-24,4.6,Main
541,4,Scooter,Night,2022-10-24,4.1,Bolt
542,10,Cycle,Night,2022-05-12,4.4,Bolt
543,5,Bike,Morning,2023-11-12,4.7,Main
544,4,Cycle,Evening,2022-07-19,3.9,Toing
545,8,Bike,Evening,2022-12-17,4.2,Main
546,9,Cycle,Night,2023-06-25,3.6,Main
547,2,Cycle,Night,2023-03-29,4.5,Toing
548,7,Cycle,Morning,2022-09-11,4.5,Toing
549,2,Cycle,Full-time,2023-05-04,4.6,All
550,0,Scooter,Morning,2023-01-24,3.7,Toing
551,1,Scooter,Night,2023-03-26,4.2,Toing
552,10,Cycle,Evening,2022-05-10,4.8,Toing
553,10,Cycle,Night,2023-05-16,4.7,Main
554,10,Bike,Night,2023-06-25,3.7,Bolt
555,7,Bike,Night,2023-11-04,4.7,Toing
556,2,Cycle,Night,2022-06-28,4.0,Bolt
557,8,Scooter,Evening,2023-09-29,3.8,All
558,3,Bike,Morning,2022-03-25,3.9,Main
559,9,Cycle,Morning,2022-11-06,3.9,All
560,8,Cycle,Morning,2023-10-25,4.0,Main
561,6,Cycle,Morning,2022-10-28,4.5,Toing
562,10,Bike,Evening,2022-12-13,4.5,Toing
563,4,Cycle,Morning,2022-05-28,4.5,Bolt
564,4,Scooter,Evening,2022-10-09,4.3,All
565,2,Scooter,Evening,2023-02-11,4.6,Toing
566,4,Cycle,Full-time,2022-05-01,4.5,Main
567,10,Bike,Evening,2022-08-29,4.1,Toing
568,8,Cycle,Evening,2023-01-02,3.6,Toing
569,1,Cycle,Full-time,2023-08-05,3.9,Main
570,4,Cycle,Morning,2022-11-08,4.9,All
571,1,Cycle,Full-time,2022-02-28,3.8,All
572,2,Scooter,Morning,2022-04-25,4.7,Toing
573,1,Cycle,Full-time,2023-05-19,4.1,Toing
574,5,Cycle,Night,2022-10-19,4.6,All
575,7,Scooter,Evening,2022-10-26,4.6,Toing
576,5,Scooter,Full-time,2023-05-18,3.8,All
577,4,Scooter,Full-time,2022-12-29,4.9,Toing
578,3,Bike,Evening,2022-06-24,4.1,All
579,0,Scooter,Night,2023-08-07,3.6,Toing
580,10,Bike,Evening,2023-01-25,4.4,Toing
581,8,Cycle,Morning,2022-05-19,4.4,Toing
582,3,Bike,Full-time,2023-01-14,3.7,Main
583,5,Bike,Night,2023-04-19,3.6,All
584,10,Cycle,Full-time,2022-02-19,4.4,Bolt
585,9,Cycle,Night,2023-04-30,4.0,Bolt
586,5,Scooter,Morning,2023-11-13,4.7,Toing
587,5,Cycle,Evening,2023-05-01,4.8,All
588,5,Scooter,Morning,2022-02-18,4.9,All
589,6,Bike,Full-time,2022-08-04,3.6,Toing
590,7,Cycle,Full-time,2022-07-12,4.5,Toing
591,2,Scooter,Evening,2023-02-25,4.7,Main
592,10,Cycle,Night,2023-08-27,4.8,Toing
593,9,Bike,Evening,2023-09-27,4.6,Bolt
594,2,Cycle,Full-time,2022-08-03,4.0,Bolt
595,1,Scooter,Evening,2023-01-13,4.6,Toing
596,9,Cycle,Evening,2022-07-03,3.9,Bolt
597,3,Cycle,Full-time,2022-03-06,4.0,Main
598,6,Cycle,Morning,2023-02-08,3.8,Bolt
599,9,Scooter,Morning,2023-09-26,4.8,Main
600,6,Cycle,Full-time,2022-07-19,4.5,All
601,2,Cycle,Evening,2022-11-30,4.5,Toing
602,0,Scooter,Full-time,2023-03-26,3.9,Toing
603,4,Bike,Full-time,2022-05-17,3.9,All
604,9,Cycle,Evening,2022-08-18,3.7,Toing
605,5,Cycle,Morning,2023-01-18,4.8,All
606,8,Bike,Morning,2023-05-25,4.8,All
607,0,Bike,Night,2022-09-25,4.3,Main
608,2,Bike,Full-time,2022-10-09,4.9,Toing
609,5,Cycle,Morning,2023-03-12,4.9,All
610,5,Bike,Night,2023-05-31,4.2,Bolt
611,2,Cycle,Night,2023-01-02,4.3,Toing
612,4,Cycle,Morning,2022-02-03,4.2,Main
613,7,Scooter,Morning,2022-05-09,4.0,Bolt
614,6,Cycle,Morning,2022-07-02,4.5,All
615,3,Bike,Night,2023-10-31,4.3,Main
616,4,Bike,Evening,2022-08-07,3.9,Toing
617,6,Scooter,Evening,2022-12-01,3.8,Toing
618,2,Scooter,Evening,2023-01-29,4.9,Toing
619,5,Cycle,Morning,2022-03-05,4.6,Toing
620,2,Cycle,Full-time,2022-08-13,4.8,Main
621,4,Scooter,Morning,2022-12-27,4.1,Main
622,6,Scooter,Night,2023-02-26,3.6,All
623,1,Cycle,Full-time,2023-01-07,4.0,Main
624,4,Cycle,Night,2022-03-22,4.7,Toing
625,9,Bike,Full-time,2023-12-01,3.6,Bolt
626,4,Bike,Full-time,2023-08-27,4.9,Main
627,2,Bike,Evening,2023-05-11,4.7,Main
628,1,Cycle,Night,2023-11-10,4.4,Toing
629,9,Bike,Morning,2022-08-27,4.3,Toing
630,8,Cycle,Full-time,2023-08-27,4.4,Toing
631,7,Scooter,Evening,2023-10-20,4.1,Bolt
632,8,Cycle,Full-time,2022-10-25,4.6,All
633,1,Bike,Night,2023-01-31,4.7,All
634,1,Scooter,Evening,2022-11-29,4.5,All
635,1,Bike,Full-time,2023-03-20,4.5,Bolt
636,4,Bike,Night,2022-10-02,4.3,Toing
637,2,Bike,Evening,2023-11-28,4.8,Main
638,2,Cycle,Evening,2022-04-27,4.9,Bolt
639,2,Bike,Full-time,2023-01-13,4.0,Main
640,0,Cycle,Evening,2023-05-03,4.1,Main
641,1,Scooter,Night,2022-10-07,4.4,All
642,8,Bike,Morning,2023-09-07,4.3,Toing
643,4,Scooter,Full-time,2022-08-26,3.7,Toing
644,2,Bike,Night,2023-08-21,4.7,Main
645,1,Cycle,Full-time,2023-10-31,3.9,Bolt
646,2,Cycle,Morning,2023-07-28,4.5,Main
647,3,Scooter,Full-time,2023-04-08,4.9,Main
648,2,Bike,Full-time,2023-09-12,4.2,Toing
649,8,Bike,Morning,2023-04-05,4.6,Main
650,7,Cycle,Full-time,2023-11-08,4.1,All
651,4,Bike,Full-time,2023-04-20,4.0,All
652,9,Scooter,Night,2022-09-09,4.6,Main
653,8,Cycle,Evening,2022-06-16,4.2,All
654,10,Cycle,Night,2023-02-04,4.7,Main
655,7,Scooter,Morning,2022-10-09,5.0,Main
656,8,Cycle,Night,2023-10-25,3.8,Toing
657,6,Bike,Night,2022-12-30,4.4,All
658,2,Scooter,Night,2022-05-19,3.6,Main
659,1,Bike,Full-time,2023-06-09,4.4,Toing
660,3,Scooter,Evening,2022-02-02,4.3,Bolt
661,0,Cycle,Morning,2023-08-21,3.5,Bolt
662,4,Bike,Morning,2022-08-04,4.5,Bolt
663,7,Scooter,Full-time,2023-02-09,4.8,Toing
664,7,Bike,Full-time,2023-10-13,4.1,Bolt
665,6,Cycle,Morning,2022-01-02,4.9,All
666,2,Scooter,Night,2022-03-13,4.8,All
667,5,Scooter,Morning,2023-07-26,4.2,All
668,1,Bike,Evening,2022-08-04,4.5,All
669,2,Cycle,Night,2023-03-08,4.8,Bolt
670,3,Scooter,Night,2023-03-23,4.2,All
671,10,Bike,Evening,2023-09-07,4.4,All
672,5,Scooter,Full-time,2023-09-26,3.6,All
673,0,Bike,Night,2023-10-06,4.2,Toing
674,5,Bike,Night,2022-08-03,4.4,Toing
675,1,Scooter,Night,2023-11-25,4.9,Toing
676,7,Scooter,Night,2023-05-14,4.3,Toing
677,1,Bike,Evening,2023-07-14,4.4,Bolt
678,5,Scooter,Full-time,2023-01-07,3.6,All
679,6,Bike,Morning,2023-07-20,4.8,Toing
680,6,Cycle,Full-time,2022-04-26,4.1,Bolt
681,1,Cycle,Night,2022-12-09,3.9,Toing
682,2,Bike,Full-time,2022-09-21,4.4,Bolt
683,3,Bike,Full-time,2022-01-09,4.9,Bolt
684,0,Scooter,Full-time,2023-07-09,4.6,Bolt
685,9,Scooter,Full-time,2023-10-30,4.2,All
686,9,Bike,Night,2022-03-06,3.9,Bolt
687,7,Scooter,Night,2023-08-19,3.9,Main
688,2,Bike,Night,2023-11-25,4.2,Main
689,2,Bike,Full-time,2023-06-01,4.8,All
690,6,Scooter,Night,2022-07-22,4.7,Main
691,10,Cycle,Evening,2023-11-19,3.9,Main
692,3,Bike,Night,2023-07-18,3.9,Toing
693,0,Scooter,Morning,2022-06-18,4.7,Bolt
694,5,Bike,Full-time,2023-05-20,3.9,All
695,7,Cycle,Night,2023-07-25,3.9,Toing
696,10,Scooter,Night,2022-06-22,3.5,Main
697,3,Cycle,Full-time,2023-05-15,4.0,Toing
698,7,Scooter,Evening,2023-02-23,4.2,Toing
699,9,Cycle,Full-time,2023-09-09,4.3,Bolt
700,0,Scooter,Morning,2023-04-10,3.8,All
701,5,Scooter,Evening,2023-03-26,4.0,All
702,7,Cycle,Morning,2023-04-21,4.6,All
703,8,Cycle,Night,2022-04-22,4.3,Main
704,6,Bike,Night,2023-06-21,3.5,All
705,10,Scooter,Evening,2023-01-28,3.8,Bolt
706,9,Bike,Full-time,2023-04-22,3.6,Main
707,5,Cycle,Morning,2022-07-24,5.0,Bolt
708,0,Bike,Morning,2022-10-06,4.3,Bolt
709,9,Cycle,Night,2022-06-03,4.5,All
710,6,Bike,Night,2022-04-05,4.5,All
711,10,Scooter,Morning,2023-10-12,3.5,All
712,9,Scooter,Morning,2022-08-14,4.0,Toing
713,10,Bike,Evening,2023-07-22,4.5,Main
714,7,Scooter,Night,2023-10-09,4.2,Toing
715,7,Bike,Night,2022-12-24,4.3,Bolt
716,0,Cycle,Evening,2023-05-13,4.5,Main
717,1,Bike,Evening,2022-02-09,4.1,Bolt
718,4,Cycle,Morning,2022-04-27,4.5,Bolt
719,4,Cycle,Evening,2023-01-07,3.8,Bolt
720,5,Cycle,Evening,2022-09-05,4.4,Bolt
721,6,Bike,Full-time,2023-10-25,4.7,Toing
722,0,Scooter,Morning,2022-07-06,3.7,Toing
723,10,Cycle,Full-time,2022-04-26,3.6,Main
724,7,Scooter,Night,2023-10-16,4.2,Bolt
725,8,Cycle,Morning,2023-08-11,4.7,All
726,1,Scooter,Evening,2022-01-24,4.0,All
727,2,Scooter,Evening,2022-12-24,4.4,Main
728,0,Cycle,Full-time,2023-07-21,4.1,Bolt
729,4,Scooter,Full-time,2022-12-01,3.6,Main
730,10,Bike,Full-time,2023-07-06,4.0,Bolt
731,2,Bike,Night,2022-04-06,4.3,All
732,6,Cycle,Evening,2022-08-29,4.3,Main
733,4,Bike,Night,2022-07-29,4.8,Toing
734,3,Bike,Night,2022-11-01,4.4,All
735,4,Cycle,Night,2022-12-26,4.0,Toing
736,10,Scooter,Full-time,2022-08-18,4.4,Main
737,2,Cycle,Evening,2022-05-21,4.4,Toing
738,3,Scooter,Morning,2023-03-14,4.8,Toing
739,3,Bike,Full-time,2023-07-28,4.9,Bolt
740,10,Bike,Evening,2022-12-25,4.0,All
741,9,Cycle,Night,2022-11-04,3.6,All
742,8,Cycle,Full-time,2023-06-21,4.4,All
743,4,Bike,Full-time,2023-08-01,4.5,Main
744,0,Bike,Night,2023-10-06,4.5,Bolt
745,9,Scooter,Evening,2022-12-16,4.4,All
746,2,Scooter,Morning,2023-10-30,3.9,Toing
747,4,Scooter,Full-time,2023-07-21,4.7,Main
748,4,Scooter,Full-time,2023-02-23,3.6,Main
749,3,Bike,Morning,2023-06-25,4.5,Toing
750,0,Scooter,Evening,2022-04-07,3.9,Toing
