Payment_ID,Order_ID,Payment_Mode_ID,Payment_Status,Transaction_Time,Gateway,Refund_Amount,Cashback_Amount
47339,47339,5,Success,10:26:10,HDFC,0.0,63.8
47340,47340,5,Failed,12:28:20,Razorpay,0.0,0.0
47341,47341,6,Success,22:49:19,Paytm,0.0,0.0
47342,47342,6,Success,20:23:31,PhonePe,0.0,0.0
47343,47343,4,Success,18:32:06,Paytm,0.0,0.0
47344,47344,3,Success,23:30:02,Razorpay,0.0,0.0
47345,47345,3,Success,13:05:09,ICICI,0.0,48.76
47346,47346,3,Success,21:30:33,Paytm,0.0,0.0
47347,47347,5,Success,20:12:32,Razorpay,0.0,0.0
47348,47348,1,Success,10:50:59,Paytm,0.0,0.0
47349,47349,2,Success,11:44:05,HDFC,0.0,0.0
47350,47350,6,Success,10:29:23,Paytm,0.0,0.0
47351,47351,6,Success,18:56:27,HDFC,0.0,0.0
47352,47352,1,Success,11:18:45,PhonePe,0.0,0.0
47353,47353,2,Success,08:33:20,Paytm,0.0,0.0
47354,47354,6,Success,23:23:13,Paytm,0.0,0.0
47355,47355,3,Success,18:46:17,Razorpay,0.0,0.0
47356,47356,6,Success,21:38:36,Paytm,0.0,0.0
47357,47357,3,Success,22:15:44,ICICI,0.0,0.0
47358,47358,2,Success,21:35:09,Razorpay,0.0,0.0
47359,47359,3,Success,17:17:29,PhonePe,0.0,88.31
47360,47360,5,Success,10:22:54,Paytm,0.0,0.0
47361,47361,6,Success,12:30:24,Razorpay,0.0,91.02
47362,47362,3,Success,22:22:28,Paytm,0.0,0.0
47363,47363,6,Success,10:22:59,HDFC,0.0,0.0
47364,47364,6,Success,18:19:53,Razorpay,0.0,0.0
47365,47365,6,Success,08:49:24,HDFC,0.0,0.0
47366,47366,2,Success,23:45:45,HDFC,0.0,0.0
47367,47367,4,Success,11:20:45,Paytm,0.0,0.0
47368,47368,5,Success,13:09:00,PhonePe,0.0,0.0
47369,47369,3,Failed,03:19:25,ICICI,0.0,0.0
47370,47370,6,Success,18:36:14,PhonePe,0.0,0.0
47371,47371,4,Success,12:15:32,ICICI,0.0,0.0
47372,47372,6,Success,00:26:29,Paytm,0.0,18.01
47373,47373,1,Success,20:33:09,Razorpay,0.0,0.0
47374,47374,5,Success,12:30:02,PhonePe,0.0,0.0
47375,47375,3,Success,18:15:46,PhonePe,0.0,0.0
47376,47376,6,Success,14:52:57,Paytm,0.0,0.0
47377,47377,3,Success,13:54:35,Razorpay,0.0,0.0
47378,47378,2,Success,07:41:04,ICICI,0.0,0.0
47379,47379,6,Success,20:28:28,Razorpay,0.0,0.0
47380,47380,4,Success,13:56:23,Razorpay,0.0,0.0
47381,47381,6,Success,20:51:22,ICICI,0.0,0.0
47382,47382,3,Success,18:16:43,ICICI,0.0,0.0
47383,47383,6,Success,19:05:29,Paytm,0.0,0.0
47384,47384,6,Success,13:06:44,Paytm,0.0,0.0
47385,47385,3,Success,14:08:23,Razorpay,0.0,0.0
47386,47386,5,Success,20:43:09,PhonePe,0.0,0.0
47387,47387,2,Success,18:27:48,Razorpay,0.0,132.49
47388,47388,1,Success,19:03:31,ICICI,0.0,0.0
47389,47389,6,Success,16:29:16,ICICI,0.0,0.0
47390,47390,1,Success,15:54:34,ICICI,0.0,0.0
47391,47391,3,Success,16:23:49,Paytm,0.0,0.0
47392,47392,4,Success,12:04:11,PhonePe,0.0,0.0
47393,47393,2,Success,18:05:42,Paytm,0.0,0.0
47394,47394,1,Success,17:37:54,ICICI,0.0,0.0
47395,47395,2,Success,10:40:38,PhonePe,0.0,0.0
47396,47396,1,Success,10:31:24,PhonePe,0.0,0.0
47397,47397,1,Success,11:42:16,HDFC,0.0,0.0
47398,47398,6,Success,12:16:50,Razorpay,0.0,0.0
47399,47399,3,Success,18:54:51,HDFC,0.0,0.0
47400,47400,3,Success,18:41:15,Paytm,0.0,0.0
47401,47401,5,Success,19:17:10,ICICI,0.0,270.25
47402,47402,5,Success,06:26:08,Paytm,0.0,0.0
47403,47403,1,Success,01:06:45,Razorpay,0.0,0.0
47404,47404,4,Success,13:15:37,Razorpay,0.0,0.0
47405,47405,6,Success,07:30:38,HDFC,0.0,0.0
47406,47406,6,Success,10:49:05,ICICI,0.0,0.0
47407,47407,5,Refunded,14:46:26,Paytm,1315.84,0.0
47408,47408,5,Success,21:08:27,PhonePe,0.0,0.0
47409,47409,6,Success,11:15:40,Paytm,0.0,0.0
47410,47410,5,Success,11:11:35,Razorpay,0.0,0.0
47411,47411,1,Success,17:23:15,ICICI,0.0,0.0
47412,47412,3,Success,19:40:53,Paytm,0.0,0.0
47413,47413,1,Success,19:24:36,PhonePe,0.0,166.13
47414,47414,4,Refunded,08:38:03,Razorpay,2441.19,122.06
47415,47415,4,Success,19:01:51,HDFC,0.0,0.0
47416,47416,4,Success,14:46:32,HDFC,0.0,0.0
47417,47417,4,Success,15:32:47,Razorpay,0.0,0.0
47418,47418,3,Success,07:53:49,Paytm,0.0,173.01
47419,47419,1,Success,20:18:26,Paytm,0.0,0.0
47420,47420,2,Success,14:03:55,Paytm,0.0,0.0
47421,47421,1,Success,15:55:19,PhonePe,0.0,0.0
47422,47422,2,Success,09:17:08,ICICI,0.0,0.0
47423,47423,3,Success,20:42:47,Razorpay,0.0,0.0
47424,47424,5,Success,16:40:29,ICICI,0.0,0.0
47425,47425,4,Success,11:02:57,Paytm,0.0,0.0
47426,47426,4,Success,22:24:45,HDFC,0.0,0.0
47427,47427,4,Success,02:30:34,Razorpay,0.0,0.0
47428,47428,5,Success,14:35:21,HDFC,0.0,0.0
47429,47429,6,Success,17:38:52,Razorpay,0.0,0.0
47430,47430,2,Success,10:35:41,Razorpay,0.0,0.0
47431,47431,4,Success,17:41:40,Razorpay,0.0,0.0
47432,47432,6,Success,19:24:07,Paytm,0.0,0.0
47433,47433,2,Success,11:15:45,ICICI,0.0,0.0
47434,47434,3,Success,16:03:36,Razorpay,0.0,0.0
47435,47435,5,Success,16:46:27,PhonePe,0.0,0.0
47436,47436,2,Success,17:48:21,PhonePe,0.0,0.0
47437,47437,5,Success,09:31:48,Paytm,0.0,0.0
47438,47438,6,Success,13:50:52,Paytm,0.0,0.0
47439,47439,1,Success,14:02:44,HDFC,0.0,0.0
47440,47440,5,Success,16:10:58,HDFC,0.0,45.23
47441,47441,1,Success,17:46:26,ICICI,0.0,0.0
47442,47442,4,Success,08:24:27,ICICI,0.0,52.9
47443,47443,1,Success,18:57:11,ICICI,0.0,27.12
47444,47444,6,Success,19:58:55,Razorpay,0.0,0.0
47445,47445,2,Success,18:18:05,Paytm,0.0,0.0
47446,47446,3,Refunded,17:42:16,ICICI,3927.74,0.0
47447,47447,1,Success,09:56:43,ICICI,0.0,22.82
47448,47448,2,Success,14:43:39,HDFC,0.0,0.0
47449,47449,4,Success,10:59:22,ICICI,0.0,0.0
47450,47450,4,Success,19:48:13,HDFC,0.0,0.0
47451,47451,4,Success,14:37:46,PhonePe,0.0,45.86
47452,47452,5,Success,23:43:25,PhonePe,0.0,0.0
47453,47453,6,Success,12:17:56,ICICI,0.0,101.56
47454,47454,4,Success,21:27:14,Razorpay,0.0,0.0
47455,47455,4,Success,11:12:17,Paytm,0.0,0.0
47456,47456,6,Success,21:49:18,ICICI,0.0,0.0
47457,47457,3,Success,17:59:49,Paytm,0.0,0.0
47458,47458,6,Success,19:41:56,ICICI,0.0,0.0
47459,47459,4,Success,09:54:22,HDFC,0.0,0.0
47460,47460,5,Success,21:42:22,HDFC,0.0,0.0
47461,47461,4,Success,14:26:29,Razorpay,0.0,0.0
47462,47462,4,Failed,23:04:07,PhonePe,0.0,0.0
47463,47463,1,Success,05:41:29,Razorpay,0.0,0.0
47464,47464,1,Success,19:06:01,HDFC,0.0,0.0
47465,47465,3,Success,11:39:02,Razorpay,0.0,0.0
47466,47466,4,Success,13:50:27,PhonePe,0.0,0.0
47467,47467,6,Success,08:11:20,HDFC,0.0,76.41
47468,47468,5,Success,10:25:34,Paytm,0.0,123.55
47469,47469,3,Success,18:06:00,HDFC,0.0,0.0
47470,47470,3,Success,12:17:40,PhonePe,0.0,0.0
47471,47471,4,Success,08:01:15,Razorpay,0.0,0.0
47472,47472,3,Success,14:33:11,Razorpay,0.0,0.0
47473,47473,5,Success,03:46:07,PhonePe,0.0,0.0
47474,47474,3,Success,17:45:29,HDFC,0.0,0.0
47475,47475,3,Success,18:23:39,Paytm,0.0,0.0
47476,47476,1,Success,07:15:10,Razorpay,0.0,0.0
47477,47477,1,Success,18:44:18,Razorpay,0.0,0.0
47478,47478,3,Success,10:35:09,Razorpay,0.0,0.0
47479,47479,1,Success,14:45:41,HDFC,0.0,0.0
47480,47480,4,Success,06:53:08,HDFC,0.0,0.0
47481,47481,3,Success,17:11:02,ICICI,0.0,0.0
47482,47482,4,Success,17:45:24,ICICI,0.0,0.0
47483,47483,5,Success,12:00:44,PhonePe,0.0,0.0
47484,47484,2,Success,19:54:16,Razorpay,0.0,0.0
47485,47485,5,Success,11:05:41,HDFC,0.0,0.0
47486,47486,6,Success,19:32:29,Razorpay,0.0,0.0
47487,47487,4,Success,14:52:05,Paytm,0.0,0.0
47488,47488,2,Success,09:26:10,HDFC,0.0,57.29
47489,47489,3,Success,20:31:52,Paytm,0.0,0.0
47490,47490,3,Success,20:52:27,Paytm,0.0,0.0
47491,47491,3,Success,12:56:27,ICICI,0.0,0.0
47492,47492,1,Success,18:25:25,HDFC,0.0,0.0
47493,47493,5,Failed,17:24:26,Razorpay,0.0,0.0
47494,47494,6,Success,14:49:21,ICICI,0.0,0.0
47495,47495,6,Success,10:31:28,HDFC,0.0,0.0
47496,47496,2,Success,19:53:20,Razorpay,0.0,0.0
47497,47497,5,Success,09:53:58,ICICI,0.0,0.0
47498,47498,2,Success,09:31:30,Paytm,0.0,163.23
47499,47499,4,Success,11:32:34,HDFC,0.0,0.0
47500,47500,2,Success,19:50:38,PhonePe,0.0,0.0
47501,47501,5,Success,08:33:59,Razorpay,0.0,0.0
47502,47502,6,Success,22:46:12,HDFC,0.0,0.0
47503,47503,6,Success,16:46:12,PhonePe,0.0,0.0
47504,47504,3,Success,19:06:14,PhonePe,0.0,0.0
47505,47505,4,Success,13:08:33,Razorpay,0.0,0.0
47506,47506,6,Success,10:53:03,ICICI,0.0,0.0
47507,47507,4,Success,02:00:09,ICICI,0.0,0.0
47508,47508,2,Success,19:31:30,Paytm,0.0,0.0
47509,47509,4,Success,16:21:32,Paytm,0.0,0.0
47510,47510,1,Success,00:16:00,Paytm,0.0,0.0
47511,47511,5,Success,12:02:45,Razorpay,0.0,0.0
47512,47512,4,Success,19:16:57,HDFC,0.0,0.0
47513,47513,5,Success,00:51:34,Paytm,0.0,0.0
47514,47514,5,Success,19:59:35,Paytm,0.0,47.47
47515,47515,5,Success,11:46:21,Razorpay,0.0,0.0
47516,47516,2,Success,20:35:53,ICICI,0.0,0.0
47517,47517,2,Success,18:08:18,HDFC,0.0,0.0
47518,47518,3,Success,22:40:50,PhonePe,0.0,0.0
47519,47519,1,Success,08:56:48,ICICI,0.0,0.0
47520,47520,2,Success,20:13:54,ICICI,0.0,0.0
47521,47521,2,Success,18:01:33,HDFC,0.0,0.0
47522,47522,2,Success,18:26:05,PhonePe,0.0,0.0
47523,47523,5,Success,08:56:33,HDFC,0.0,0.0
47524,47524,2,Success,10:07:55,HDFC,0.0,0.0
47525,47525,3,Success,22:23:54,HDFC,0.0,0.0
47526,47526,1,Success,21:31:16,HDFC,0.0,0.0
47527,47527,1,Success,14:37:25,ICICI,0.0,0.0
47528,47528,1,Success,10:44:29,PhonePe,0.0,0.0
47529,47529,4,Success,12:47:37,Razorpay,0.0,0.0
47530,47530,1,Success,09:32:25,Razorpay,0.0,0.0
47531,47531,2,Success,09:15:33,ICICI,0.0,0.0
47532,47532,5,Success,12:58:45,Paytm,0.0,0.0
47533,47533,2,Success,18:31:05,HDFC,0.0,0.0
47534,47534,6,Success,08:01:39,Razorpay,0.0,0.0
47535,47535,2,Success,11:38:36,HDFC,0.0,0.0
47536,47536,4,Success,20:35:38,Razorpay,0.0,0.0
47537,47537,6,Success,18:39:12,Paytm,0.0,0.0
47538,47538,3,Success,13:20:39,HDFC,0.0,0.0
47539,47539,1,Failed,08:07:02,Paytm,0.0,0.0
47540,47540,1,Success,00:19:29,HDFC,0.0,73.69
47541,47541,5,Success,12:42:32,PhonePe,0.0,0.0
47542,47542,1,Success,13:20:23,ICICI,0.0,0.0
47543,47543,6,Success,15:24:51,HDFC,0.0,0.0
47544,47544,4,Success,17:19:40,PhonePe,0.0,0.0
47545,47545,4,Success,21:39:11,ICICI,0.0,0.0
47546,47546,4,Success,20:21:45,HDFC,0.0,0.0
47547,47547,3,Success,20:08:32,Razorpay,0.0,105.36
47548,47548,2,Success,19:20:41,HDFC,0.0,0.0
47549,47549,5,Success,21:01:19,Razorpay,0.0,0.0
47550,47550,2,Success,18:51:05,Paytm,0.0,0.0
47551,47551,3,Success,07:07:34,PhonePe,0.0,264.8
47552,47552,6,Success,19:58:18,Paytm,0.0,0.0
47553,47553,4,Success,17:25:23,ICICI,0.0,0.0
47554,47554,4,Success,19:10:25,ICICI,0.0,0.0
47555,47555,3,Success,21:36:43,ICICI,0.0,0.0
47556,47556,5,Success,21:07:57,PhonePe,0.0,0.0
47557,47557,1,Success,12:19:35,ICICI,0.0,0.0
47558,47558,1,Success,16:41:22,Paytm,0.0,0.0
47559,47559,4,Success,19:06:47,PhonePe,0.0,89.16
47560,47560,3,Success,17:34:38,Paytm,0.0,0.0
47561,47561,2,Success,12:25:15,Paytm,0.0,0.0
47562,47562,3,Success,13:57:42,Paytm,0.0,184.08
47563,47563,3,Success,11:07:34,ICICI,0.0,0.0
47564,47564,3,Success,17:08:04,HDFC,0.0,0.0
47565,47565,4,Success,08:51:27,PhonePe,0.0,255.86
47566,47566,2,Success,12:11:10,ICICI,0.0,0.0
47567,47567,6,Success,19:24:37,ICICI,0.0,0.0
47568,47568,6,Success,14:57:17,PhonePe,0.0,0.0
47569,47569,2,Success,08:04:54,ICICI,0.0,0.0
47570,47570,1,Refunded,11:00:32,Paytm,2634.88,0.0
47571,47571,4,Success,09:57:58,PhonePe,0.0,55.73
47572,47572,3,Success,19:50:34,HDFC,0.0,0.0
47573,47573,6,Success,13:33:54,PhonePe,0.0,185.87
47574,47574,6,Success,17:54:54,ICICI,0.0,0.0
47575,47575,2,Success,21:06:19,Razorpay,0.0,0.0
47576,47576,4,Success,09:38:15,PhonePe,0.0,0.0
47577,47577,2,Success,09:15:43,HDFC,0.0,19.81
47578,47578,2,Success,11:13:30,PhonePe,0.0,112.33
47579,47579,2,Success,21:56:15,Paytm,0.0,0.0
47580,47580,3,Success,21:39:04,HDFC,0.0,0.0
47581,47581,6,Success,18:28:42,Paytm,0.0,0.0
47582,47582,4,Success,18:59:47,PhonePe,0.0,0.0
47583,47583,1,Success,21:58:32,Paytm,0.0,0.0
47584,47584,4,Success,15:41:39,Paytm,0.0,0.0
47585,47585,6,Success,01:25:10,Paytm,0.0,0.0
47586,47586,2,Success,14:38:55,HDFC,0.0,0.0
47587,47587,4,Success,00:29:51,ICICI,0.0,0.0
47588,47588,5,Success,03:30:35,ICICI,0.0,0.0
47589,47589,2,Success,13:08:04,PhonePe,0.0,0.0
47590,47590,2,Success,09:28:35,Razorpay,0.0,0.0
47591,47591,2,Success,12:00:37,Paytm,0.0,0.0
47592,47592,4,Success,06:43:57,PhonePe,0.0,0.0
47593,47593,5,Success,20:16:43,Paytm,0.0,0.0
47594,47594,1,Success,17:29:00,PhonePe,0.0,0.0
47595,47595,2,Success,02:10:49,PhonePe,0.0,0.0
47596,47596,1,Success,09:41:26,HDFC,0.0,0.0
47597,47597,3,Success,23:44:16,Razorpay,0.0,6.82
47598,47598,5,Success,21:59:18,Paytm,0.0,0.0
47599,47599,4,Success,15:36:54,Razorpay,0.0,0.0
47600,47600,6,Success,16:25:56,Razorpay,0.0,0.0
47601,47601,2,Success,22:28:11,PhonePe,0.0,0.0
47602,47602,6,Success,12:08:10,HDFC,0.0,0.0
47603,47603,6,Success,10:17:59,HDFC,0.0,0.0
47604,47604,4,Success,14:28:07,Paytm,0.0,0.0
47605,47605,4,Success,18:43:54,PhonePe,0.0,0.0
47606,47606,5,Success,08:06:42,PhonePe,0.0,0.0
47607,47607,4,Success,13:44:31,HDFC,0.0,0.0
47608,47608,1,Success,15:22:55,Razorpay,0.0,0.0
47609,47609,5,Success,11:20:27,HDFC,0.0,0.0
47610,47610,3,Success,16:20:20,Paytm,0.0,0.0
47611,47611,3,Success,13:15:53,PhonePe,0.0,0.0
47612,47612,3,Success,15:51:06,PhonePe,0.0,279.39
47613,47613,5,Success,11:51:38,Paytm,0.0,0.0
47614,47614,6,Success,12:33:50,Paytm,0.0,0.0
47615,47615,5,Success,15:21:00,Paytm,0.0,0.0
47616,47616,1,Success,12:25:27,HDFC,0.0,0.0
47617,47617,2,Success,10:42:17,HDFC,0.0,0.0
47618,47618,5,Success,11:30:25,Paytm,0.0,0.0
47619,47619,1,Success,13:40:10,HDFC,0.0,0.0
47620,47620,2,Success,19:26:38,Razorpay,0.0,0.0
47621,47621,4,Success,13:23:10,Razorpay,0.0,0.0
47622,47622,1,Success,18:24:41,ICICI,0.0,0.0
47623,47623,6,Success,11:18:42,PhonePe,0.0,0.0
47624,47624,3,Success,18:57:12,HDFC,0.0,0.0
47625,47625,5,Success,00:30:03,Razorpay,0.0,0.0
47626,47626,4,Success,10:56:41,Paytm,0.0,0.0
47627,47627,2,Success,15:08:52,Razorpay,0.0,0.0
47628,47628,1,Success,10:27:15,PhonePe,0.0,0.0
47629,47629,6,Success,10:43:06,HDFC,0.0,0.0
47630,47630,4,Success,12:53:02,Paytm,0.0,0.0
47631,47631,3,Success,14:21:06,ICICI,0.0,0.0
47632,47632,5,Success,13:47:53,HDFC,0.0,65.67
47633,47633,2,Success,18:45:13,Razorpay,0.0,0.0
47634,47634,4,Success,19:54:08,Paytm,0.0,33.46
47635,47635,5,Success,05:20:07,HDFC,0.0,0.0
47636,47636,4,Success,17:00:04,PhonePe,0.0,0.0
47637,47637,2,Success,13:43:52,PhonePe,0.0,0.0
47638,47638,4,Success,09:28:07,Razorpay,0.0,0.0
47639,47639,4,Success,13:32:36,PhonePe,0.0,0.0
47640,47640,3,Success,10:04:10,Paytm,0.0,75.07
47641,47641,6,Success,10:14:37,PhonePe,0.0,0.0
47642,47642,4,Success,19:06:51,HDFC,0.0,0.0
47643,47643,5,Success,16:45:07,ICICI,0.0,0.0
47644,47644,2,Success,07:11:46,HDFC,0.0,0.0
47645,47645,3,Success,12:00:50,Paytm,0.0,0.0
47646,47646,6,Success,19:42:08,PhonePe,0.0,0.0
47647,47647,5,Success,14:38:40,Razorpay,0.0,0.0
47648,47648,3,Success,18:37:55,ICICI,0.0,0.0
47649,47649,5,Success,05:10:37,PhonePe,0.0,0.0
47650,47650,3,Success,20:23:07,ICICI,0.0,0.0
47651,47651,3,Success,16:09:46,ICICI,0.0,0.0
47652,47652,6,Success,07:24:57,HDFC,0.0,0.0
47653,47653,2,Success,17:06:12,Paytm,0.0,0.0
47654,47654,5,Success,20:06:15,ICICI,0.0,0.0
47655,47655,5,Success,12:06:50,Razorpay,0.0,0.0
47656,47656,2,Success,09:15:10,Paytm,0.0,0.0
47657,47657,6,Success,12:28:59,PhonePe,0.0,0.0
47658,47658,6,Success,12:18:59,Paytm,0.0,0.0
47659,47659,5,Success,19:00:00,Razorpay,0.0,0.0
47660,47660,5,Success,13:36:17,Razorpay,0.0,0.0
47661,47661,5,Success,21:58:58,HDFC,0.0,0.0
47662,47662,3,Success,12:16:53,PhonePe,0.0,0.0
47663,47663,6,Success,14:42:49,Paytm,0.0,0.0
47664,47664,2,Failed,11:48:11,Razorpay,0.0,0.0
47665,47665,6,Success,17:38:25,Paytm,0.0,0.0
47666,47666,1,Success,12:44:20,ICICI,0.0,0.0
47667,47667,5,Success,11:20:15,Razorpay,0.0,87.99
47668,47668,3,Success,17:35:06,Razorpay,0.0,0.0
47669,47669,5,Success,20:29:19,ICICI,0.0,0.0
47670,47670,1,Success,18:31:11,HDFC,0.0,0.0
47671,47671,4,Success,08:34:34,ICICI,0.0,0.0
47672,47672,2,Success,13:50:12,ICICI,0.0,0.0
47673,47673,2,Failed,17:57:33,HDFC,0.0,0.0
47674,47674,1,Success,11:08:49,Paytm,0.0,0.0
47675,47675,5,Success,17:52:34,Razorpay,0.0,0.0
47676,47676,5,Success,06:54:49,Paytm,0.0,0.0
47677,47677,1,Success,12:28:10,PhonePe,0.0,0.0
47678,47678,1,Success,12:29:17,Razorpay,0.0,0.0
47679,47679,2,Success,18:29:51,ICICI,0.0,0.0
47680,47680,4,Success,10:37:17,HDFC,0.0,0.0
47681,47681,5,Success,05:42:56,HDFC,0.0,0.0
47682,47682,5,Refunded,18:36:34,Paytm,7145.14,0.0
47683,47683,6,Success,18:53:59,ICICI,0.0,0.0
47684,47684,6,Success,20:39:05,Paytm,0.0,0.0
47685,47685,4,Success,14:10:27,HDFC,0.0,0.0
47686,47686,3,Success,12:59:10,ICICI,0.0,109.4
47687,47687,1,Success,19:38:54,Paytm,0.0,0.0
47688,47688,2,Success,17:05:27,ICICI,0.0,0.0
47689,47689,4,Success,20:06:36,Razorpay,0.0,0.0
47690,47690,2,Success,10:47:33,Razorpay,0.0,0.0
47691,47691,4,Success,21:18:09,PhonePe,0.0,0.0
47692,47692,1,Failed,10:51:51,HDFC,0.0,0.0
47693,47693,6,Success,13:42:31,Paytm,0.0,0.0
47694,47694,1,Success,16:37:33,Razorpay,0.0,0.0
47695,47695,3,Success,23:03:01,HDFC,0.0,0.0
47696,47696,1,Success,17:11:58,PhonePe,0.0,0.0
47697,47697,3,Success,16:59:08,Paytm,0.0,21.77
47698,47698,2,Success,13:14:17,PhonePe,0.0,0.0
47699,47699,3,Success,14:30:30,PhonePe,0.0,0.0
47700,47700,2,Success,18:40:21,Razorpay,0.0,0.0
47701,47701,1,Success,11:11:01,Razorpay,0.0,0.0
47702,47702,1,Success,11:35:07,ICICI,0.0,0.0
47703,47703,4,Success,20:20:30,PhonePe,0.0,0.0
47704,47704,6,Success,18:14:10,PhonePe,0.0,72.17
47705,47705,4,Success,18:01:16,HDFC,0.0,0.0
47706,47706,1,Success,11:02:26,HDFC,0.0,0.0
47707,47707,3,Success,22:31:10,Razorpay,0.0,0.0
47708,47708,4,Success,17:49:18,ICICI,0.0,0.0
47709,47709,4,Refunded,19:39:11,PhonePe,3197.17,159.86
47710,47710,5,Success,11:01:55,HDFC,0.0,0.0
47711,47711,4,Success,09:59:19,Paytm,0.0,0.0
47712,47712,6,Success,19:35:03,Paytm,0.0,0.0
47713,47713,6,Success,00:18:52,ICICI,0.0,0.0
47714,47714,3,Failed,17:10:14,Razorpay,0.0,0.0
47715,47715,2,Success,16:44:06,Paytm,0.0,0.0
47716,47716,3,Failed,10:27:56,PhonePe,0.0,0.0
47717,47717,6,Success,06:41:11,HDFC,0.0,0.0
47718,47718,1,Success,21:32:17,Paytm,0.0,0.0
47719,47719,2,Success,18:52:10,Paytm,0.0,0.0
47720,47720,5,Success,07:16:56,ICICI,0.0,0.0
47721,47721,2,Success,20:11:42,HDFC,0.0,0.0
47722,47722,2,Success,20:34:48,ICICI,0.0,0.0
47723,47723,5,Success,18:12:15,Razorpay,0.0,0.0
47724,47724,3,Success,09:49:56,HDFC,0.0,0.0
47725,47725,6,Success,12:52:31,Razorpay,0.0,44.06
47726,47726,6,Refunded,09:08:28,HDFC,1984.48,0.0
47727,47727,6,Success,22:07:27,Razorpay,0.0,0.0
47728,47728,3,Success,17:34:29,ICICI,0.0,0.0
47729,47729,1,Success,19:33:08,HDFC,0.0,0.0
47730,47730,5,Success,16:43:45,ICICI,0.0,0.0
47731,47731,6,Success,17:40:12,PhonePe,0.0,62.78
47732,47732,3,Success,09:55:03,Paytm,0.0,0.0
47733,47733,3,Success,16:25:20,Razorpay,0.0,86.24
47734,47734,6,Success,15:48:40,PhonePe,0.0,0.0
47735,47735,5,Success,17:30:31,PhonePe,0.0,0.0
47736,47736,6,Success,19:27:11,Paytm,0.0,0.0
47737,47737,1,Success,10:28:03,ICICI,0.0,0.0
47738,47738,6,Failed,11:25:00,HDFC,0.0,0.0
47739,47739,6,Success,12:21:04,HDFC,0.0,0.0
47740,47740,2,Success,21:50:46,HDFC,0.0,0.0
47741,47741,3,Success,21:51:03,ICICI,0.0,0.0
47742,47742,4,Success,11:01:45,PhonePe,0.0,0.0
47743,47743,2,Success,02:51:45,PhonePe,0.0,0.0
47744,47744,6,Success,11:04:34,Razorpay,0.0,0.0
47745,47745,3,Success,08:54:23,HDFC,0.0,0.0
47746,47746,3,Success,07:35:11,ICICI,0.0,0.0
47747,47747,4,Success,17:15:26,ICICI,0.0,0.0
47748,47748,4,Success,21:12:10,Paytm,0.0,0.0
47749,47749,3,Success,12:32:22,Paytm,0.0,0.0
47750,47750,1,Success,11:28:13,ICICI,0.0,0.0
47751,47751,5,Success,13:15:51,Razorpay,0.0,0.0
47752,47752,5,Success,12:34:21,Razorpay,0.0,44.23
47753,47753,4,Success,11:02:11,Paytm,0.0,0.0
47754,47754,1,Success,20:11:30,ICICI,0.0,0.0
47755,47755,6,Success,09:14:40,ICICI,0.0,0.0
47756,47756,3,Success,14:16:49,Razorpay,0.0,0.0
47757,47757,4,Success,12:11:23,HDFC,0.0,56.07
47758,47758,3,Success,09:43:52,PhonePe,0.0,0.0
47759,47759,5,Success,18:18:33,Paytm,0.0,0.0
47760,47760,6,Success,11:56:40,ICICI,0.0,0.0
47761,47761,3,Success,09:00:44,HDFC,0.0,0.0
47762,47762,1,Success,20:33:56,ICICI,0.0,125.28
47763,47763,6,Success,21:37:04,Paytm,0.0,0.0
47764,47764,2,Success,16:31:50,PhonePe,0.0,149.69
47765,47765,1,Success,08:30:36,HDFC,0.0,0.0
47766,47766,5,Success,16:25:53,HDFC,0.0,0.0
47767,47767,4,Success,20:09:24,PhonePe,0.0,0.0
47768,47768,1,Success,17:51:12,Paytm,0.0,0.0
47769,47769,2,Success,12:04:37,PhonePe,0.0,0.0
47770,47770,4,Success,15:22:59,ICICI,0.0,0.0
47771,47771,6,Success,21:46:50,HDFC,0.0,0.0
47772,47772,4,Success,07:24:01,PhonePe,0.0,0.0
47773,47773,5,Success,17:58:07,HDFC,0.0,0.0
47774,47774,4,Success,06:39:04,HDFC,0.0,0.0
47775,47775,1,Success,11:47:37,Paytm,0.0,0.0
47776,47776,1,Failed,00:40:31,PhonePe,0.0,0.0
47777,47777,6,Success,17:54:25,Paytm,0.0,0.0
47778,47778,6,Success,18:30:01,Razorpay,0.0,0.0
47779,47779,5,Success,08:24:11,HDFC,0.0,0.0
47780,47780,3,Success,11:43:38,ICICI,0.0,0.0
47781,47781,2,Success,12:33:51,Razorpay,0.0,0.0
47782,47782,2,Success,19:56:12,ICICI,0.0,0.0
47783,47783,6,Success,18:34:01,Paytm,0.0,0.0
47784,47784,3,Success,16:51:37,PhonePe,0.0,0.0
47785,47785,2,Success,11:00:37,Paytm,0.0,0.0
47786,47786,4,Success,19:06:17,HDFC,0.0,0.0
47787,47787,2,Success,21:53:47,PhonePe,0.0,0.0
47788,47788,3,Success,08:08:55,ICICI,0.0,125.88
47789,47789,2,Refunded,12:10:16,HDFC,2522.71,0.0
47790,47790,2,Success,02:21:03,PhonePe,0.0,0.0
47791,47791,3,Success,21:11:29,PhonePe,0.0,0.0
47792,47792,4,Success,21:27:17,Paytm,0.0,51.33
47793,47793,3,Failed,22:13:07,ICICI,0.0,0.0
47794,47794,3,Success,23:32:11,HDFC,0.0,71.54
47795,47795,2,Success,16:38:47,PhonePe,0.0,0.0
