Delivery_ID,Order_ID,Rider_ID,Pickup_Time,Arrival_Time_Restaurant,Delivered_Time,Delay_Minutes,Distance_Travelled,Weather_Condition,Traffic_Level
13212,14095,136,14:56:37,14:58:37,15:37:37,16,9.29,Rainy,High
13213,14096,189,15:16:03,15:15:03,15:26:03,13,3.44,Rainy,Medium
13214,14097,282,00:40:19,00:48:19,01:22:19,7,1.57,Sunny,High
13215,14098,628,00:23:08,00:38:08,00:52:08,-3,6.68,Cloudy,Jam
13216,14099,497,19:18:28,19:30:28,19:28:28,9,3.16,Cloudy,Jam
13217,14100,136,18:11:12,18:17:12,18:47:12,5,1.47,Sunny,High
13218,14101,8,08:57:33,08:56:33,09:31:33,16,2.61,Rainy,High
13219,14102,736,17:43:12,17:47:12,18:06:12,-5,5.72,Windy,High
13220,14103,219,11:58:49,12:10:49,12:44:49,11,8.49,Rainy,Jam
13221,14104,623,17:57:33,18:00:33,18:14:33,14,3.79,Cloudy,Medium
13222,14105,63,12:50:09,13:00:09,13:36:09,18,3.14,Windy,High
13223,14106,291,18:03:14,18:12:14,18:36:14,13,8.6,Windy,Medium
13224,14107,532,21:27:35,21:42:35,22:12:35,11,7.1,Windy,High
13225,14108,612,14:27:29,14:25:29,14:56:29,10,1.47,Rainy,Jam
13226,14109,490,18:35:11,18:49:11,19:13:11,11,3.94,Cloudy,High
13227,14110,279,14:09:53,14:21:53,14:34:53,1,6.72,Rainy,High
13228,14112,677,14:28:41,14:46:41,15:04:41,-1,8.33,Rainy,Medium
13229,14113,353,20:02:13,20:05:13,20:27:13,4,6.55,Sunny,Jam
13230,14114,313,17:41:12,17:43:12,18:34:12,18,6.98,Windy,Low
13231,14115,702,12:18:36,12:24:36,12:26:36,10,6.89,Windy,Low
13232,14116,287,16:49:44,16:46:44,17:26:44,15,6.32,Sunny,Low
13233,14117,338,16:02:22,16:06:22,16:36:22,17,2.14,Cloudy,Medium
13234,14118,725,12:17:02,12:25:02,12:53:02,11,6.36,Sunny,High
13235,14119,289,22:38:14,22:38:14,23:09:14,1,5.16,Windy,Jam
13236,14120,673,22:24:01,22:35:01,23:01:01,9,6.86,Sunny,High
13237,14121,93,22:34:30,22:38:30,23:27:30,18,5.43,Cloudy,Medium
13238,14122,444,14:32:18,14:46:18,15:16:18,19,8.24,Cloudy,High
13239,14123,722,12:43:01,12:48:01,13:15:01,7,7.63,Rainy,Jam
13240,14124,159,10:29:22,10:39:22,10:56:22,3,6.67,Cloudy,Jam
13241,14125,49,14:24:26,14:35:26,15:02:26,7,1.19,Rainy,Medium
13242,14126,246,07:12:46,07:24:46,07:32:46,16,3.71,Windy,High
13243,14127,135,11:14:31,11:20:31,11:54:31,5,7.64,Rainy,Medium
13244,14128,615,19:22:06,19:30:06,19:17:06,-5,5.35,Sunny,Jam
13245,14130,7,09:05:38,09:12:38,09:29:38,-4,8.67,Cloudy,Low
13246,14131,48,15:58:20,16:11:20,16:45:20,13,7.56,Cloudy,Medium
13247,14132,584,15:42:28,15:55:28,16:21:28,8,6.11,Rainy,Medium
13248,14133,527,17:53:34,17:50:34,18:16:34,5,4.32,Cloudy,Low
13249,14134,358,11:16:45,11:23:45,12:05:45,20,2.88,Sunny,Medium
13250,14135,330,07:40:22,07:48:22,08:28:22,14,3.85,Rainy,Jam
13251,14136,632,13:13:44,13:24:44,13:41:44,1,9.1,Rainy,Jam
13252,14137,20,15:55:53,15:53:53,16:27:53,11,2.25,Rainy,Medium
13253,14138,474,20:06:41,20:12:41,20:31:41,1,3.02,Windy,High
13254,14139,362,19:42:07,20:01:07,20:28:07,14,5.63,Windy,High
13255,14140,463,18:38:56,18:51:56,19:17:56,20,4.41,Rainy,Medium
13256,14141,232,12:51:30,12:59:30,13:05:30,17,8.64,Cloudy,Jam
13257,14142,225,13:14:23,13:19:23,13:51:23,2,6.04,Windy,Medium
13258,14143,298,11:33:08,11:35:08,11:56:08,0,8.49,Windy,Low
13259,14144,702,18:40:53,18:38:53,19:14:53,8,5.69,Rainy,Medium
13260,14145,633,02:05:40,02:16:40,02:53:40,12,8.33,Windy,Jam
13261,14146,724,09:50:07,09:59:07,10:24:07,9,6.72,Cloudy,Jam
13262,14147,185,19:37:34,19:53:34,20:27:34,15,4.23,Windy,Low
13263,14148,547,18:14:45,18:23:45,18:34:45,-4,5.87,Windy,Medium
13264,14149,605,15:07:51,15:11:51,15:34:51,-2,7.54,Rainy,Low
13265,14150,634,23:15:18,23:31:18,00:01:18,11,2.63,Rainy,High
13266,14151,431,02:03:16,02:14:16,02:14:16,12,9.71,Rainy,Low
13267,14152,682,19:23:54,19:24:54,19:20:54,0,5.22,Windy,Medium
13268,14153,535,09:34:08,09:39:08,10:23:08,19,5.7,Cloudy,Medium
13269,14154,109,13:56:08,14:04:08,14:00:08,6,6.91,Rainy,Jam
13270,14155,638,19:55:04,19:57:04,19:52:04,-5,3.81,Cloudy,Jam
13271,14156,432,21:22:13,21:21:13,21:57:13,7,7.1,Windy,Low
13272,14157,147,20:58:44,20:59:44,20:59:44,0,7.61,Sunny,Low
13273,14158,15,23:07:16,23:10:16,23:11:16,2,2.95,Cloudy,Low
13274,14159,550,22:38:28,22:41:28,22:31:28,-2,4.92,Cloudy,High
13275,14160,270,21:25:15,21:34:15,21:58:15,10,1.19,Sunny,High
13276,14162,64,18:58:13,19:07:13,19:07:13,4,7.23,Sunny,Medium
13277,14163,65,22:28:38,22:32:38,22:57:38,12,4.65,Cloudy,High
13278,14164,130,20:24:42,20:26:42,21:14:42,14,3.49,Sunny,High
13279,14165,512,17:59:39,18:02:39,18:05:39,9,4.43,Sunny,Jam
13280,14166,726,20:22:23,20:26:23,21:00:23,8,6.68,Cloudy,Low
13281,14167,326,17:11:37,17:27:37,17:47:37,6,2.02,Cloudy,High
13282,14168,474,07:48:42,08:01:42,08:06:42,19,3.64,Rainy,High
13283,14169,528,10:46:38,10:58:38,11:15:38,-4,6.75,Windy,Jam
13284,14170,244,15:14:58,15:26:58,15:56:58,15,5.8,Rainy,Low
13285,14171,243,10:42:39,10:48:39,10:37:39,0,1.41,Windy,Low
13286,14172,142,18:30:30,18:36:30,19:00:30,-4,1.93,Windy,Medium
13287,14173,290,08:41:35,08:53:35,08:40:35,0,7.04,Sunny,Jam
13288,14174,635,18:08:22,18:21:22,19:06:22,20,1.83,Sunny,Medium
13289,14175,515,22:39:00,22:46:00,22:57:00,-1,7.93,Windy,Jam
13290,14176,688,09:27:32,09:37:32,09:32:32,4,6.87,Sunny,High
13291,14177,632,16:07:41,16:16:41,16:43:41,4,3.57,Windy,Medium
13292,14178,20,10:08:09,10:17:09,10:59:09,14,8.42,Sunny,High
13293,14179,77,18:50:26,18:54:26,19:30:26,9,7.41,Sunny,Low
13294,14180,56,23:00:04,23:13:04,23:24:04,0,8.89,Windy,Jam
13295,14181,743,09:55:17,10:04:17,10:36:17,14,7.45,Sunny,Medium
13296,14182,324,07:32:29,07:35:29,08:08:29,12,4.13,Windy,Medium
13297,14183,474,14:41:15,14:49:15,15:05:15,-3,3.48,Windy,Jam
13298,14184,493,13:23:58,13:22:58,14:05:58,10,2.76,Sunny,High
13299,14186,62,19:10:47,19:23:47,19:23:47,9,7.15,Sunny,Jam
13300,14188,341,07:39:05,07:50:05,07:58:05,19,8.23,Windy,Low
13301,14189,556,19:37:43,19:46:43,20:20:43,16,5.42,Sunny,Jam
13302,14190,389,21:40:14,21:57:14,22:18:14,1,2.46,Windy,Low
13303,14191,588,23:21:03,23:34:03,23:38:03,14,4.53,Rainy,Jam
13304,14192,741,17:27:49,17:42:49,17:46:49,18,3.05,Rainy,Jam
13305,14193,196,09:29:49,09:42:49,10:07:49,14,3.33,Windy,Medium
13306,14194,216,07:52:25,08:01:25,08:29:25,14,7.02,Rainy,High
13307,14195,616,13:34:26,13:34:26,14:21:26,19,8.03,Cloudy,High
13308,14196,387,16:08:11,16:11:11,17:01:11,20,6.56,Windy,Medium
13309,14197,710,09:50:41,09:58:41,09:50:41,5,4.67,Windy,Low
13310,14198,151,16:01:36,16:06:36,16:33:36,6,9.94,Sunny,Jam
13311,14199,750,15:50:21,15:58:21,16:36:21,11,7.03,Rainy,High
13312,14200,6,03:11:30,03:12:30,03:33:30,6,9.79,Sunny,Jam
13313,14201,261,14:33:32,14:39:32,15:19:32,12,4.93,Sunny,Jam
13314,14202,438,15:02:18,15:14:18,15:49:18,18,7.64,Windy,Jam
13315,14203,550,18:34:49,18:51:49,19:24:49,17,7.37,Cloudy,High
13316,14204,663,11:11:25,11:18:25,11:42:25,-4,2.6,Sunny,Jam
13317,14205,22,12:09:02,12:12:02,12:37:02,11,2.68,Windy,Low
13318,14206,313,10:14:05,10:31:05,10:13:05,-4,9.81,Sunny,Medium
13319,14207,528,17:42:20,17:47:20,17:59:20,-4,7.16,Windy,Jam
13320,14208,652,22:05:32,22:07:32,22:30:32,-3,7.99,Cloudy,Low
13321,14209,244,14:14:48,14:12:48,14:40:48,10,2.06,Windy,Low
13322,14211,237,10:18:29,10:33:29,10:58:29,14,8.35,Sunny,High
13323,14212,186,10:22:40,10:36:40,11:02:40,18,7.14,Cloudy,Medium
13324,14213,463,15:30:12,15:39:12,16:11:12,3,2.53,Sunny,Jam
13325,14214,341,18:22:44,18:21:44,18:49:44,6,4.79,Windy,High
13326,14215,559,22:41:55,22:49:55,23:14:55,9,7.25,Rainy,Jam
13327,14216,15,09:37:02,09:39:02,09:48:02,13,4.54,Rainy,Low
13328,14218,10,13:59:09,13:58:09,14:04:09,9,2.4,Cloudy,Medium
13329,14219,713,13:20:24,13:21:24,13:55:24,17,5.3,Windy,Medium
13330,14220,636,11:24:52,11:31:52,11:43:52,-2,3.32,Cloudy,Low
13331,14221,497,22:42:39,22:57:39,23:31:39,13,8.49,Windy,Jam
13332,14223,214,19:07:12,19:17:12,19:37:12,1,6.98,Windy,Low
13333,14224,219,21:02:35,21:14:35,21:14:35,12,8.81,Cloudy,Low
13334,14225,45,04:56:43,05:10:43,05:27:43,4,1.21,Cloudy,Low
13335,14226,327,05:21:51,05:26:51,05:37:51,17,1.21,Cloudy,High
13336,14227,248,19:45:24,19:42:24,20:18:24,8,1.84,Cloudy,Jam
13337,14228,381,17:18:59,17:36:59,18:01:59,11,3.26,Sunny,High
13338,14229,391,00:27:33,00:26:33,01:09:33,19,7.94,Windy,Medium
13339,14230,433,20:21:37,20:38:37,20:59:37,10,8.63,Cloudy,Medium
13340,14231,164,16:04:37,16:13:37,16:39:37,13,4.4,Sunny,Jam
13341,14232,565,18:49:23,18:55:23,19:25:23,8,1.09,Cloudy,Low
13342,14233,669,05:46:22,05:53:22,06:19:22,3,3.86,Rainy,High
13343,14234,554,07:27:10,07:38:10,07:40:10,13,2.99,Rainy,Jam
13344,14235,68,12:28:15,12:39:15,13:12:15,14,1.85,Windy,High
13345,14236,3,08:38:33,08:42:33,09:16:33,8,3.08,Cloudy,Jam
13346,14237,219,09:23:24,09:26:24,10:04:24,18,6.34,Rainy,Low
13347,14238,27,14:23:03,14:26:03,14:17:03,-2,6.07,Sunny,High
13348,14239,289,17:26:30,17:32:30,18:02:30,3,4.12,Windy,Jam
13349,14240,459,16:37:43,16:39:43,16:48:43,13,4.19,Cloudy,Medium
13350,14241,194,17:20:38,17:33:38,18:16:38,17,7.27,Windy,Low
13351,14242,252,14:51:54,15:11:54,15:16:54,-3,4.1,Windy,Low
13352,14243,723,21:03:15,21:10:15,21:40:15,5,1.79,Cloudy,Jam
13353,14244,104,19:40:49,19:52:49,19:44:49,4,1.45,Windy,Low
13354,14245,440,14:03:10,14:06:10,14:56:10,20,4.01,Rainy,Medium
13355,14246,431,12:35:38,12:33:38,12:34:38,4,5.77,Rainy,Medium
13356,14247,374,20:04:20,20:16:20,20:12:20,11,5.99,Rainy,Medium
13357,14248,700,15:56:53,16:02:53,16:42:53,15,6.75,Windy,Medium
13358,14249,31,16:23:52,16:19:52,16:18:52,0,3.29,Sunny,High
13359,14250,416,09:10:33,09:13:33,09:37:33,2,9.72,Windy,Medium
13360,14252,65,13:42:56,13:50:56,14:20:56,11,1.65,Rainy,Medium
13361,14253,725,09:19:16,09:32:16,09:52:16,1,9.21,Cloudy,Low
13362,14254,237,12:22:50,12:40:50,12:27:50,0,4.21,Windy,High
13363,14255,160,11:23:45,11:32:45,11:51:45,0,5.08,Rainy,High
13364,14256,698,22:00:29,22:07:29,22:41:29,15,7.52,Windy,Low
13365,14257,9,19:40:07,19:38:07,19:53:07,-5,6.16,Windy,Jam
13366,14258,617,10:08:46,10:22:46,10:26:46,-5,4.35,Cloudy,Low
13367,14259,283,19:53:16,19:51:16,20:31:16,19,7.44,Sunny,Low
13368,14260,410,11:31:04,11:39:04,12:09:04,18,1.48,Windy,Jam
13369,14261,87,13:11:53,13:12:53,13:34:53,7,3.21,Cloudy,Low
13370,14262,676,11:22:25,11:32:25,12:06:25,14,6.94,Windy,High
13371,14263,345,23:41:11,23:52:11,23:59:11,0,9.53,Sunny,Jam
13372,14264,447,13:38:25,13:46:25,13:52:25,-4,6.56,Windy,Jam
13373,14265,174,12:20:16,12:33:16,12:44:16,-1,5.25,Sunny,Low
13374,14266,467,07:15:54,07:11:54,07:17:54,6,3.25,Rainy,Medium
13375,14267,613,12:35:25,12:51:25,13:22:25,14,1.79,Windy,Medium
13376,14268,704,21:02:36,21:01:36,21:41:36,11,8.86,Cloudy,Jam
13377,14269,289,11:37:01,11:44:01,12:00:01,-3,6.22,Sunny,Jam
13378,14270,584,19:04:34,19:23:34,19:53:34,15,2.5,Rainy,Medium
13379,14272,363,19:49:03,19:51:03,20:29:03,18,2.83,Cloudy,Low
13380,14273,455,19:24:13,19:28:13,19:50:13,7,5.85,Sunny,Low
13381,14275,268,10:03:37,10:09:37,10:30:37,0,2.31,Cloudy,Medium
13382,14276,565,06:30:05,06:30:05,07:06:05,6,6.64,Windy,Jam
13383,14277,127,07:19:01,07:38:01,07:57:01,5,1.14,Sunny,Low
13384,14278,487,21:56:42,22:04:42,22:36:42,20,2.19,Cloudy,Low
13385,14279,267,12:26:48,12:35:48,12:19:48,-4,9.97,Rainy,High
13386,14280,596,19:55:15,20:01:15,20:23:15,5,5.53,Cloudy,Jam
13387,14281,528,14:57:10,15:16:10,15:41:10,7,2.79,Cloudy,Medium
13388,14282,223,11:25:11,11:31:11,11:23:11,2,3.15,Rainy,Medium
13389,14283,431,12:52:32,12:54:32,13:23:32,4,3.11,Windy,High
13390,14284,158,21:58:10,22:11:10,22:45:10,18,4.1,Rainy,Low
13391,14285,216,16:47:16,16:59:16,17:02:16,17,9.47,Windy,Medium
13392,14286,726,22:45:18,23:01:18,23:18:18,1,6.78,Cloudy,Low
13393,14288,470,07:37:02,07:45:02,08:27:02,14,7.66,Sunny,Jam
13394,14290,706,00:46:16,00:50:16,01:29:16,13,1.48,Windy,High
13395,14291,368,20:00:46,20:02:46,20:38:46,20,9.77,Windy,Jam
13396,14292,538,16:44:52,16:49:52,17:37:52,16,1.23,Rainy,Jam
13397,14293,366,20:05:11,20:08:11,20:45:11,9,1.7,Cloudy,Low
13398,14294,194,18:25:53,18:32:53,18:22:53,-2,6.04,Cloudy,High
13399,14295,218,19:27:22,19:39:22,20:09:22,12,1.98,Rainy,Low
13400,14296,54,14:45:26,14:44:26,15:24:26,13,4.4,Cloudy,Medium
13401,14297,27,19:38:20,19:49:20,20:16:20,7,9.34,Windy,Medium
13402,14298,353,11:39:10,11:43:10,12:08:10,6,1.82,Rainy,Jam
13403,14299,397,10:26:06,10:29:06,11:02:06,5,1.95,Cloudy,Low
13404,14300,482,12:06:47,12:22:47,12:25:47,18,3.53,Cloudy,High
13405,14301,677,14:29:02,14:33:02,14:27:02,1,1.82,Cloudy,Low
13406,14302,456,11:57:39,12:11:39,12:07:39,8,8.47,Cloudy,Low
13407,14303,281,19:52:16,19:58:16,20:20:16,1,6.25,Windy,High
13408,14304,745,10:35:32,10:46:32,11:15:32,9,4.02,Sunny,Low
13409,14305,365,14:38:45,14:53:45,15:14:45,9,5.13,Cloudy,High
13410,14307,612,05:11:41,05:16:41,05:09:41,0,7.81,Cloudy,Jam
13411,14308,55,18:31:58,18:40:58,18:28:58,-3,5.64,Rainy,High
13412,14309,201,10:26:09,10:37:09,11:10:09,16,6.51,Rainy,High
13413,14310,159,00:03:10,00:05:10,00:31:10,3,4.92,Cloudy,High
13414,14311,598,14:21:42,14:20:42,15:06:42,20,4.87,Cloudy,Low
13415,14312,463,10:42:03,10:51:03,11:16:03,14,4.1,Cloudy,Jam
13416,14313,502,19:17:55,19:19:55,20:10:55,20,9.17,Windy,Medium
13417,14314,170,12:19:40,12:27:40,12:40:40,17,1.37,Cloudy,Medium
13418,14315,76,16:20:43,16:29:43,16:54:43,11,5.84,Rainy,High
13419,14316,570,12:01:49,12:12:49,12:33:49,-3,6.53,Cloudy,Medium
13420,14317,642,19:02:37,19:08:37,19:06:37,9,8.32,Windy,High
13421,14319,258,12:52:51,13:00:51,13:28:51,2,9.55,Cloudy,Jam
13422,14320,72,18:41:10,18:52:10,19:24:10,10,1.26,Windy,Medium
13423,14321,565,16:56:22,17:07:22,16:59:22,-1,6.26,Sunny,Low
13424,14322,654,07:11:33,07:26:33,07:44:33,10,4.14,Sunny,Low
13425,14323,366,19:12:38,19:17:38,19:47:38,1,5.21,Cloudy,High
13426,14324,18,08:58:21,09:07:21,09:22:21,0,9.45,Rainy,Medium
13427,14325,439,14:21:23,14:34:23,14:26:23,3,5.3,Cloudy,Jam
13428,14326,208,16:44:44,16:53:44,17:05:44,17,4.06,Cloudy,High
13429,14327,59,19:48:07,19:51:07,20:17:07,6,1.9,Sunny,Medium
13430,14328,166,18:59:00,19:00:00,19:16:00,-1,5.79,Cloudy,High
13431,14329,720,09:41:28,09:42:28,10:10:28,3,3.91,Cloudy,Medium
13432,14330,122,19:06:21,19:20:21,19:26:21,16,8.74,Cloudy,Low
13433,14331,47,12:53:34,13:09:34,13:27:34,9,3.83,Rainy,Medium
13434,14332,521,12:20:01,12:28:01,12:58:01,16,1.72,Windy,Jam
13435,14333,143,05:33:23,05:40:23,06:14:23,2,8.82,Cloudy,Low
13436,14334,3,20:09:19,20:13:19,20:54:19,18,5.89,Windy,Low
13437,14335,630,18:19:05,18:24:05,18:49:05,-2,1.47,Sunny,Low
13438,14337,98,16:48:11,16:52:11,16:45:11,-3,2.15,Rainy,Medium
13439,14338,314,12:58:23,13:05:23,13:08:23,-5,9.65,Sunny,Jam
13440,14339,745,07:50:52,08:04:52,08:41:52,19,4.92,Rainy,Jam
13441,14340,273,14:42:41,14:53:41,15:24:41,12,6.15,Windy,High
13442,14341,610,13:23:27,13:30:27,14:07:27,9,6.62,Cloudy,High
13443,14342,109,20:50:57,20:59:57,20:53:57,7,8.96,Rainy,High
13444,14343,231,19:50:04,19:53:04,20:23:04,4,1.78,Sunny,High
13445,14345,182,00:59:53,01:02:53,01:37:53,6,9.66,Cloudy,Low
13446,14346,345,01:44:47,01:59:47,02:01:47,-4,2.89,Sunny,Medium
13447,14347,139,23:26:39,23:31:39,00:11:39,12,2.71,Sunny,Medium
13448,14348,309,18:26:12,18:32:12,18:38:12,17,9.81,Windy,High
13449,14349,213,23:58:53,00:10:53,00:13:53,12,7.63,Cloudy,Low
13450,14350,391,13:26:11,13:28:11,14:01:11,5,8.38,Cloudy,Low
13451,14351,560,13:04:09,13:12:09,13:40:09,7,7.19,Rainy,Medium
13452,14353,280,16:47:12,16:56:12,17:32:12,16,4.83,Rainy,High
13453,14354,653,15:28:36,15:36:36,15:55:36,-1,5.78,Sunny,Medium
13454,14355,327,11:06:20,11:20:20,11:52:20,18,8.24,Sunny,Jam
13455,14356,224,20:50:15,21:00:15,21:31:15,15,7.92,Sunny,High
13456,14357,598,16:31:43,16:31:43,16:37:43,6,4.32,Rainy,High
13457,14358,236,13:09:10,13:09:10,13:57:10,20,9.08,Windy,Jam
13458,14359,569,05:46:37,05:46:37,06:03:37,-2,1.82,Sunny,Low
13459,14360,252,09:43:52,09:49:52,10:17:52,7,7.04,Sunny,Low
13460,14361,720,18:23:26,18:28:26,18:51:26,-5,2.98,Sunny,Jam
13461,14362,608,00:08:42,00:20:42,00:37:42,7,8.95,Cloudy,Low
13462,14363,139,18:06:13,18:22:13,18:18:13,10,5.32,Rainy,Low
13463,14364,593,19:16:38,19:18:38,19:44:38,3,2.33,Rainy,High
13464,14365,38,20:30:00,20:43:00,20:46:00,-4,2.5,Rainy,Low
13465,14366,502,06:11:37,06:21:37,06:57:37,16,3.94,Rainy,Jam
13466,14367,310,21:38:06,21:54:06,21:51:06,12,1.8,Windy,Medium
13467,14368,606,12:50:38,12:57:38,13:29:38,16,1.63,Sunny,Medium
13468,14369,45,07:13:23,07:17:23,07:17:23,6,4.72,Cloudy,Low
13469,14370,624,13:27:42,13:32:42,13:38:42,13,5.72,Rainy,Low
13470,14371,283,19:24:49,19:24:49,19:37:49,18,6.96,Rainy,Medium
13471,14372,658,22:09:18,22:18:18,22:20:18,11,5.41,Windy,Jam
13472,14373,741,10:20:01,10:27:01,11:07:01,9,6.55,Cloudy,High
13473,14374,101,12:31:09,12:44:09,12:52:09,-2,5.19,Windy,Low
13474,14375,261,14:01:50,14:14:50,14:47:50,16,6.49,Sunny,High
13475,14376,648,12:35:19,12:50:19,13:08:19,5,9.75,Sunny,Medium
13476,14377,21,20:30:18,20:33:18,21:15:18,7,1.85,Cloudy,High
13477,14378,576,19:15:57,19:27:57,19:51:57,4,8.99,Rainy,High
13478,14379,518,15:37:40,15:55:40,16:12:40,6,1.58,Cloudy,Low
13479,14380,641,20:16:59,20:26:59,21:02:59,7,1.88,Cloudy,Medium
13480,14381,583,19:34:32,19:31:32,19:53:32,-3,2.12,Sunny,Low
13481,14382,195,19:00:29,19:03:29,19:04:29,8,2.41,Cloudy,Low
13482,14383,743,20:17:07,20:27:07,20:46:07,-3,1.75,Rainy,Jam
13483,14384,438,23:19:42,23:26:42,23:58:42,14,8.54,Rainy,Medium
13484,14385,617,19:42:36,19:56:36,20:12:36,2,1.03,Sunny,Medium
13485,14386,309,14:05:00,14:11:00,14:32:00,7,1.06,Sunny,Medium
13486,14387,551,14:34:54,14:42:54,15:09:54,2,2.04,Rainy,Medium
13487,14388,571,13:02:53,13:08:53,13:49:53,20,5.64,Cloudy,Jam
13488,14389,97,09:35:53,09:49:53,10:09:53,4,4.36,Cloudy,Jam
13489,14390,372,07:58:52,08:08:52,08:37:52,12,2.45,Windy,Low
13490,14391,497,02:19:03,02:34:03,02:52:03,11,8.02,Sunny,Low
13491,14392,664,12:08:18,12:06:18,12:33:18,7,8.51,Windy,Medium
13492,14393,176,13:07:42,13:20:42,13:35:42,-5,5.55,Rainy,Low
13493,14394,317,20:44:21,20:47:21,20:50:21,10,3.11,Sunny,Low
13494,14396,157,19:44:44,19:51:44,20:34:44,14,9.44,Sunny,High
13495,14397,555,15:02:53,15:10:53,15:50:53,17,1.08,Rainy,Low
13496,14398,20,08:38:56,08:55:56,09:26:56,12,3.64,Rainy,Low
13497,14399,216,12:01:10,12:05:10,12:11:10,9,3.55,Windy,High
13498,14400,135,09:16:50,09:27:50,09:20:50,2,5.11,Cloudy,Medium
13499,14401,468,15:24:06,15:29:06,16:02:06,5,2.12,Cloudy,Low
13500,14402,658,14:46:58,14:44:58,15:07:58,-1,1.65,Windy,Low
13501,14403,257,18:59:54,19:12:54,19:31:54,1,5.13,Windy,High
13502,14404,522,20:10:39,20:18:39,20:56:39,17,9.24,Sunny,Low
13503,14405,511,18:42:04,18:50:04,19:14:04,7,1.6,Rainy,Jam
13504,14406,179,18:48:57,18:56:57,19:29:57,13,3.32,Cloudy,Low
13505,14407,78,14:31:43,14:36:43,15:09:43,18,9.97,Windy,Jam
13506,14408,480,18:31:56,18:42:56,18:59:56,9,8.46,Rainy,Low
13507,14409,493,20:33:22,20:44:22,21:12:22,11,5.82,Windy,High
13508,14410,708,12:13:10,12:17:10,13:05:10,18,4.81,Sunny,Medium
13509,14411,26,08:28:54,08:32:54,09:02:54,17,4.04,Rainy,Jam
13510,14412,560,13:00:30,13:01:30,12:55:30,0,3.98,Sunny,High
13511,14413,628,12:06:39,12:13:39,12:53:39,18,6.62,Rainy,Jam
13512,14414,726,19:17:51,19:17:51,19:48:51,13,5.01,Windy,Jam
13513,14415,735,10:40:33,10:56:33,11:31:33,18,1.47,Sunny,Low
13514,14417,679,12:57:14,13:02:14,13:17:14,-3,1.68,Sunny,Medium
13515,14418,746,14:46:26,15:05:26,15:21:26,0,7.73,Cloudy,Jam
13516,14419,105,02:41:23,02:47:23,03:11:23,11,1.6,Rainy,Low
13517,14420,445,19:38:30,19:39:30,20:19:30,17,4.65,Sunny,High
13518,14421,534,16:35:57,16:36:57,16:44:57,9,7.65,Sunny,Jam
13519,14422,89,19:04:18,19:16:18,19:31:18,3,7.35,Rainy,Medium
13520,14423,110,15:12:45,15:21:45,15:36:45,1,1.67,Rainy,Medium
13521,14424,55,07:55:34,08:08:34,08:08:34,14,1.44,Cloudy,Jam
13522,14425,13,09:00:16,09:10:16,09:43:16,16,1.21,Rainy,Jam
13523,14426,555,12:28:17,12:39:17,12:56:17,-3,6.81,Rainy,High
13524,14427,392,15:51:15,15:58:15,16:13:15,-4,7.61,Cloudy,Medium
13525,14428,677,09:17:00,09:20:00,09:49:00,-4,9.37,Sunny,Jam
13526,14429,478,16:32:11,16:33:11,17:18:11,12,4.57,Cloudy,Low
13527,14430,640,12:59:32,13:13:32,13:36:32,4,2.06,Windy,Low
13528,14431,98,10:38:40,10:54:40,10:48:40,8,5.53,Rainy,Jam
13529,14433,285,13:21:11,13:19:11,13:20:11,2,5.13,Sunny,Medium
13530,14435,596,18:00:03,18:17:03,18:46:03,19,2.84,Rainy,Medium
13531,14436,285,21:39:11,21:44:11,22:14:11,3,5.99,Windy,Low
13532,14437,6,00:33:20,00:30:20,00:31:20,1,3.08,Cloudy,Jam
13533,14438,91,06:57:03,07:04:03,07:30:03,6,9.72,Sunny,High
13534,14439,209,02:03:26,02:18:26,02:23:26,19,5.37,Sunny,Low
13535,14440,264,17:35:36,17:35:36,18:06:36,13,2.37,Rainy,Medium
13536,14441,746,18:40:20,18:38:20,18:59:20,1,2.41,Rainy,Medium
13537,14442,664,17:59:49,18:09:49,18:20:49,18,9.87,Cloudy,Jam
13538,14443,146,11:09:12,11:23:12,11:40:12,-1,4.97,Cloudy,Low
13539,14444,488,12:56:53,13:09:53,13:20:53,1,2.61,Cloudy,High
13540,14445,313,12:50:57,13:03:57,12:47:57,-1,9.24,Sunny,Low
13541,14446,437,14:17:46,14:19:46,14:33:46,15,4.66,Sunny,Medium
13542,14447,161,19:18:09,19:23:09,19:37:09,19,6.74,Rainy,High
13543,14448,271,13:45:33,13:43:33,14:22:33,7,9.64,Sunny,High
13544,14449,38,21:00:37,21:16:37,21:40:37,5,4.87,Cloudy,High
13545,14450,83,17:28:16,17:35:16,18:11:16,10,3.23,Rainy,Low
13546,14451,701,13:55:13,13:54:13,14:35:13,20,5.46,Cloudy,Low
13547,14452,292,18:59:17,19:04:17,19:20:17,19,1.2,Sunny,High
13548,14453,589,23:21:30,23:33:30,23:48:30,-1,1.39,Rainy,Medium
13549,14454,118,12:29:07,12:28:07,12:21:07,-5,2.81,Rainy,Medium
13550,14455,358,08:41:40,08:58:40,09:20:40,4,1.53,Windy,Medium
13551,14456,606,08:59:28,09:02:28,09:31:28,2,8.44,Windy,High
13552,14457,380,14:08:39,14:07:39,14:34:39,8,5.72,Windy,Low
13553,14458,615,03:13:13,03:24:13,03:53:13,18,1.85,Sunny,Jam
13554,14459,654,04:17:54,04:19:54,04:53:54,1,3.07,Cloudy,Medium
13555,14460,8,23:50:58,23:54:58,00:29:58,19,5.36,Cloudy,Low
