Financial_ID,Order_ID,Restaurant_ID,Service_Type,Restaurant_Commission_Rate,Restaurant_Commission_Amount,Delivery_Fee_Customer,Platform_Fee_Customer,Packaging_Fee_Customer,Net_Revenue_Swiggy,Restaurant_Payout
25763,25763,2028,Main App,0.25,140.91,48,14.99,20,223.9,422.75
25764,25764,1968,Main App,0.18,419.39,20,14.99,20,474.38,1910.53
25765,25765,2530,Main App,0.18,142.49,0,14.99,20,177.48,649.11
25766,25766,1386,Main App,0.18,322.81,32,14.99,20,389.8,1470.58
25767,25767,1923,Main App,0.25,219.06,0,14.99,20,254.05,657.18
25768,25768,3312,Main App,0.25,462.98,26,14.99,20,523.97,1388.93
25769,25769,3719,Main App,0.12,89.44,43,14.99,20,167.43,655.88
25770,25770,2417,Main App,0.18,722.35,48,14.99,20,805.34,3290.7
25771,25771,2843,Main App,0.18,123.91,0,14.99,20,158.9,564.47
25772,25772,2123,Bolt,0.22999999999999998,389.32,62,14.99,15,481.31,1303.36
25773,25773,3851,Main App,0.25,552.78,0,14.99,20,587.77,1658.33
25774,25774,3142,Main App,0.18,55.05,59,14.99,20,149.04,250.76
25775,25775,2323,Toing,0.12,141.3,17,12.0,0,170.3,1036.23
25776,25776,2581,Main App,0.12,110.0,74,14.99,20,118.99,806.69
25777,25777,2932,Main App,0.18,328.63,52,14.99,20,415.62,1497.11
25778,25778,1473,Main App,0.18,277.6,20,14.99,20,182.59,1264.64
25779,25779,1599,Bolt,0.22999999999999998,791.76,61,14.99,15,882.75,2650.69
25780,25780,532,Main App,0.12,111.24,26,14.99,20,33.18,815.79
25781,25781,1249,Main App,0.25,1679.71,47,14.99,20,1761.7,5039.13
25782,25782,1797,Main App,0.18,267.09,33,14.99,20,235.08,1216.75
25783,25783,1522,Bolt,0.22999999999999998,247.45,74,14.99,15,351.44,828.4
25784,25784,3650,Main App,0.18,302.75,62,14.99,20,399.74,1379.21
25785,25785,3167,Bolt,0.22999999999999998,318.35,68,14.99,15,366.34,1065.79
25786,25786,2076,Main App,0.25,320.8,27,14.99,20,382.79,962.41
25787,25787,3294,Toing,0.12,297.18,10,12.0,0,279.18,2179.3
25788,25788,848,Main App,0.18,79.31,34,14.99,20,48.3,361.28
25789,25789,2605,Bolt,0.22999999999999998,348.8,61,14.99,15,439.79,1167.74
25790,25790,2430,Toing,0.12,216.64,7,12.0,0,235.64,1588.71
25791,25791,3020,Bolt,0.22999999999999998,114.43,99,14.99,15,94.16,383.11
25792,25792,396,Main App,0.18,156.44,25,14.99,20,216.43,712.65
25793,25793,2409,Bolt,0.22999999999999998,411.35,57,14.99,15,398.34,1377.14
25794,25794,719,Main App,0.12,490.92,26,14.99,20,551.91,3600.04
25795,25795,832,Main App,0.18,660.2,64,14.99,20,759.19,3007.57
25796,25796,265,Main App,0.18,474.13,66,14.99,20,575.12,2159.9
25797,25797,1522,Bolt,0.22999999999999998,321.37,83,14.99,15,434.36,1075.91
25798,25798,173,Main App,0.18,299.89,57,14.99,20,391.88,1366.17
25799,25799,932,Main App,0.18,438.27,45,14.99,20,518.26,1996.56
25800,25800,2635,Main App,0.18,433.48,44,14.99,20,312.47,1974.73
25801,25801,3065,Main App,0.18,832.2,55,14.99,20,822.19,3791.15
25802,25802,2520,Bolt,0.22999999999999998,842.19,63,14.99,15,935.18,2819.49
25803,25803,2738,Bolt,0.22999999999999998,417.5,79,14.99,15,526.49,1397.72
25804,25804,1751,Main App,0.18,323.36,0,14.99,20,158.35,1473.11
25805,25805,791,Main App,0.12,226.97,78,14.99,20,339.96,1664.41
25806,25806,1512,Bolt,0.22999999999999998,478.74,99,14.99,15,607.73,1602.72
25807,25807,1083,Toing,0.12,62.68,3,12.0,0,77.68,459.64
25808,25808,1119,Main App,0.25,318.86,60,14.99,20,413.85,956.56
25809,25809,535,Main App,0.18,18.16,55,14.99,20,77.88,82.74
25810,25810,3105,Main App,0.12,359.99,22,14.99,20,416.98,2639.94
25811,25811,2950,Toing,0.12,160.24,11,12.0,0,183.24,1175.07
25812,25812,3484,Main App,0.25,396.3,56,14.99,20,487.29,1188.9
25813,25813,1825,Main App,0.25,799.55,47,14.99,20,881.54,2398.65
25814,25814,509,Main App,0.25,733.97,71,14.99,20,839.96,2201.89
25815,25815,1035,Toing,0.12,187.75,8,12.0,0,207.75,1376.8
25816,25816,839,Bolt,0.22999999999999998,288.79,71,14.99,15,389.78,966.81
25817,25817,3675,Main App,0.18,82.2,79,14.99,20,196.19,374.45
25818,25818,2244,Main App,0.12,59.24,40,14.99,20,134.23,434.42
25819,25819,3430,Main App,0.12,109.29,0,14.99,20,144.28,801.47
25820,25820,2666,Main App,0.18,389.35,74,14.99,20,498.34,1773.69
25821,25821,577,Main App,0.25,1408.56,55,14.99,20,1498.55,4225.69
25822,25822,248,Main App,0.18,348.56,44,14.99,20,427.55,1587.9
25823,25823,3343,Main App,0.25,68.22,60,14.99,20,163.21,204.65
25824,25824,126,Main App,0.18,189.06,33,14.99,20,257.05,861.29
25825,25825,64,Main App,0.25,589.45,27,14.99,20,651.44,1768.35
25826,25826,1066,Main App,0.18,243.17,23,14.99,20,301.16,1107.76
25827,25827,298,Main App,0.18,428.05,20,14.99,20,483.04,1949.98
25828,25828,3691,Main App,0.18,20.94,61,14.99,20,116.93,95.41
25829,25829,3143,Main App,0.18,266.28,28,14.99,20,329.27,1213.03
25830,25830,2239,Bolt,0.22999999999999998,488.47,94,14.99,15,612.46,1635.3
25831,25831,3653,Main App,0.18,94.76,39,14.99,20,168.75,431.7
25832,25832,2329,Bolt,0.22999999999999998,232.7,45,14.99,15,307.69,779.04
25833,25833,257,Main App,0.18,294.1,32,14.99,20,361.09,1339.8
25834,25834,863,Bolt,0.22999999999999998,488.7,96,14.99,15,614.69,1636.08
25835,25835,1334,Main App,0.25,277.79,0,14.99,20,312.78,833.38
25836,25836,3515,Main App,0.12,570.24,73,14.99,20,678.23,4181.77
25837,25837,194,Main App,0.18,244.27,50,14.99,20,329.26,1112.78
25838,25838,2889,Main App,0.25,342.63,66,14.99,20,443.62,1027.89
25839,25839,533,Bolt,0.22999999999999998,60.25,64,14.99,15,154.24,201.7
25840,25840,1045,Bolt,0.22999999999999998,584.71,56,14.99,15,670.7,1957.49
25841,25841,3713,Main App,0.18,104.31,79,14.99,20,131.37,475.21
25842,25842,699,Bolt,0.22999999999999998,251.17,88,14.99,15,369.16,840.88
25843,25843,3584,Main App,0.18,680.55,33,14.99,20,598.54,3100.29
25844,25844,1138,Main App,0.12,39.24,75,14.99,20,49.23,287.77
25845,25845,806,Bolt,0.22999999999999998,660.33,81,14.99,15,671.32,2210.66
25846,25846,2758,Bolt,0.22999999999999998,921.75,69,14.99,15,1020.74,3085.87
25847,25847,1638,Main App,0.25,771.25,46,14.99,20,752.24,2313.76
25848,25848,3627,Bolt,0.22999999999999998,370.74,52,14.99,15,452.73,1241.17
25849,25849,3408,Main App,0.12,191.64,31,14.99,20,257.63,1405.39
25850,25850,3732,Bolt,0.22999999999999998,434.77,99,14.99,15,563.76,1455.52
25851,25851,1981,Main App,0.18,180.39,62,14.99,20,277.38,821.78
25852,25852,352,Main App,0.18,194.03,20,14.99,20,249.02,883.9
25853,25853,2969,Bolt,0.22999999999999998,535.32,96,14.99,15,611.31,1792.18
25854,25854,2174,Main App,0.18,424.94,46,14.99,20,505.93,1935.86
25855,25855,618,Bolt,0.22999999999999998,379.37,81,14.99,15,440.36,1270.07
25856,25856,3396,Main App,0.18,194.86,0,14.99,20,129.85,887.67
25857,25857,323,Main App,0.12,366.15,69,14.99,20,470.14,2685.1
25858,25858,2704,Main App,0.18,343.87,0,14.99,20,228.86,1566.5
25859,25859,919,Main App,0.18,282.93,0,14.99,20,317.92,1288.88
25860,25860,510,Main App,0.12,135.78,0,14.99,20,170.77,995.75
25861,25861,1541,Main App,0.18,290.36,36,14.99,20,361.35,1322.75
25862,25862,3065,Main App,0.18,990.09,44,14.99,20,919.08,4510.39
25863,25863,2125,Main App,0.18,1075.56,77,14.99,20,1187.55,4899.78
25864,25864,2797,Main App,0.12,88.8,0,14.99,20,123.79,651.16
25865,25865,2918,Main App,0.18,291.5,38,14.99,20,364.49,1327.92
25866,25866,3241,Main App,0.25,743.16,0,14.99,20,678.15,2229.5
25867,25867,1690,Main App,0.12,98.2,45,14.99,20,178.19,720.12
25868,25868,1746,Bolt,0.22999999999999998,698.52,66,14.99,15,794.51,2338.52
25869,25869,2034,Toing,0.12,214.26,6,12.0,0,232.26,1571.28
25870,25870,3302,Main App,0.25,626.97,70,14.99,20,731.96,1880.89
25871,25871,532,Main App,0.12,441.24,62,14.99,20,538.23,3235.73
25872,25872,3080,Main App,0.18,211.41,0,14.99,20,246.4,963.07
25873,25873,817,Toing,0.12,55.62,5,12.0,0,72.62,407.89
25874,25874,2169,Main App,0.18,682.4,54,14.99,20,771.39,3108.7
25875,25875,3151,Main App,0.18,519.7,29,14.99,20,583.69,2367.53
25876,25876,1785,Main App,0.18,455.85,49,14.99,20,539.84,2076.67
25877,25877,3685,Main App,0.18,303.59,0,14.99,20,238.58,1383.02
25878,25878,883,Main App,0.25,961.6,65,14.99,20,961.59,2884.81
25879,25879,3055,Main App,0.18,42.86,45,14.99,20,122.85,195.26
25880,25880,2097,Bolt,0.22999999999999998,815.19,73,14.99,15,918.18,2729.1
25881,25881,2779,Bolt,0.22999999999999998,389.19,84,14.99,15,453.18,1302.95
25882,25882,3690,Main App,0.12,255.16,45,14.99,20,335.15,1871.17
25883,25883,3142,Main App,0.18,134.88,46,14.99,20,215.87,614.48
25884,25884,2317,Main App,0.18,734.99,61,14.99,20,730.98,3348.3
25885,25885,536,Main App,0.25,1351.47,0,14.99,20,1386.46,4054.43
25886,25886,1641,Main App,0.18,466.51,70,14.99,20,371.5,2125.19
25887,25887,990,Main App,0.18,346.56,32,14.99,20,413.55,1578.75
25888,25888,3904,Main App,0.18,335.77,36,14.99,20,406.76,1529.61
25889,25889,246,Main App,0.18,413.81,0,14.99,20,448.8,1885.11
25890,25890,3661,Main App,0.18,116.54,40,14.99,20,191.53,530.91
25891,25891,1660,Toing,0.12,220.81,8,12.0,0,240.81,1619.27
25892,25892,971,Main App,0.18,131.22,34,14.99,20,200.21,597.78
25893,25893,532,Toing,0.12,97.33,13,12.0,0,82.33,713.78
25894,25894,2973,Main App,0.25,1206.97,0,14.99,20,1241.96,3620.91
25895,25895,2160,Main App,0.18,75.0,27,14.99,20,136.99,341.66
25896,25896,2935,Main App,0.12,368.2,25,14.99,20,278.19,2700.14
25897,25897,3845,Bolt,0.22999999999999998,157.65,97,14.99,15,284.64,527.79
25898,25898,439,Main App,0.12,31.77,80,14.99,20,46.76,233.02
25899,25899,2807,Bolt,0.22999999999999998,195.08,98,14.99,15,323.07,653.08
25900,25900,3947,Bolt,0.22999999999999998,654.82,68,14.99,15,752.81,2192.23
25901,25901,108,Toing,0.12,275.74,11,12.0,0,258.74,2022.12
25902,25902,978,Main App,0.18,151.82,57,14.99,20,243.81,691.62
25903,25903,1343,Toing,0.12,118.86,13,12.0,0,143.86,871.68
25904,25904,1520,Bolt,0.22999999999999998,180.63,60,14.99,15,220.62,604.73
25905,25905,2206,Bolt,0.22999999999999998,217.61,64,14.99,15,311.6,728.5
25906,25906,3244,Main App,0.25,596.12,70,14.99,20,701.11,1788.37
25907,25907,3544,Main App,0.18,536.43,31,14.99,20,452.42,2443.75
25908,25908,1278,Bolt,0.22999999999999998,258.43,91,14.99,15,379.42,865.19
25909,25909,1042,Main App,0.18,355.17,31,14.99,20,421.16,1617.99
25910,25910,3403,Main App,0.18,211.34,40,14.99,20,136.33,962.75
25911,25911,3503,Main App,0.18,273.24,32,14.99,20,240.23,1244.77
25912,25912,3206,Toing,0.12,197.02,15,12.0,0,224.02,1444.81
25913,25913,2799,Bolt,0.22999999999999998,835.62,46,14.99,15,811.61,2797.5
25914,25914,3650,Bolt,0.22999999999999998,420.26,40,14.99,15,290.25,1406.96
25915,25915,772,Bolt,0.22999999999999998,688.31,41,14.99,15,659.3,2304.36
25916,25916,3882,Main App,0.18,555.93,36,14.99,20,626.92,2532.55
25917,25917,945,Main App,0.12,854.02,58,14.99,20,947.01,6262.83
25918,25918,561,Main App,0.25,68.73,70,14.99,20,173.72,206.2
25919,25919,126,Main App,0.18,193.02,39,14.99,20,267.01,879.33
25920,25920,3303,Main App,0.18,1038.09,24,14.99,20,947.08,4729.1
25921,25921,3619,Main App,0.18,80.67,0,14.99,20,48.44,367.47
25922,25922,3444,Main App,0.12,141.8,26,14.99,20,52.79,1039.83
25923,25923,2290,Main App,0.12,371.04,77,14.99,20,483.03,2720.93
25924,25924,3180,Main App,0.18,318.06,0,14.99,20,353.05,1448.95
25925,25925,3903,Toing,0.12,202.53,19,12.0,0,193.53,1485.24
25926,25926,1277,Bolt,0.22999999999999998,495.76,73,14.99,15,598.75,1659.72
25927,25927,3396,Bolt,0.22999999999999998,406.78,67,14.99,15,503.77,1361.84
25928,25928,3520,Main App,0.25,770.18,39,14.99,20,694.17,2310.53
25929,25929,26,Main App,0.12,65.06,47,14.99,20,147.05,477.09
25930,25930,1727,Toing,0.12,78.63,6,12.0,0,96.63,576.66
25931,25931,2821,Main App,0.18,465.99,75,14.99,20,575.98,2122.86
25932,25932,2766,Bolt,0.22999999999999998,223.93,56,14.99,15,309.92,749.69
25933,25933,1943,Bolt,0.22999999999999998,250.04,97,14.99,15,377.03,837.09
25934,25934,13,Toing,0.12,158.48,7,12.0,0,177.48,1162.17
25935,25935,2000,Bolt,0.22999999999999998,180.15,87,14.99,15,297.14,603.13
25936,25936,3463,Main App,0.18,249.69,75,14.99,20,359.68,1137.5
25937,25937,1982,Main App,0.18,591.05,0,14.99,20,626.04,2692.56
25938,25938,151,Main App,0.18,357.6,43,14.99,20,435.59,1629.04
25939,25939,2635,Main App,0.18,241.87,39,14.99,20,315.86,1101.84
25940,25940,1729,Main App,0.25,417.52,0,14.99,20,452.51,1252.56
25941,25941,2309,Toing,0.12,394.54,10,12.0,0,416.54,2893.33
25942,25942,1207,Bolt,0.22999999999999998,520.46,58,14.99,15,608.45,1742.41
25943,25943,3843,Bolt,0.22999999999999998,526.53,53,14.99,15,609.52,1762.74
25944,25944,814,Main App,0.12,210.62,32,14.99,20,77.61,1544.52
25945,25945,424,Main App,0.25,663.98,0,14.99,20,698.97,1991.94
25946,25946,3650,Bolt,0.22999999999999998,334.11,50,14.99,15,414.1,1118.54
25947,25947,2980,Main App,0.12,266.56,80,14.99,20,181.55,1954.74
25948,25948,432,Bolt,0.22999999999999998,327.4,57,14.99,15,314.39,1096.08
25949,25949,1892,Bolt,0.22999999999999998,172.99,52,14.99,15,254.98,579.12
25950,25950,3445,Main App,0.18,346.4,62,14.99,20,443.39,1578.04
25951,25951,857,Toing,0.12,104.34,15,12.0,0,131.34,765.19
25952,25952,1003,Main App,0.18,254.23,0,14.99,20,289.22,1158.17
25953,25953,2483,Main App,0.25,1243.32,24,14.99,20,1302.31,3729.97
25954,25954,658,Main App,0.18,178.89,32,14.99,20,245.88,814.94
25955,25955,1210,Main App,0.12,29.15,44,14.99,20,108.14,213.73
25956,25956,2215,Main App,0.18,403.28,76,14.99,20,514.27,1837.17
25957,25957,2735,Main App,0.18,398.4,22,14.99,20,255.39,1814.95
25958,25958,3479,Bolt,0.22999999999999998,729.59,46,14.99,15,805.58,2442.54
25959,25959,3964,Main App,0.18,454.41,45,14.99,20,334.4,2070.07
25960,25960,886,Main App,0.25,134.16,0,14.99,20,169.15,402.47
25961,25961,1881,Main App,0.12,203.74,54,14.99,20,292.73,1494.06
25962,25962,3382,Main App,0.18,244.88,73,14.99,20,352.87,1115.59
25963,25963,2830,Main App,0.18,792.54,40,14.99,20,867.53,3610.46
25964,25964,3374,Bolt,0.22999999999999998,79.51,44,14.99,15,153.5,266.18
25965,25965,3650,Main App,0.18,83.62,57,14.99,20,175.61,380.95
25966,25966,1890,Main App,0.18,497.55,68,14.99,20,600.54,2266.64
25967,25967,2652,Toing,0.12,459.09,9,12.0,0,440.09,3366.7
25968,25968,848,Bolt,0.22999999999999998,426.21,74,14.99,15,530.2,1426.89
25969,25969,306,Bolt,0.22999999999999998,322.78,76,14.99,15,378.77,1080.61
25970,25970,3001,Main App,0.25,1265.89,53,14.99,20,1353.88,3797.67
25971,25971,265,Main App,0.18,457.88,56,14.99,20,548.87,2085.87
25972,25972,232,Toing,0.12,49.76,8,12.0,0,69.76,364.87
25973,25973,1239,Bolt,0.22999999999999998,136.21,82,14.99,15,248.2,456.01
25974,25974,2766,Main App,0.18,390.89,27,14.99,20,302.88,1780.71
25975,25975,2409,Main App,0.18,206.44,39,14.99,20,280.43,940.45
25976,25976,3883,Main App,0.18,1236.64,69,14.99,20,1340.63,5633.57
25977,25977,1345,Bolt,0.22999999999999998,393.24,84,14.99,15,507.23,1316.48
25978,25978,1560,Main App,0.18,199.57,0,14.99,20,234.56,909.13
25979,25979,2868,Toing,0.12,153.27,18,12.0,0,183.27,1124.01
25980,25980,2530,Main App,0.18,549.53,43,14.99,20,627.52,2503.39
25981,25981,738,Toing,0.12,39.48,8,12.0,0,59.48,289.49
25982,25982,3954,Main App,0.18,277.84,54,14.99,20,366.83,1265.73
25983,25983,3144,Main App,0.12,484.18,0,14.99,20,519.17,3550.62
25984,25984,127,Main App,0.25,1282.95,31,14.99,20,1198.94,3848.87
25985,25985,1505,Main App,0.18,217.11,20,14.99,20,272.1,989.03
25986,25986,1025,Main App,0.25,306.91,0,14.99,20,341.9,920.74
25987,25987,1754,Toing,0.12,111.41,1,12.0,0,84.41,816.97
25988,25988,1414,Main App,0.25,407.24,79,14.99,20,521.23,1221.71
25989,25989,2160,Main App,0.18,139.79,21,14.99,20,-4.22,636.82
25990,25990,1964,Bolt,0.22999999999999998,177.63,74,14.99,15,281.62,594.67
25991,25991,3029,Main App,0.18,120.81,59,14.99,20,214.8,550.35
25992,25992,2244,Main App,0.12,149.03,74,14.99,20,258.02,1092.87
25993,25993,2688,Toing,0.12,62.69,5,12.0,0,79.69,459.74
25994,25994,3620,Bolt,0.22999999999999998,419.51,85,14.99,15,334.5,1404.44
25995,25995,3302,Main App,0.25,357.77,55,14.99,20,347.76,1073.33
25996,25996,649,Main App,0.18,527.82,38,14.99,20,600.81,2404.51
25997,25997,1194,Bolt,0.22999999999999998,507.36,47,14.99,15,484.35,1698.56
25998,25998,2192,Main App,0.12,757.69,0,14.99,20,792.68,5556.4
25999,25999,2745,Main App,0.18,471.29,0,14.99,20,506.28,2147.0
26000,26000,2077,Bolt,0.22999999999999998,304.77,64,14.99,15,398.76,1020.33
26001,26001,2289,Main App,0.18,469.53,0,14.99,20,504.52,2138.95
26002,26002,1066,Main App,0.18,64.7,0,14.99,20,99.69,294.76
26003,26003,2800,Main App,0.12,372.52,62,14.99,20,469.51,2731.84
26004,26004,811,Main App,0.12,135.89,41,14.99,20,111.88,996.49
26005,26005,2553,Main App,0.12,359.27,76,14.99,20,320.26,2634.67
26006,26006,3574,Toing,0.12,157.37,8,12.0,0,177.37,1154.02
26007,26007,2792,Main App,0.25,765.97,52,14.99,20,702.96,2297.91
26008,26008,1422,Main App,0.18,55.36,41,14.99,20,131.35,252.17
26009,26009,2964,Main App,0.18,492.25,0,14.99,20,527.24,2242.46
26010,26010,2262,Bolt,0.22999999999999998,143.49,58,14.99,15,231.48,480.39
26011,26011,3735,Main App,0.25,858.98,40,14.99,20,783.97,2576.94
26012,26012,1146,Toing,0.12,128.03,2,12.0,0,142.03,938.92
26013,26013,3514,Main App,0.18,580.79,71,14.99,20,536.78,2645.81
26014,26014,113,Main App,0.12,61.83,0,14.99,20,-57.76,453.43
26015,26015,2409,Main App,0.18,48.52,67,14.99,20,150.51,221.03
26016,26016,887,Toing,0.12,150.2,2,12.0,0,164.2,1101.5
26017,26017,3760,Main App,0.18,432.65,27,14.99,20,344.64,1970.97
26018,26018,1943,Bolt,0.22999999999999998,441.4,58,14.99,15,529.39,1477.73
26019,26019,3883,Main App,0.18,590.52,30,14.99,20,655.51,2690.17
26020,26020,3898,Main App,0.18,757.04,0,14.99,20,692.03,3448.73
26021,26021,3978,Toing,0.12,210.29,13,12.0,0,135.29,1542.12
26022,26022,397,Main App,0.25,709.27,75,14.99,20,819.26,2127.82
26023,26023,2800,Toing,0.12,172.6,6,12.0,0,190.6,1265.73
26024,26024,1498,Main App,0.18,293.22,49,14.99,20,377.21,1335.78
26025,26025,553,Toing,0.12,37.79,11,12.0,0,60.79,277.15
26026,26026,2456,Main App,0.18,51.08,0,14.99,20,-13.93,232.69
26027,26027,2904,Bolt,0.22999999999999998,404.8,41,14.99,15,475.79,1355.19
26028,26028,3620,Bolt,0.22999999999999998,673.57,91,14.99,15,794.56,2254.98
26029,26029,2244,Toing,0.12,58.44,10,12.0,0,80.44,428.54
26030,26030,2642,Bolt,0.22999999999999998,174.77,52,14.99,15,256.76,585.1
26031,26031,2997,Main App,0.18,311.93,40,14.99,20,386.92,1420.99
26032,26032,3240,Toing,0.12,342.89,20,12.0,0,274.89,2514.54
26033,26033,492,Toing,0.12,157.65,13,12.0,0,-17.35,1156.06
26034,26034,1193,Main App,0.12,347.7,59,14.99,20,291.69,2549.77
26035,26035,382,Main App,0.25,703.72,51,14.99,20,689.71,2111.16
26036,26036,158,Main App,0.25,1027.96,80,14.99,20,942.95,3083.9
26037,26037,532,Main App,0.12,417.38,51,14.99,20,403.37,3060.81
26038,26038,325,Toing,0.12,34.96,8,12.0,0,54.96,256.34
26039,26039,1802,Main App,0.18,775.38,61,14.99,20,871.37,3532.27
26040,26040,580,Main App,0.18,242.63,0,14.99,20,127.62,1105.33
26041,26041,1024,Main App,0.25,189.94,72,14.99,20,182.97,569.81
26042,26042,3126,Main App,0.12,320.72,76,14.99,20,431.71,2351.91
26043,26043,1472,Toing,0.12,55.62,3,12.0,0,70.62,407.89
26044,26044,716,Bolt,0.22999999999999998,737.3,43,14.99,15,760.29,2468.36
26045,26045,874,Main App,0.25,331.17,39,14.99,20,405.16,993.49
26046,26046,2787,Main App,0.18,257.01,0,14.99,20,92.0,1170.82
26047,26047,3223,Main App,0.12,83.62,44,14.99,20,162.61,613.25
26048,26048,1743,Main App,0.18,485.17,73,14.99,20,393.16,2210.24
26049,26049,1335,Bolt,0.22999999999999998,97.78,44,14.99,15,171.77,327.37
26050,26050,2866,Main App,0.18,205.67,59,14.99,20,299.66,936.93
26051,26051,442,Main App,0.18,439.58,0,14.99,20,474.57,2002.51
26052,26052,2154,Main App,0.18,85.2,68,14.99,20,188.19,388.11
26053,26053,3650,Bolt,0.22999999999999998,152.53,80,14.99,15,212.52,510.65
26054,26054,2535,Main App,0.25,496.65,56,14.99,20,487.64,1489.96
26055,26055,445,Main App,0.12,66.35,65,14.99,20,166.34,486.56
26056,26056,3684,Main App,0.18,271.37,0,14.99,20,156.36,1236.24
26057,26057,2068,Bolt,0.22999999999999998,189.82,79,14.99,15,98.81,635.48
26058,26058,3056,Main App,0.18,239.53,31,14.99,20,105.52,1091.22
26059,26059,3527,Main App,0.25,294.66,77,14.99,20,406.65,883.98
26060,26060,2891,Bolt,0.22999999999999998,608.49,77,14.99,15,715.48,2037.14
26061,26061,329,Main App,0.12,260.87,69,14.99,20,264.86,1913.05
26062,26062,1171,Bolt,0.22999999999999998,130.41,82,14.99,15,242.4,436.58
26063,26063,1551,Main App,0.18,960.54,41,14.99,20,886.53,4375.81
26064,26064,3988,Bolt,0.22999999999999998,179.63,46,14.99,15,255.62,601.37
26065,26065,2539,Main App,0.18,455.38,66,14.99,20,356.37,2074.49
26066,26066,3589,Toing,0.12,269.61,13,12.0,0,294.61,1977.1
26067,26067,3003,Toing,0.12,197.29,0,12.0,0,209.29,1446.78
26068,26068,1676,Bolt,0.22999999999999998,251.6,74,14.99,15,355.59,842.31
26069,26069,396,Bolt,0.22999999999999998,375.36,61,14.99,15,466.35,1256.63
26070,26070,1585,Main App,0.12,157.8,40,14.99,20,232.79,1157.17
26071,26071,1510,Main App,0.25,880.02,49,14.99,20,964.01,2640.08
26072,26072,3915,Main App,0.18,265.89,65,14.99,20,165.88,1211.29
26073,26073,753,Main App,0.25,220.89,30,14.99,20,285.88,662.67
26074,26074,243,Main App,0.18,347.79,56,14.99,20,438.78,1584.4
26075,26075,2608,Main App,0.18,166.81,77,14.99,20,278.8,759.89
26076,26076,2577,Bolt,0.22999999999999998,58.29,89,14.99,15,77.28,195.13
26077,26077,3150,Main App,0.18,220.47,48,14.99,20,303.46,1004.34
26078,26078,175,Main App,0.18,353.87,60,14.99,20,448.86,1612.05
26079,26079,3497,Main App,0.25,762.83,37,14.99,20,834.82,2288.5
26080,26080,3026,Main App,0.12,290.58,74,14.99,20,299.57,2130.91
26081,26081,1238,Bolt,0.22999999999999998,772.6,82,14.99,15,884.59,2586.51
26082,26082,2315,Main App,0.25,226.78,68,14.99,20,129.77,680.35
26083,26083,2277,Main App,0.12,362.51,52,14.99,20,449.5,2658.4
26084,26084,2110,Main App,0.12,35.92,62,14.99,20,32.91,263.42
26085,26085,2192,Main App,0.12,147.78,40,14.99,20,222.77,1083.75
26086,26086,1229,Main App,0.18,710.27,55,14.99,20,800.26,3235.65
26087,26087,419,Main App,0.18,185.75,30,14.99,20,150.74,846.19
26088,26088,48,Toing,0.12,38.27,13,12.0,0,63.27,280.62
26089,26089,3776,Toing,0.12,379.25,2,12.0,0,393.25,2781.17
26090,26090,1831,Main App,0.12,292.36,31,14.99,20,358.35,2143.95
26091,26091,56,Toing,0.12,188.85,1,12.0,0,201.85,1384.86
26092,26092,1239,Bolt,0.22999999999999998,202.67,91,14.99,15,123.66,678.49
26093,26093,2542,Main App,0.25,779.89,44,14.99,20,858.88,2339.66
26094,26094,3806,Bolt,0.22999999999999998,457.7,54,14.99,15,341.69,1532.31
26095,26095,3650,Main App,0.18,63.93,26,14.99,20,124.92,291.24
26096,26096,3925,Toing,0.12,367.38,1,12.0,0,380.38,2694.14
26097,26097,532,Main App,0.12,27.04,40,14.99,20,68.23,198.28
26098,26098,3650,Bolt,0.22999999999999998,70.09,51,14.99,15,120.6,234.67
26099,26099,2361,Bolt,0.22999999999999998,536.46,70,14.99,15,636.45,1795.96
26100,26100,3773,Bolt,0.22999999999999998,275.19,74,14.99,15,379.18,921.3
26101,26101,2790,Main App,0.18,237.17,57,14.99,20,329.16,1080.42
26102,26102,2210,Main App,0.18,138.36,39,14.99,20,212.35,630.32
26103,26103,1435,Main App,0.12,93.77,26,14.99,20,-45.24,687.62
26104,26104,3007,Toing,0.12,246.47,8,12.0,0,66.47,1807.48
26105,26105,1371,Toing,0.12,98.67,19,12.0,0,129.67,723.62
26106,26106,1469,Bolt,0.22999999999999998,374.02,44,14.99,15,398.01,1252.17
26107,26107,854,Bolt,0.22999999999999998,523.47,85,14.99,15,638.46,1752.5
26108,26108,676,Bolt,0.22999999999999998,534.45,88,14.99,15,552.44,1789.24
26109,26109,3650,Bolt,0.22999999999999998,150.06,64,14.99,15,244.05,502.37
26110,26110,2074,Toing,0.12,72.69,6,12.0,0,90.69,533.1
26111,26111,3900,Main App,0.18,87.13,0,14.99,20,122.12,396.95
26112,26112,3503,Main App,0.18,197.81,0,14.99,20,232.8,901.15
26113,26113,2800,Toing,0.12,319.58,15,12.0,0,346.58,2343.6
26114,26114,1788,Main App,0.25,255.59,55,14.99,20,345.58,766.77
26115,26115,2486,Main App,0.25,937.5,71,14.99,20,1043.49,2812.5
26116,26116,3126,Main App,0.12,350.43,40,14.99,20,425.42,2569.84
26117,26117,1083,Toing,0.12,83.83,2,12.0,0,-2.17,614.77
26118,26118,152,Bolt,0.22999999999999998,382.26,58,14.99,15,470.25,1279.76
26119,26119,1792,Toing,0.12,35.94,18,12.0,0,65.94,263.58
